N	2gram	Vinokur_St_1	KulturaY
1	т е	15	38
2	и т	30	33
3	в том	36	30
4	и в	44	24
5	потому что	6	23
6	том что	29	21
7	т п	9	18
8	что в	30	17
9	того чтобы	11	17
10	для того	10	16
11	было бы	17	15
12	в этом	21	14
13	т д	21	14
14	точки зрения	11	14
15	может быть	15	13
16	все же	8	12
17	таким образом	7	12
18	и не	16	12
19	в его	9	12
20	не в	12	11
21	только в	10	11
22	хотя бы	6	10
23	в самом	7	10
24	не только	18	10
25	у нас	11	10
26	вовсе не	19	10
27	самом деле	11	9
28	русского языка	2	9
29	с точки	8	9
30	так как	5	9
31	если бы	9	9
32	о том	17	9
33	того что	9	9
34	отношению к	3	9
35	прежде всего	7	9
36	то что	18	9
37	а только	1	8
38	по отношению	3	8
39	уже не	1	8
40	то обстоятельство	2	8
41	то же	5	8
42	о языке	1	8
43	том чтобы	1	8
44	обстоятельство что	3	8
45	языка и	4	8
46	тем что	5	8
47	как раз	4	8
48	а не	16	8
49	не может	8	7
50	не трудно	3	7
51	это не	8	7
52	в них	1	7
53	не менее	5	7
54	в области	14	7
55	так и	9	7
56	бы в	1	7
57	в качестве	4	7
58	с другой	9	7
59	как бы	4	7
60	вместе с	1	7
61	мере в	2	6
62	мы имеем	2	6
63	зависимости от	1	6
64	в ней	3	6
65	в которой	4	6
66	все эти	5	6
67	при этом	2	6
68	в которых	5	6
69	тогда когда	1	6
70	можно было	13	6
71	что он	10	6
72	в какой	3	6
73	но и	10	6
74	именно в	6	6
75	что же	6	6
76	все это	5	6
77	этого рода	1	6
78	другой стороны	7	6
79	что такое	1	6
80	например в	8	5
81	в зависимости	1	5
82	еще не	3	5
83	xix века	1	5
84	но не	3	5
85	не просто	1	5
86	и вовсе	1	5
87	что это	4	5
88	и с	3	5
89	с тем	1	5
90	по крайней	2	5
91	и его	8	5
92	не потому	1	5
93	к тому	1	5
94	в виду	1	5
95	и что	4	5
96	между тем	3	5
97	а потому	2	5
98	крайней мере	2	5
99	еще и	2	5
100	всяком случае	6	5
101	что не	3	5
102	в той	6	5
103	той мере	1	5
104	в результате	3	5
105	целый ряд	2	5
106	этом отношении	7	5
107	а в	17	5
108	во всяком	6	5
109	того же	3	4
110	это и	4	4
111	что эти	1	4
112	е как	2	4
113	и на	1	4
114	с его	1	4
115	что они	7	4
116	как в	13	4
117	в целом	5	4
118	из этих	6	4
119	на то	4	4
120	в нем	5	4
121	в первую	2	4
122	же касается	3	4
123	того или	4	4
124	в данном	14	4
125	и тогда	2	4
126	тем не	2	4
127	речи в	1	4
128	тем самым	2	4
129	в таких	1	4
130	в науке	1	4
131	на язык	1	4
132	того как	1	4
133	иными словами	1	4
134	и является	1	4
135	не на	1	4
136	внимание на	3	4
137	что и	6	4
138	должен быть	3	4
139	так что	6	4
140	есть в	2	4
141	из них	8	4
142	со стороны	6	4
143	до сих	7	4
144	там где	5	4
145	в частности	4	4
146	и потому	2	4
147	с этим	3	4
148	в тех	3	4
149	по существу	2	4
150	сих пор	7	4
151	указать на	1	4
152	в этих	2	4
153	так же	5	4
154	и то	5	3
155	в первом	2	3
156	в котором	5	3
157	той же	5	3
158	в сущности	2	3
159	на себя	1	3
160	то это	3	3
161	очевидно что	1	3
162	трудно видеть	1	3
163	в истории	3	3
164	в своем	2	3
165	хотя и	1	3
166	что так	3	3
167	в этой	11	3
168	с их	1	3
169	в себе	2	3
170	не имеют	1	3
171	должна быть	3	3
172	на том	1	3
173	что она	4	3
174	соответствии с	1	3
175	несмотря на	2	3
176	нисколько не	2	3
177	в г	3	3
178	представление о	4	3
179	и эти	1	3
180	даже в	3	3
181	тому что	3	3
182	казалось бы	1	3
183	только и	1	3
184	это слово	4	3
185	в духе	1	3
186	ли не	2	3
187	что оно	3	3
188	оно не	1	3
189	ясно что	10	3
190	том как	4	3
191	это только	1	3
192	для этого	2	3
193	можно сказать	1	3
194	нуждается в	1	3
195	этом смысле	1	3
196	уже в	2	3
197	себе в	1	3
198	в одном	1	3
199	связано с	1	3
200	уже и	1	3
201	на долю	1	3
202	даже и	2	3
203	не было	4	3
204	и даже	5	3
205	или иной	1	3
206	к которому	4	3
207	а с	3	3
208	в соответствии	1	3
209	языка не	2	3
210	если не	2	3
211	как это	4	3
212	а если	2	3
213	смысле этого	2	3
214	этого слова	2	3
