N	3gram	Tiupa_Disk_1	Problema
1	тем не менее	1	10
2	в том что	13	9
3	той или иной	3	8
4	то же самое	2	7
5	в связи с	1	7
6	в данном случае	2	7
7	сам по себе	1	6
8	сами по себе	2	6
9	во всяком случае	1	6
10	в этом случае	1	5
11	по крайней мере	2	5
12	с другой стороны	3	5
13	не может быть	3	5
14	с той или	1	5
15	что же касается	2	4
16	как раз и	1	4
17	в таком случае	1	4
18	в то же	3	4
19	и то же	1	4
20	тех или иных	1	4
21	дело в том	1	3
22	того или иного	1	3
23	в первую очередь	1	3
24	одно и то	1	3
25	содержит в себе	1	3
26	как будто бы	1	3
27	заключается в том	1	3
28	то есть в	2	3
29	о том что	5	3
30	только потому что	1	2
31	в чистом виде	1	2
32	о том как	1	2
33	с точки зрения	1	2
34	до сих пор	1	2
35	том что вся	1	2
36	в отличие от	4	2
37	том или ином	1	2
38	в том или	1	2
39	не только в	2	2
40	и как бы	3	2
41	только то что	1	2
42	на самом деле	1	2
43	и тем более	1	2
44	можно сказать что	2	2
45	дело не в	1	2
46	как мы видели	1	2
47	и того же	2	1
48	и может быть	1	1
49	то что и	1	1
50	точка зрения на	1	1
51	по себе не	2	1
52	не то чтобы	1	1
53	точки зрения на	1	1
54	обнаруживает себя в	1	1
55	а не в	2	1
56	более или менее	2	1
57	в котором он	1	1
58	зрения на него	1	1
59	в том и	1	1
60	имеют дело с	1	1
61	том что он	1	1
62	другой стороны это	1	1
63	и не только	2	1
64	и что эту	1	1
65	что он не	1	1
66	самое можно сказать	1	1
67	но и к	1	1
68	что не только	1	1
69	к тому или	1	1
70	из того что	1	1
71	обратить внимание на	2	1
72	перед нами не	1	1
73	значении этого слова	1	1
74	в целом и	1	1
75	том что всякое	1	1
76	как и в	1	1
77	я на дорогу	1	1
78	в том чтобы	2	1
79	и тем же	1	1
80	тем что он	1	1
81	тому или иному	1	1
82	с одной стороны	9	1
83	но при этом	3	1
84	и потому что	1	1
85	во всех этих	1	1
86	в евгении онегине	1	1
87	требует для себя	1	1
88	как и вообще	1	1
89	один я на	1	1
90	далеко еще не	3	1
91	одним и тем	1	1
92	сказать что даже	1	1
93	далеко не все	1	1
94	в тех случаях	1	1
95	так и в	1	1
96	но и о	1	1
97	сказать и о	2	1
98	это и есть	1	1
99	как и всякий	1	1
100	в своей основе	1	1
101	но отнюдь не	2	1
102	же самое можно	1	1
103	речь идет о	1	1
104	ту или иную	1	1
105	по сути дела	2	1
106	которая может быть	1	1
107	только в том	2	1
108	на то что	1	1
109	одного и того	2	1
110	тех случаях когда	1	1
111	в результате этого	1	1
112	тем более не	1	1
113	хотя и в	2	1
114	может быть в	1	1
115	в себе не	1	1
116	к тому же	4	1
117	выхожу один я	1	1
