N	2gram	Vygotskiy__7	StatiiOP
1	и в	26	25
2	в этом	29	24
3	в том	18	20
4	что он	8	19
5	может быть	7	19
6	тем что	9	19
7	что в	12	19
8	что это	6	16
9	том что	17	15
10	в этой	3	14
11	не только	24	12
12	в его	4	12
13	то что	24	12
14	в этих	2	11
15	так что	4	11
16	таким образом	23	10
17	прежде всего	7	10
18	и не	18	10
19	у него	1	9
20	но и	11	9
21	и т	1	8
22	все это	3	8
23	о том	4	8
24	это было	1	8
25	в своих	2	8
26	с этим	2	7
27	это не	3	7
28	было бы	6	7
29	в то	3	7
30	не может	11	7
31	точки зрения	28	7
32	что такое	1	7
33	место в	1	6
34	как в	4	6
35	из этих	3	6
36	не в	4	6
37	между тем	1	6
38	только в	8	6
39	в конце	4	6
40	в области	4	6
41	как бы	6	6
42	а в	2	6
43	как на	6	6
44	отношения между	4	5
45	то же	8	5
46	ответ на	2	5
47	говорит что	2	5
48	но в	4	5
49	по форме	1	5
50	на то	4	5
51	он не	3	5
52	об этом	3	5
53	ни в	2	5
54	мы имеем	1	5
55	в котором	4	5
56	потому что	16	5
57	и это	1	5
58	так и	3	5
59	в них	1	5
60	с другой	4	5
61	связано с	1	5
62	а не	6	5
63	того что	14	5
64	другой стороны	1	5
65	например в	1	4
66	что эти	3	4
67	в которой	11	4
68	время как	2	4
69	из которых	2	4
70	в чем	3	4
71	точка зрения	1	4
72	относится к	2	4
73	в центре	1	4
74	все же	6	4
75	не было	1	4
76	и к	7	4
77	то в	2	4
78	в целом	5	4
79	на его	2	4
80	состоит в	3	4
81	лишь в	2	4
82	этом смысле	1	4
83	и тем	6	4
84	с тем	5	4
85	как и	15	4
86	а как	1	4
87	у нас	2	4
88	с точки	21	4
89	ничего не	2	4
90	к ней	2	4
91	этом отношении	3	4
92	в каком	1	4
93	связана с	3	4
94	отличается от	3	4
95	в ней	3	4
96	и с	5	4
97	если бы	5	4
98	можно сказать	5	4
99	к нему	3	4
100	мы видим	3	4
101	всего в	2	4
102	в качестве	5	4
103	в начале	5	4
104	всяком случае	1	4
105	отношение к	2	4
106	то время	2	4
107	должна была	1	4
108	в речи	5	4
109	связь с	1	4
110	он говорит	1	4
111	это есть	4	4
112	что здесь	1	4
113	в смысле	6	4
114	и для	5	4
115	в отдельных	1	4
116	но это	3	4
117	сказать что	8	4
118	была бы	1	4
119	в своей	3	4
120	из этого	2	4
121	во всяком	2	4
122	говорить о	1	3
123	кроме того	1	3
124	что по	2	3
125	и наконец	4	3
126	все эти	6	3
127	всех этих	1	3
128	на этом	1	3
129	от нее	2	3
130	что этот	5	3
131	в другом	1	3
132	о которых	2	3
133	показывает что	2	3
134	несмотря на	2	3
135	в их	2	3
136	что я	1	3
137	но он	2	3
138	тому что	9	3
139	во время	2	3
140	это слово	1	3
141	связи с	4	3
142	и здесь	2	3
143	что все	2	3
144	нельзя не	2	3
145	в словах	1	3
146	на вопрос	5	3
147	и что	6	3
148	по этому	4	3
149	раньше чем	1	3
150	нельзя сказать	1	3
