N	2gram	Bakhtin_Fr_4	Tragedij
1	и в	29	18
2	в романе	10	10
3	в году	3	9
4	в этом	11	9
5	не только	10	8
6	он сам	1	7
7	и с	9	7
8	и на	11	7
9	может быть	2	7
10	как бы	8	7
11	и не	16	7
12	но в	12	6
13	и его	8	6
14	в образе	4	6
15	же время	8	6
16	что он	4	6
17	у него	5	6
18	то же	10	5
19	все же	3	5
20	что это	5	5
21	это не	5	5
22	как и	12	5
23	в то	10	5
24	в дальнейшем	3	5
25	так и	11	5
26	не может	2	5
27	а я	1	5
28	еще не	4	4
29	в себе	3	4
30	в целом	1	4
31	в этой	13	4
32	в нем	5	4
33	об этом	1	4
34	том что	3	4
35	что я	2	4
36	и что	1	4
37	но и	9	4
38	и даже	3	4
39	прежде всего	8	4
40	так же	7	4
41	но это	4	4
42	все это	4	4
43	этот образ	4	4
44	что в	1	4
45	и все	13	4
46	то что	4	4
47	что образ	3	3
48	в мире	1	3
49	и он	1	3
50	своего рода	6	3
51	эпизод с	2	3
52	как в	2	3
53	в своем	3	3
54	и как	3	3
55	все эти	9	3
56	при этом	3	3
57	то есть	21	3
58	о чем	2	3
59	с ее	3	3
60	и сам	3	3
61	жизнь и	4	3
62	с ним	2	3
63	к нему	3	3
64	в его	8	3
65	один из	4	3
66	уже в	2	3
67	для него	1	3
68	в конце	9	3
69	как будто	2	3
70	вряд ли	1	2
71	из самых	1	2
72	и до	5	2
73	что эти	1	2
74	и за	3	2
75	а как	2	2
76	по замыслу	1	2
77	никогда не	2	2
78	и то	2	2
79	он был	2	2
80	с его	4	2
81	отношение к	1	2
82	отличие от	1	2
83	тут же	1	2
84	это был	2	2
85	перед нами	4	2
86	боли и	1	2
87	в самом	1	2
88	бы и	1	2
89	жизнью и	1	2
90	он не	3	2
91	что она	1	2
92	но все	1	2
93	что все	1	2
94	точно она	1	2
95	его в	9	2
96	знает что	1	2
97	в это	1	2
98	ни в	2	2
99	не мог	2	2
100	в отличие	1	2
101	раз и	1	2
102	но они	4	2
103	его за	1	2
104	он и	5	2
105	к тому	2	2
106	и это	2	2
107	в ее	3	2
108	данном случае	1	2
109	еще в	1	2
110	ничего не	1	2
111	создается впечатление	1	2
112	и здесь	3	2
113	о том	2	2
114	что и	1	2
115	в том	7	2
116	между этими	1	2
117	и ее	1	2
118	и детей	2	2
119	уже не	2	2
120	в виде	1	2
121	в известной	3	2
122	в одном	1	2
123	друг друга	2	2
124	не случайно	3	2
125	тем что	4	2
126	чем он	1	2
127	в самую	1	2
128	говорит о	1	2
129	до конца	5	2
130	под влиянием	1	2
131	было в	2	2
132	но особенно	1	2
133	в данном	1	2
134	о его	2	2
135	еще раз	2	2
136	перед судьбой	1	2
137	от всего	1	2
138	потому что	1	2
139	состоит из	1	2
140	в частности	3	2
141	только о	1	2
142	в таком	1	2
143	ту же	1	1
144	он считает	1	1
145	обращается в	1	1
146	с жизнью	2	1
147	человека и	1	1
148	я им	1	1
149	против нее	1	1
150	и др	4	1
151	самом деле	1	1
152	силы и	1	1
153	это и	5	1
154	же по	1	1
155	и есть	4	1
156	поэтому он	1	1
157	в какой-то	1	1
158	должна быть	1	1
159	мать и	1	1
160	дальнейшем он	1	1
161	века в	1	1
162	основа образа	1	1
163	той же	3	1
164	xvii века	1	1
165	в шутку	1	1
166	это пародия	1	1
167	не вполне	1	1
168	ему в	1	1
169	в разговоре	1	1
170	веке в	1	1
171	в виду	2	1
172	затем он	1	1
173	подчеркнуть что	1	1
174	в сцене	1	1
175	в ней	3	1
176	литературы и	1	1
177	это же	2	1
178	в чем	3	1
179	но не	2	1
180	но как	3	1
181	в быту	1	1
182	этот тон	1	1
183	а он	1	1
184	за пределы	1	1
185	к сожалению	1	1
186	вот как	2	1
187	власть и	3	1
188	и наконец	2	1
189	новую жизнь	1	1
190	напомним что	1	1
191	них он	1	1
192	роль играет	1	1
193	то в	3	1
194	оттого что	3	1
195	чтобы превратить	1	1
196	в которой	4	1
197	сливается с	1	1
198	он в	1	1
199	бы не	2	1
200	из соображений	1	1
201	право на	1	1
202	только один	1	1
203	как он	2	1
204	человек не	1	1
205	и если	1	1
206	их отношения	1	1
207	в переводе	1	1
208	заявляет что	1	1
209	так сказать	2	1
210	одному из	2	1
211	не значит	1	1
212	к одному	1	1
213	не как	1	1
214	в россии	1	1
215	и по	5	1
216	на этом	2	1
217	на свете	2	1
218	таким образом	20	1
219	здесь мы	1	1
220	а затем	3	1
221	же не	2	1
222	для характеристики	1	1
223	правда что	1	1
224	за то	1	1
225	начинается словами	1	1
226	конечно в	1	1
227	обратился к	1	1
228	и чтобы	1	1
229	ними как	1	1
230	это было	1	1
231	и сердце	1	1
232	совершенно иная	1	1
233	с начала	3	1
234	по улицам	2	1
235	был вполне	1	1
236	в них	7	1
237	он же	1	1
238	что ему	1	1
239	мировой литературы	2	1
240	а за	1	1
241	эту тему	1	1
242	со своими	2	1
243	и знаете	1	1
244	будущего и	1	1
245	года и	2	1
246	все как	1	1
247	почему бы	1	1
248	и при	2	1
249	в своей	5	1
250	игры в	8	1
251	наших дней	2	1
252	где мы	1	1
253	эта тема	1	1
254	бранью и	1	1
255	в котором	2	1
256	и посвящена	1	1
257	не столько	2	1
258	государства но	1	1
259	знал и	2	1
260	значение для	1	1
261	и вот	3	1
262	умирает и	1	1
263	и политических	1	1
264	страха и	1	1
265	но он	6	1
266	и бьет	1	1
267	несовместимое с	1	1
268	так он	1	1
269	вплоть до	1	1
270	играть в	1	1
271	романа на	1	1
272	что эта	1	1
273	на земле	1	1
274	и начинает	1	1
275	в обоих	1	1
276	самого начала	3	1
277	на котором	2	1
278	связан и	1	1
279	в эпизоде	2	1
280	словами о	1	1
281	как его	1	1
282	тогда и	1	1
283	но только	2	1
284	этими словами	1	1
285	в самой	1	1
286	по своей	3	1
287	для нас	1	1
288	связи с	2	1
289	же эпизоде	1	1
290	что на	1	1
291	мы встречаем	1	1
292	сходство с	1	1
293	части романа	1	1
294	утверждать что	1	1
295	где он	2	1
296	с образом	2	1
297	образы и	1	1
298	как мы	10	1
299	и о	5	1
300	жизни перед	1	1
301	того чтобы	3	1
302	и образ	1	1
303	людей в	1	1
304	всего этого	1	1
305	с самого	3	1
306	роль в	3	1
307	природе своей	1	1
308	можно было	1	1
309	на нее	1	1
310	по природе	1	1
311	в борьбе	1	1
312	начала и	3	1
313	в последующих	1	1
314	когда его	1	1
315	известной мере	3	1
316	на них	2	1
317	быть может	2	1
318	в эпоху	15	1
319	в прошлое	1	1
320	тем чем	1	1
321	и должно	1	1
322	ему нужно	1	1
323	но мы	2	1
324	с того	1	1
325	а также	2	1
326	от него	1	1
327	все в	2	1
328	это была	1	1
329	отметить что	3	1
330	я вижу	1	1
331	в форме	1	1
332	романа в	1	1
333	все время	3	1
334	и она	1	1
335	нет он	1	1
336	для самого	1	1
337	в литературе	4	1
338	того что	3	1
339	он стал	2	1
340	мы видим	3	1
341	с ними	3	1
342	только в	2	1
343	во всем	1	1
344	как нечто	1	1
345	что ж	1	1
346	с одной	2	1
347	всегда с	1	1
348	именно на	1	1
349	эти образы	3	1
350	есть в	2	1
351	и любви	3	1
352	только на	1	1
353	дело с	1	1
354	за счет	3	1
355	все образы	4	1
356	в общем	1	1
357	на столе	1	1
358	характерно что	1	1
359	и их	3	1
360	два противоположных	1	1
361	с этими	1	1
362	ее не	1	1
363	второй части	1	1
364	жизни на	1	1
365	характерны для	1	1
366	рядом с	5	1
