N	3gram	Bakhtin_Pr_1	Marksizm
1	с точки зрения	6	13
2	не может быть	11	10
3	по отношению к	19	8
4	то же время	3	8
5	в то же	3	8
6	в связи с	1	7
7	для того чтобы	2	6
8	в том что	3	6
9	в самом деле	3	5
10	то же самое	2	5
11	может быть и	1	5
12	но в то	1	5
13	в свою очередь	1	5
14	в большинстве случаев	5	5
15	смысле этого слова	1	4
16	бы то ни	3	4
17	то ни было	2	4
18	на самом деле	3	4
19	той или иной	2	4
20	самом же деле	1	3
21	и не может	2	3
22	в отличие от	5	3
23	на самом же	1	3
24	до сих пор	1	3
25	и не в	1	3
26	с одной стороны	3	3
27	в высшей степени	5	3
28	лежащая в основе	1	3
29	как мы уже	1	3
30	к тому что	1	3
31	одной стороны и	1	2
32	а иногда и	1	2
33	в противном случае	3	2
34	в этом последнем	1	2
35	того или иного	2	2
36	ни в коем	2	2
37	но и в	2	2
38	не было бы	1	2
39	отнюдь не является	1	2
40	ни в какой	1	2
41	в коем случае	2	2
42	в значительной степени	1	2
43	в двух направлениях	1	2
44	в следующей главе	1	2
45	отнюдь не может	1	2
46	мы можем сказать	2	2
47	точки зрения самого	2	2
48	хотя бы в	1	2
49	в нем нет	1	2
50	на то что	1	2
51	лишь там где	2	2
52	в узком смысле	1	2
53	и прежде всего	5	2
54	выходят за пределы	1	2
55	что иное как	1	1
56	а следовательно и	1	1
57	только в пределах	1	1
58	как высказывание другого	1	1
59	бытия в этом	1	1
60	в какой мере	2	1
61	оно ощущается как	1	1
62	не следует что	2	1
63	вообще не имеет	1	1
64	а вовсе не	1	1
65	и город и	1	1
66	может быть объяснено	1	1
67	не проникает в	1	1
68	дело в том	1	1
69	не говоря уже	1	1
70	позиции по отношению	1	1
71	в нем и	1	1
72	относится к миру	1	1
73	только по отношению	4	1
74	ни к чему	1	1
75	говоря уже о	1	1
76	до известной степени	1	1
77	сами по себе	1	1
78	как мы увидим	3	1
79	что все эти	1	1
80	в этом отношении	2	1
81	не имеет дела	4	1
82	таком положении находится	1	1
83	особый характер носит	1	1
84	быть понято в	1	1
85	не подлежит конечно	1	1
86	с ними в	1	1
87	конечно совершенно невозможно	1	1
88	от него он	1	1
89	история не знает	1	1
90	широком смысле слова	1	1
91	несмотря на то	1	1
92	в пределах его	1	1
93	на себя самого	1	1
94	к единству языка	1	1
95	конечно не следует	1	1
96	и в других	1	1
97	превращает его в	1	1
98	в его состав	1	1
99	не только его	1	1
100	не только в	2	1
101	конечно отнюдь не	1	1
102	к вопросу о	1	1
103	мы здесь не	2	1
104	большинстве случаев он	1	1
105	отношению к нему	1	1
106	может обойтись без	1	1
107	свою связь с	1	1
108	в равной степени	1	1
109	по сравнению с	1	1
110	тем не менее	3	1
111	является таким образом	1	1
112	не могут быть	2	1
113	здесь не касаемся	1	1
114	contradictio in adjecto	3	1
115	в таком положении	2	1
116	становится как бы	1	1
117	в этом направлении	1	1
118	этой проблемы мы	1	1
119	тем или иным	1	1
120	к чему не	1	1
121	противном случае оно	1	1
122	не есть вещь	1	1
123	с другой стороны	4	1
124	в его целом	5	1
125	о которых мы	1	1
126	и в том	1	1
127	одной из важнейших	2	1
128	внутреннего и внешнего	1	1
129	из важнейших проблем	1	1
130	как бы они	1	1
131	из всего сказанного	1	1
132	не совпадает с	2	1
133	при втором направлении	1	1
134	во всех своих	2	1
135	и в свою	1	1
136	таким образом в	1	1
137	должно строго различать	3	1
138	со словом в	1	1
139	и пр в	1	1
140	так и в	2	1
141	никогда не может	2	1
142	коем случае не	2	1
143	то или иное	2	1
144	с тем что	1	1
145	начало и конец	2	1
146	к нему и	2	1
147	мы увидим далее	1	1
148	но отнюдь не	7	1
149	в конечном счете	4	1
150	не что иное	1	1
151	можно сказать что	2	1
152	бы они ни	1	1
153	они ни были	1	1
154	может быть лишь	1	1
155	остается за бортом	5	1
156	может быть признано	1	1
157	случаях например при	1	1
158	конечно не в	1	1
159	мы можем назвать	1	1
160	мы уже указывали	1	1
161	не может обойтись	1	1
162	быть не может	1	1
163	лицом к лицу	1	1
164	и между ними	1	1
165	как и в	1	1
166	можем сказать что	1	1
167	не нуждается в	1	1
168	является как бы	1	1
