N	2gram	Vinokur_Ku_1	Istorich
1	и в	24	25
2	вместе с	7	22
3	что он	6	22
4	и т	33	20
5	т д	14	18
6	может быть	13	17
7	представление о	3	17
8	т е	38	16
9	мы имеем	6	14
10	не только	10	13
11	но и	6	13
12	в его	12	12
13	так как	9	11
14	уже не	8	11
15	и не	12	11
16	в этом	14	10
17	тем что	8	10
18	все же	12	10
19	и его	5	9
20	его в	1	9
21	с другой	7	9
22	таким образом	12	9
23	еще не	5	8
24	и на	4	8
25	все эти	6	8
26	что в	17	8
27	связи с	7	8
28	и что	5	8
29	с тем	5	8
30	другой стороны	6	8
31	этих случаях	2	8
32	том что	21	8
33	в нем	4	7
34	как и	2	7
35	мы видели	1	7
36	потому что	23	7
37	о том	9	7
38	и здесь	3	7
39	то что	9	7
40	только в	11	7
41	с одной	1	7
42	в качестве	7	7
43	превращается в	2	7
44	одной стороны	1	7
45	этом случае	2	7
46	но это	1	7
47	в частности	4	7
48	как в	4	6
49	это не	7	6
50	не может	7	6
51	в этих	4	6
52	не в	11	6
53	и он	3	6
54	что и	4	6
55	там где	4	6
56	себя в	1	6
57	прежде всего	9	6
58	могут быть	1	6
59	или в	2	6
60	в том	30	6
61	например в	5	5
62	ясно что	3	5
63	в ней	6	5
64	но не	5	5
65	с этим	4	5
66	что это	5	5
67	но все	2	5
68	как мы	1	5
69	мы увидим	3	5
70	связано с	3	5
71	показывает что	1	5
72	так же	4	5
73	в него	1	5
74	для нас	2	5
75	же как	1	4
76	то же	8	4
77	в ее	1	4
78	от этого	2	4
79	в истории	3	4
80	в которой	6	4
81	он не	2	4
82	что все	2	4
83	на этой	1	4
84	и тем	2	4
85	не всегда	2	4
86	тем не	4	4
87	не менее	7	4
88	того как	4	4
89	в некоторых	1	4
90	совершенно ясно	1	4
91	в пределах	4	4
92	в дальнейшем	1	4
93	в индии	1	4
94	что у	1	4
95	наряду с	1	4
96	с ним	5	4
97	а именно	2	4
98	если не	3	4
99	это делается	1	4
100	в основном	1	4
101	все это	6	4
102	в связи	3	4
103	также что	1	3
104	в которых	6	3
105	увидим ниже	1	3
106	его не	1	3
107	или же	1	3
108	представлением о	1	3
109	на себя	3	3
110	то это	3	3
111	в роли	1	3
112	это же	1	3
113	что его	2	3
114	если в	2	3
115	и как	2	3
116	его к	3	3
117	в целом	4	3
118	в этой	3	3
119	на этом	1	3
120	но уже	5	3
121	в таких	4	3
122	в то	2	3
123	но эти	1	3
124	для того	16	3
125	того чтобы	17	3
126	в себя	1	3
127	на том	3	3
128	никогда не	2	3
129	и с	5	3
130	после того	1	3
131	о нем	2	3
132	в форме	1	3
133	после смерти	1	3
134	что здесь	1	3
135	в особенности	3	3
136	сюда же	1	3
137	и пр	15	3
138	и все	2	3
139	в европе	1	3
140	в данном	4	3
141	в более	2	3
142	а в	5	3
143	е в	2	3
144	в свою	3	3
145	они не	3	3
146	ту же	1	2
147	того же	4	2
148	самом деле	9	2
149	тех же	1	2
150	одним из	2	2
151	вопрос о	2	2
152	мы и	1	2
153	это время	1	2
154	время в	1	2
155	в различных	1	2
156	во всех	1	2
157	сказки и	1	2
158	только тогда	3	2
159	по отношению	8	2
