N	2gram	Bakhtin_fo_2	FransuaR
1	и в	46	65
2	то есть	10	45
3	и др	5	24
4	как бы	10	22
5	и не	9	22
6	вовсе не	13	18
7	и т.п	2	17
8	в сущности	2	16
9	в том	10	16
10	в этом	22	15
11	но в	10	14
12	в нем	5	13
13	в условиях	1	13
14	мы уже	9	12
15	и на	7	11
16	тела в	4	11
17	прежде всего	14	11
18	все эти	5	10
19	не только	11	10
20	и его	12	10
21	так и	7	10
22	у рабле	18	10
23	но и	9	10
24	и потому	2	10
25	том числе	3	10
26	во всех	11	9
27	в эпоху	4	9
28	в его	8	9
29	все это	6	9
30	форм и	1	9
31	средневековья и	1	9
32	за пределы	1	8
33	всех этих	7	8
34	в своем	5	8
35	в основе	6	8
36	в духе	2	8
37	культуры и	1	8
38	в дальнейшем	5	8
39	и даже	3	8
40	здесь в	6	8
41	по своему	2	8
42	и другие	3	8
43	формы и	1	7
44	с народной	1	7
45	его в	6	7
46	точки зрения	10	7
47	уже говорили	4	7
48	в гротескном	3	7
49	рабле в	11	7
50	только в	11	7
51	влияние на	2	7
52	числе и	2	7
53	жизни и	8	7
54	на самом	1	6
55	они были	2	6
56	в ней	1	6
57	еще не	6	6
58	все же	6	6
59	и у	5	6
60	при этом	6	6
61	том что	4	6
62	в отношении	2	6
63	никогда не	6	6
64	тела и	5	6
65	как мы	6	6
66	времени и	1	6
67	в значительной	1	6
68	в литературе	2	6
69	так как	6	6
70	может быть	7	6
71	века и	2	6
72	не знает	2	6
73	сказать что	1	6
74	с его	1	5
75	отличие от	1	5
76	как в	4	5
77	смеха в	1	5
78	этих форм	5	5
79	на протяжении	3	5
80	в них	7	5
81	рядом с	2	5
82	мировой литературы	1	5
83	как и	8	5
84	есть в	1	5
85	в своей	1	5
86	потому что	8	5
87	рабле и	5	5
88	той или	1	5
89	между тем	1	5
90	и одновременно	1	5
91	для него	3	5
92	в одном	7	5
93	или иной	2	5
94	еще и	1	5
95	и пр	2	5
96	в частности	5	5
97	в той	2	5
98	и все	6	5
99	почти вовсе	2	5
100	еще более	4	5
101	жизни в	4	5
102	и символов	1	5
103	в средние	3	4
104	здесь и	1	4
105	и до	2	4
106	в общем	1	4
107	и к	2	4
108	поэтому и	1	4
109	в самом	1	4
110	в этой	2	4
111	так сказать	7	4
112	эпохи возрождения	3	4
113	и еще	1	4
114	во время	10	4
115	в их	3	4
116	в отличие	1	4
117	не в	9	4
118	до сих	2	4
119	гротескных образов	1	4
120	иной форме	1	4
121	на всех	1	4
122	связи с	8	4
123	из них	8	4
124	отношение к	3	4
125	выходит за	1	4
126	сих пор	2	4
127	это уже	1	4
128	мира и	9	4
129	это как	1	4
130	между ними	2	4
131	средние века	3	4
132	совершенно не	1	4
133	можно говорить	1	3
134	в обычном	1	3
135	самом деле	1	3
136	всего существующего	2	3
137	гротескного образа	2	3
138	жизни как	2	3
139	конечно и	1	3
140	и возрождения	1	3
141	мы будем	3	3
142	менее всего	1	3
143	связанный с	1	3
144	в себя	2	3
145	уже не	3	3
146	но все	1	3
147	то что	7	3
148	в себе	4	3
149	перестает быть	2	3
150	еда питье	1	3
151	и символы	1	3
152	и с	6	3
153	на этой	1	3
154	и других	2	3
155	это не	2	3
156	весь мир	3	3
157	в новое	1	3
158	далеко не	2	3
159	в ее	1	3
160	он и	1	3
161	пародия на	2	3
162	с точки	8	3
163	дает в	1	3
164	но это	2	3
165	уже сказали	3	3
166	эти формы	2	3
167	на котором	2	3
168	в фабльо	1	3
169	самой жизни	3	3
170	преимущественно в	1	3
171	по своей	1	3
172	у шекспира	1	3
173	этом отношении	2	3
174	и здесь	1	3
175	картине мира	2	3
176	не могут	1	3
177	сама жизнь	1	3
178	но одновременно	1	3
179	и прежде	3	3
