N	2gram	Bakhtin_Fr_8	Narrotol
1	не только	8	32
2	может быть	3	25
3	но и	9	23
4	в качестве	4	21
5	и не	9	20
6	то есть	24	19
7	и в	56	19
8	в том	13	18
9	в этом	14	17
10	не в	3	14
11	в частности	7	14
12	том что	8	14
13	состоит в	1	13
14	своего рода	5	12
15	а не	2	12
16	то что	3	11
17	а в	2	11
18	точки зрения	6	10
19	не может	2	10
20	при этом	4	9
21	в мире	2	9
22	так и	13	9
23	в его	18	9
24	в себе	4	8
25	во времени	1	8
26	и т.п	11	8
27	с другой	2	8
28	еще не	10	7
29	по отношению	1	7
30	как в	1	7
31	все же	2	7
32	времени и	4	7
33	как и	5	7
34	к тому	1	7
35	и т.д	3	7
36	а также	3	7
37	с одной	4	7
38	одной стороны	2	7
39	с его	5	6
40	но не	5	6
41	точка зрения	2	6
42	в той	6	6
43	на протяжении	1	6
44	в себя	1	6
45	о том	4	6
46	что он	2	6
47	именно в	1	6
48	отношению к	1	6
49	том числе	3	6
50	но в	6	6
51	отличие от	1	5
52	и как	2	5
53	уже не	3	5
54	в этой	6	5
55	тому же	1	5
56	картины мира	2	5
57	далеко не	2	5
58	в отличие	1	5
59	в основе	4	5
60	и его	12	5
61	картина мира	2	5
62	к нему	2	5
63	в форме	3	5
64	себя в	1	5
65	или иной	1	5
66	мира в	1	5
67	в данном	2	5
68	можно сказать	2	5
69	речь идет	1	4
70	данном случае	2	4
71	все те	2	4
72	то же	11	4
73	из которых	2	4
74	здесь не	1	4
75	как правило	1	4
76	перед нами	3	4
77	за собой	1	4
78	в нем	8	4
79	же не	1	4
80	и с	8	4
81	было бы	2	4
82	и тем	1	4
83	не мог	3	4
84	точку зрения	1	4
85	связи с	6	4
86	числе и	2	4
87	той или	2	4
88	имеет место	1	4
89	те же	1	4
90	же время	10	4
91	только в	9	4
92	в пространстве	1	4
93	у него	7	4
94	в особенности	4	4
95	прежде всего	6	4
96	речевых жанров	1	4
97	в церкви	2	4
98	как бы	11	4
99	же в	1	4
100	одной из	3	4
101	сказать что	3	4
102	другой стороны	2	4
103	в сущности	8	3
104	и он	1	3
105	в ней	4	3
106	и на	7	3
107	бы то	2	3
108	этого эпизода	1	3
109	в ее	6	3
110	что они	2	3
111	хотя и	2	3
112	когда он	2	3
113	что это	4	3
114	уже в	2	3
115	из этих	1	3
116	он не	5	3
117	то ни	2	3
118	особенно в	1	3
119	ни в	2	3
120	обратимся к	1	3
121	в то	12	3
122	тем что	1	3
123	одна из	4	3
124	в эпизоде	4	3
125	никогда не	5	3
126	по своей	4	3
127	этом отношении	1	3
128	могут быть	1	3
129	как мы	7	3
130	с ее	5	3
131	и самого	1	3
132	на том	1	3
133	мог бы	1	3
134	между тем	3	3
135	а именно	1	3
136	один из	5	3
137	из них	2	3
138	в прошлом	1	3
139	и даже	8	3
140	а с	1	3
141	на будущее	1	3
142	как будто	1	3
143	что в	5	3
144	ни было	2	3
145	жизни и	1	3
146	как известно	1	2
147	одним из	5	2
148	например в	4	2
149	и потому	4	2
150	самом деле	2	2
151	идет о	1	2
152	и до	10	2
153	со смертью	1	2
154	ему в	1	2
155	между собой	1	2
156	время в	3	2
157	независимо от	1	2
158	как к	2	2
159	в своем	3	2
160	что по	1	2
161	третьей и	3	2
162	более или	2	2
163	все эти	15	2
164	в известном	2	2
165	роль в	5	2
166	всей его	1	2
167	жизнью и	1	2
168	та же	1	2
169	ключ к	1	2
170	они в	1	2
171	не как	2	2
172	подобно тому	1	2
173	зрения на	2	2
174	его в	2	2
175	его личности	1	2
176	это не	2	2
177	несмотря на	2	2
178	или менее	2	2
179	и сейчас	1	2
180	с точки	2	2
181	даже в	4	2
182	а иногда	1	2
183	события как	1	2
184	чтобы стать	2	2
185	в структуре	1	2
186	не имеет	1	2
187	как раз	2	2
188	что на	2	2
189	без исключения	1	2
190	языка и	6	2
191	в пределах	5	2
192	на свой	1	2
193	можно было	1	2
194	было в	1	2
195	его жизни	2	2
196	в значительной	2	2
197	времени в	3	2
198	том или	1	2
199	лица и	1	2
200	во всей	2	2
201	и только	1	2
202	эпизоды в	1	2
203	этом ряду	1	2
204	от всех	2	2
205	в литературе	3	2
206	известном смысле	1	2
207	и одновременно	1	2
208	дело с	1	2
209	и ее	4	2
210	каждый из	1	2
211	одно из	1	2
212	для него	2	2
213	или даже	1	2
214	или ином	1	2
215	смерти и	2	2
216	после смерти	1	2
217	к которому	3	2
218	была и	1	2
219	по всей	1	2
220	и др	8	2
221	нового времени	2	2
222	говорит о	2	2
223	не было	5	2
224	не на	3	2
225	его как	2	2
226	точек зрения	2	2
227	наконец в	4	2
228	не всегда	1	2
229	тому как	1	2
230	что нет	1	2
231	и для	2	2
232	в связи	3	2
233	в результате	5	2
234	мира и	2	2
235	и все	6	2
236	тем более	1	2
237	прошлого и	1	2
238	между ними	2	2
239	этого слова	1	2
240	включает в	1	2
241	так же	2	2
242	они не	5	2
243	которого было	1	1
244	с природой	1	1
245	также и	2	1
246	наших дней	1	1
247	того же	1	1
248	жил в	1	1
249	они еще	3	1
250	становится в	1	1
251	и четвертой	3	1
252	на самом	2	1
253	это игра	2	1
254	самих событий	1	1
255	характерное для	1	1
256	на две	2	1
257	подхода к	1	1
