N	3gram	Ircho_Kome_3	Psycholo
1	и т п	3	15
2	в том что	9	9
3	на то что	1	8
4	и т д	1	8
5	в самом деле	6	7
6	в том чтобы	1	7
7	о том что	4	7
8	во всяком случае	3	6
9	в зависимости от	1	5
10	то время как	2	5
11	в то время	2	5
12	этой точки зрения	1	5
13	подобно тому как	1	5
14	с другой стороны	2	5
15	с одной стороны	3	5
16	для того чтобы	6	5
17	с этой точки	1	4
18	том что она	1	3
19	не в состоянии	1	3
20	в какой мере	2	3
21	до сих пор	9	3
22	в отличие от	1	3
23	так же точно	1	3
24	в конце концов	2	3
25	что у него	1	3
26	в конечном счете	2	3
27	потому что он	1	2
28	хотя и не	2	2
29	состоит в том	2	2
30	более или менее	1	2
31	в настоящее время	1	2
32	то же самое	3	2
33	с точки зрения	3	2
34	в этом отношении	2	2
35	несмотря на то	1	2
36	из этих слов	1	2
37	вместе с тем	3	2
38	что мы не	1	2
39	так и в	1	2
40	и в самом	3	2
41	по этому поводу	1	2
42	тем не менее	3	2
43	на то чтобы	1	2
44	что и в	2	2
45	что речь идет	1	2
46	и тому же	1	1
47	и для нас	1	1
48	в основе своей	1	1
49	соответствии с общим	1	1
50	и без всякого	1	1
51	ни разу не	1	1
52	в частности о	1	1
53	в том числе	1	1
54	же очевидно что	1	1
55	в том же	1	1
56	этой работы было	1	1
57	одной стороны и	1	1
58	что и для	1	1
59	одной стороны мы	1	1
60	по сравнению с	2	1
61	как к источнику	1	1
62	к этому что	1	1
63	по самой своей	1	1
64	то что и	1	1
65	независимо от того	1	1
66	столь же очевидно	1	1
67	может быть только	1	1
68	но в их	1	1
69	отнюдь не является	1	1
70	едва ли не	1	1
71	здесь нет и	3	1
72	все равно что	1	1
73	в первом случае	1	1
74	и в этом	1	1
75	бы в двух	1	1
76	на этот раз	2	1
77	по тому же	1	1
78	стремится не к	1	1
79	в связи с	3	1
80	то что он	1	1
81	одно из его	1	1
82	но вместе с	1	1
83	как бы в	1	1
84	как мы знаем	1	1
85	речь идет о	3	1
86	к этому вопросу	1	1
87	до тех пор	3	1
88	в свою очередь	6	1
89	как и всякий	1	1
90	с самого начала	4	1
91	вопрос о том	1	1
92	к одному и	1	1
93	можно сказать что	1	1
94	и в частности	1	1
95	тому как мы	1	1
96	и там и	1	1
97	самой своей природе	1	1
98	и не дает	1	1
99	человека т е	1	1
100	по тому что	1	1
101	именно потому что	2	1
102	там и здесь	1	1
103	к ним в	1	1
104	к тому же	4	1
105	одному и тому	1	1
106	том числе и	1	1
