N	2gram	Vygotskiy__1	SlovoVZh
1	не может	12	16
2	может быть	14	14
3	точки зрения	26	14
4	как бы	11	13
5	и его	6	13
6	таким образом	26	12
7	и в	23	12
8	по отношению	7	11
9	в нашем	2	11
10	отношению к	7	11
11	и не	9	10
12	если бы	5	9
13	так как	7	9
14	прежде всего	10	8
15	сказать что	11	7
16	в ней	1	6
17	в том	24	6
18	только в	6	6
19	при этом	4	6
20	с помощью	13	6
21	в нем	1	6
22	слова и	5	6
23	все время	6	6
24	в процессе	8	6
25	то же	8	5
26	в виду	1	5
27	можно сказать	5	5
28	отнюдь не	1	5
29	как в	4	5
30	но в	5	5
31	и др	1	5
32	в жизни	1	5
33	а не	3	5
34	как и	14	5
35	что мы	5	5
36	и следовательно	3	5
37	том что	21	5
38	никогда не	2	5
39	хотя бы	4	5
40	то что	17	5
41	на самом	1	4
42	зависимости от	2	4
43	социального общения	1	4
44	как если	2	4
45	за пределы	2	4
46	в этом	17	4
47	все же	3	4
48	в самом	7	4
49	уже не	2	4
50	не только	16	4
51	свое выражение	1	4
52	от того	6	4
53	так и	5	4
54	с другой	10	4
55	что не	1	4
56	не в	4	4
57	дело в	2	4
58	и является	1	4
59	и к	4	4
60	жизни и	2	4
61	и на	8	4
62	самом деле	3	3
63	в котором	4	3
64	ясно что	2	3
65	еще не	1	3
66	мы не	7	3
67	о том	6	3
68	но и	14	3
69	между тем	9	3
70	нуждается в	2	3
71	того что	15	3
72	когда он	2	3
73	и наконец	2	3
74	и ее	7	3
75	все эти	4	3
76	в себе	6	3
77	слово в	1	3
78	для него	2	3
79	он должен	2	3
80	не к	2	3
81	внутренней речи	9	3
82	и с	9	3
83	до сих	4	3
84	ни в	4	3
85	и пр	2	3
86	в них	2	3
87	в своей	4	3
88	так же	16	3
89	в такой	3	3
90	тем не	1	3
91	этой точки	1	3
92	как к	1	3
93	и более	5	3
94	из этого	5	3
95	по себе	5	3
96	сих пор	4	3
97	не менее	1	3
98	все это	6	3
99	но для	1	3
100	и для	1	3
101	бы мы	1	3
102	это как	1	3
103	находит свое	1	3
104	отношении к	1	3
105	в каком	3	3
106	этого положения	2	2
107	значения и	2	2
108	как не	1	2
109	и то	3	2
110	как это	2	2
111	опираясь на	1	2
112	но тем	2	2
113	действия и	2	2
114	едва ли	2	2
115	ко всем	3	2
116	каком отношении	1	2
117	и значение	1	2
118	совпадает с	1	2
119	почти исключительно	2	2
120	и здесь	1	2
121	не способен	1	2
122	не остается	3	2
123	и та	1	2
124	с его	4	2
125	но мы	1	2
126	и что	5	2
127	между собой	5	2
128	нас же	1	2
129	в чем	4	2
130	данном случае	2	2
131	в данном	2	2
132	которые мы	2	2
133	к слову	6	2
134	в его	14	2
135	что и	1	2
136	в форме	1	2
137	нашего сознания	3	2
138	независимо от	6	2
139	в своем	3	2
140	кроме того	1	2
141	социальной среды	1	2
142	как уже	7	2
143	его к	1	2
144	в какой	5	2
145	словом и	2	2
146	и потому	2	2
147	с одной	8	2
148	выражение в	1	2
149	уже в	3	2
150	и те	2	2
151	он не	5	2
152	перестает быть	1	2
153	в зависимости	2	2
154	к ним	1	2
155	мы можем	6	2
156	но что	1	2
157	из него	1	2
158	общения и	3	2
159	одно и	2	2
160	но все	2	2
161	на все	3	2
162	на примере	2	2
163	с другими	2	2
164	это не	1	2
165	оно не	1	2
166	делает его	1	2
167	социальной жизни	1	2
168	более того	1	2
169	одной стороны	9	2
170	зависит от	1	2
171	до конца	1	2
172	другой стороны	9	2
173	там где	2	2
174	автора и	1	2
175	и слово	2	2
176	связь с	1	2
177	вместе с	9	2
178	в отношении	10	2
179	к его	2	2
180	но не	4	2
181	точку зрения	2	2
182	высказывания и	1	2
183	речи в	14	2
184	с этой	6	2
185	она не	3	2
186	предметом исследования	3	2
187	с точки	18	2
188	является для	2	2
189	такой же	3	2
190	в основном	1	2
191	этой стороны	1	2
192	тогда когда	3	2
193	слова так	2	2
194	в то	7	2
195	на него	2	2
196	слова но	1	2
197	ничего не	3	2
198	а к	1	2
199	этих двух	3	2
200	и все	5	2
201	в этих	2	2
202	между ними	2	2
203	от всех	3	2
204	стороны и	1	2
205	но этот	2	2
206	могут быть	3	2
207	как только	1	2
208	же самое	3	2
209	на это	1	2
210	что в	14	2
211	как на	4	2
212	бы даже	1	2
213	и другие	1	2
214	к этому	4	2
215	и это	3	1
216	человеческая речь	1	1
217	ту же	1	1
218	например в	1	1
219	образование на	1	1
220	же как	6	1
221	как мы	5	1
222	с ее	1	1
223	сам по	3	1
224	свою очередь	3	1
225	на основе	1	1
226	при чтении	1	1
227	нами выше	1	1
228	показать что	2	1
229	нам кажется	1	1
230	из трех	1	1
231	с первого	1	1
232	только то	1	1
233	не хочет	1	1
234	с самого	8	1
235	то время	5	1
236	не имеют	1	1
237	и больше	1	1
238	высшей степени	4	1
239	с таким	3	1
240	только оценка	1	1
241	можно было	3	1
242	мы уже	1	1
243	более тонкое	1	1
244	лет и	1	1
245	характер этих	1	1
246	к постановке	2	1
247	на которую	1	1
248	неразрывное единство	1	1
249	для иллюстрации	1	1
250	другая форма	1	1
251	себе как	1	1
252	как единство	3	1
253	между их	1	1
254	та же	1	1
255	подумать что	1	1
256	а эта	1	1
257	их организации	1	1
258	для этого	5	1
259	к другу	2	1
260	он как	2	1
261	даже совершенно	1	1
262	как чисто	3	1
263	само слово	2	1
264	не вполне	1	1
265	пределах этого	1	1
266	к целому	1	1
267	с большим	1	1
268	к общему	1	1
269	нашей работы	8	1
270	стороны его	1	1
271	не ту	1	1
272	такого анализа	3	1
273	на них	1	1
274	и который	3	1
275	на их	2	1
276	столь же	6	1
277	оно ни	1	1
278	в значительной	2	1
279	создает в	1	1
280	во всех	3	1
281	вопросу о	1	1
282	образом мы	1	1
283	в конечном	1	1
284	не высказываются	1	1
285	друг к	1	1
286	то в	1	1
287	от его	1	1
288	отождествлять с	1	1
289	сложным и	2	1
290	и основное	1	1
291	него является	1	1
292	конечном счете	1	1
293	в общем	3	1
294	себе и	2	1
295	крайней мере	1	1
296	того в	1	1
297	что они	3	1
298	именно в	6	1
299	сама по	1	1
300	в теории	4	1
301	слов и	1	1
302	этих обеих	1	1
303	в одной	3	1
304	если она	1	1
305	что именно	3	1
306	в современной	2	1
307	стороне слова	1	1
308	как например	1	1
309	на которой	2	1
310	все остальные	4	1
311	перед нами	5	1
312	хотя и	2	1
313	в двух	2	1
314	и понимания	2	1
315	мы увидим	1	1
316	явления в	1	1
317	положение в	1	1
318	наметить в	1	1
319	не имеющих	1	1
320	внутренней речью	1	1
321	по мнению	1	1
322	ситуации в	1	1
323	в обществе	1	1
324	тому как	1	1
325	нам удалось	1	1
326	что нам	1	1
327	что это	3	1
328	в целом	20	1
329	если мы	2	1
330	изучать только	1	1
331	в эти	1	1
332	не то	1	1
333	где они	1	1
334	это ни	1	1
335	мы отлично	1	1
336	чисто словесной	1	1
337	им в	1	1
338	не можем	1	1
339	в виде	2	1
340	именно этим	1	1
341	что она	4	1
342	слова не	1	1
343	или даже	2	1
344	она становится	1	1
345	смысле она	1	1
346	одно из	2	1
347	себе в	1	1
348	даже тогда	1	1
349	всяком случае	3	1
350	в одном	4	1
351	и вот	2	1
352	вовсе не	3	1
353	относится не	1	1
354	как его	1	1
355	у него	1	1
356	какой бы	1	1
357	речь и	2	1
358	изучить с	1	1
359	на этом	2	1
360	значительной степени	2	1
361	что является	2	1
362	само собой	1	1
363	том же	2	1
364	что все	4	1
365	целому как	2	1
366	в другом	7	1
367	мы это	1	1
368	и из	1	1
369	должно быть	2	1
370	на протяжении	1	1
371	мы указывали	1	1
372	одна форма	1	1
373	внешней речи	1	1
374	а эти	2	1
375	и мы	3	1
376	было бы	4	1
377	речи а	1	1
378	этом смысле	1	1
379	уже сказано	6	1
380	и тем	6	1
381	один и	1	1
382	что для	5	1
383	его социальная	1	1
384	методу и	1	1
385	физические и	1	1
386	во внутренней	1	1
387	для них	1	1
388	и во-вторых	2	1
389	этой первой	1	1
390	не было	1	1
391	а с	4	1
392	остается еще	2	1
393	отношения в	1	1
394	не на	1	1
395	в ее	2	1
396	в слове	2	1
397	которой он	1	1
398	несмотря на	2	1
399	о чем	2	1
400	в изучении	2	1
401	в истории	1	1
402	остается в	1	1
403	со всей	4	1
404	близка к	1	1
405	нигде не	2	1
406	себя на	1	1
407	мы видели	2	1
408	конкретные вопросы	1	1
409	все более	3	1
410	но если	1	1
411	в частности	2	1
412	то он	1	1
413	все основные	2	1
414	и без	1	1
415	другая сторона	1	1
416	только его	1	1
417	к одному	1	1
418	чем более	1	1
419	социальная среда	1	1
420	так мы	1	1
421	и независимо	1	1
422	чем мы	2	1
423	является еще	1	1
424	что я	1	1
425	стороны как	1	1
426	наряду с	1	1
427	является только	1	1
428	удалось показать	1	1
429	процесса а	1	1
430	но эта	1	1
431	этих моментов	1	1
432	которые в	1	1
433	по крайней	1	1
434	из этой	2	1
435	слов в	1	1
436	и относительно	1	1
437	анализ может	1	1
438	моментов в	1	1
439	методы которые	1	1
440	будущего действия	2	1
441	того кто	2	1
442	в словах	2	1
443	и менее	1	1
444	на эти	3	1
445	речи так	2	1
446	что до	1	1
447	мы таким	1	1
448	и вся	1	1
449	по мере	4	1
450	этих свойств	1	1
451	только для	3	1
452	от всего	1	1
453	и таким	2	1
454	в высшей	4	1
455	точно и	2	1
456	если ее	1	1
457	в смысле	2	1
458	вне поля	1	1
459	самого начала	8	1
460	целому в	1	1
461	как о	1	1
462	к вопросу	2	1
463	только из	1	1
464	более и	2	1
465	слову и	2	1
466	она должна	4	1
467	и остается	3	1
468	не является	9	1
469	в основе	8	1
470	время как	4	1
471	материала в	1	1
472	вопросов между	1	1
473	к пониманию	2	1
474	наблюдений над	1	1
475	того чтобы	17	1
476	не существует	1	1
477	для всего	1	1
478	всей его	3	1
479	рассматривать как	1	1
480	к кому	1	1
481	примерно в	1	1
482	в результате	4	1
483	человек и	1	1
484	чтобы убедиться	2	1
485	только и	1	1
486	в качестве	9	1
487	речи с	2	1
488	слова как	2	1
489	же время	2	1
490	только структура	1	1
491	полагать что	1	1
492	тем более	5	1
493	все стороны	1	1
494	степени их	1	1
495	и связи	2	1
496	как явление	2	1
497	с этих	1	1
498	мы должны	5	1
499	по своей	5	1
500	всей жизни	1	1
501	убедиться в	4	1
502	на одно	1	1
503	них и	1	1
504	связи с	3	1
505	в свою	4	1
506	эти три	2	1
507	этого развития	1	1
508	как будто	1	1
509	этом отношении	4	1
510	и делает	1	1
511	анализа в	1	1
512	гораздо больше	1	1
513	в области	3	1
514	ситуации и	1	1
515	в неразрывное	1	1
516	приближается к	1	1
517	больше того	2	1
518	явно не	1	1
519	с ней	2	1
520	только как	1	1
521	и оно	1	1
522	тем это	1	1
523	является то	2	1
524	и сейчас	1	1
525	образом только	1	1
526	все то	1	1
527	что можно	1	1
528	его внутренней	1	1
529	поэтому не	1	1
530	по самому	1	1
531	словесном материале	1	1
532	когда мы	1	1
533	время не	1	1
534	должны быть	1	1
535	живет и	1	1
536	включает в	1	1
537	является выражением	1	1
538	что оно	3	1
539	но эти	1	1
540	его значение	2	1
541	мы могли	7	1
542	каждое слово	1	1
543	в таком	1	1
544	во всяком	3	1
545	к тому	4	1
