N	2gram	Bakhtin_Pr_4	Stilisti
1	и в	46	42
2	не только	14	27
3	как бы	19	27
4	и т.п	14	24
5	прежде всего	9	22
6	и т.д	3	20
7	хотя бы	2	17
8	то же	6	15
9	но и	12	15
10	и не	27	14
11	не может	19	12
12	может быть	23	12
13	мы уже	3	11
14	как и	12	11
15	точки зрения	11	11
16	в этом	16	10
17	и как	2	10
18	как мы	12	10
19	что мы	2	10
20	мы не	4	9
21	при этом	5	9
22	в то	5	9
23	то что	4	9
24	в ней	1	8
25	все же	4	8
26	в себе	7	8
27	таким образом	4	8
28	тем самым	1	8
29	и это	3	8
30	слово как	4	8
31	что же	3	8
32	и на	11	7
33	было бы	3	7
34	и тем	2	7
35	так как	5	7
36	никогда не	6	7
37	же время	5	7
38	потому что	4	7
39	того чтобы	1	7
40	ничего не	2	7
41	с его	5	7
42	слов и	3	7
43	только в	6	7
44	и его	6	7
45	мы можем	4	7
46	а не	11	7
47	во всех	5	6
48	мы будем	2	6
49	точкой зрения	1	6
50	точку зрения	1	6
51	в этой	3	6
52	но ведь	2	6
53	на его	1	6
54	в нем	17	6
55	не в	10	6
56	в процессе	4	6
57	в области	1	6
58	когда мы	1	6
59	так и	4	6
60	в форме	1	6
61	язык в	1	6
62	и так	2	6
63	в конце	3	6
64	или иной	2	6
65	речи и	5	6
66	в свою	1	6
67	той же	3	5
68	уже в	4	5
69	в нашем	1	5
70	в той	3	5
71	и наконец	4	5
72	одно и	1	5
73	и с	7	5
74	с точки	9	5
75	тому что	1	5
76	в сознании	1	5
77	а в	2	5
78	те же	2	5
79	в его	9	5
80	и следовательно	2	5
81	и является	2	5
82	и их	3	5
83	слова в	13	5
84	точек зрения	4	5
85	в живом	1	5
86	с помощью	3	5
87	вместе с	2	5
88	как это	1	5
89	слова и	7	5
90	своей жизни	1	5
91	и то	1	4
92	самом деле	4	4
93	тем же	3	4
94	слово не	9	4
95	себя в	3	4
96	и к	9	4
97	но в	6	4
98	с определенной	1	4
99	в самом	9	4
100	что это	1	4
101	так сказать	5	4
102	уже не	4	4
103	можно было	2	4
104	в каждом	6	4
105	его в	1	4
106	и без	1	4
107	самого начала	1	4
108	на него	3	4
109	у нас	2	4
110	но все	2	4
111	всего в	1	4
112	к тому	2	4
113	той или	2	4
114	на это	1	4
115	языка и	2	4
116	с самого	1	4
117	если бы	3	4
118	в словах	4	4
119	о том	5	4
120	влияние на	2	4
121	можно сказать	4	4
122	все время	2	4
123	один из	1	4
124	мы видим	1	4
125	мы увидим	6	4
126	если мы	5	4
127	вопроса о	1	4
128	точка зрения	1	4
129	речь и	2	4
130	о своей	1	4
131	а с	1	4
132	и пр	2	4
133	в слове	3	4
134	то есть	40	4
135	к своему	3	4
136	все это	6	4
137	не знаем	1	4
138	бы в	3	4
139	части высказывания	1	4
140	так же	3	4
141	отношения к	2	3
142	словом и	3	3
143	на самом	1	3
144	и само	2	3
145	слова о	1	3
146	еще не	7	3
147	нет и	2	3
148	перед нами	12	3
149	хотя и	6	3
150	с генералом	1	3
151	зрения как	2	3
152	та же	1	3
153	не к	3	3
154	слов в	2	3
155	и вот	1	3
156	их в	3	3
157	будем говорить	1	3
158	здесь мы	1	3
159	об этом	2	3
160	связанных с	1	3
161	лишь в	2	3
162	это не	5	3
163	может стать	2	3
164	ведь в	1	3
165	этом мы	2	3
166	том что	4	3
167	что такое	2	3
168	общий смысл	1	3
169	что было	1	3
170	и внешней	1	3
171	слово и	7	3
172	слова как	3	3
173	связи с	1	3
174	может показаться	1	3
175	да и	4	3
176	слова но	4	3
177	в виду	4	3
178	но при	3	3
179	в ее	1	3
180	роль в	1	3
181	что у	1	3
182	во второй	1	3
183	мы в	1	3
184	высказывании в	1	3
185	и здесь	4	3
186	и поэтому	1	3
187	то мы	1	3
188	жизни и	5	3
189	теперь в	1	3
190	конечно не	8	3
191	только на	3	3
192	его и	1	3
193	в котором	5	3
194	в одном	11	3
195	свое выражение	1	3
196	не становится	1	3
197	что и	3	3
198	и даже	3	3
199	всякое высказывание	2	3
200	всякое слово	1	3
201	и эта	1	3
202	конце концов	1	3
203	так называемой	1	3
204	и уже	1	3
205	ни на	1	3
206	в тех	1	3
207	этого слова	2	3
208	авторской речью	2	3
209	этом случае	1	3
210	в целом	1	3
211	высказывания и	2	3
212	и слово	1	3
213	но для	3	3
214	и для	3	3
215	для нас	2	3
216	и все	9	3
217	между ними	10	3
218	не знает	4	3
219	сказать что	2	3
220	я и	1	2
221	к полному	1	2
222	также и	3	2
223	человека и	3	2
224	показаться что	1	2
225	выражения как	1	2
226	в определенные	1	2
227	в какой-то	1	2
228	мы имеем	3	2
229	нуждаются в	1	2
230	всех его	3	2
231	вопрос о	2	2
232	высказывания в	1	2
233	для наших	3	2
234	как не	1	2
235	и он	6	2
236	сам так	1	2
237	же слово	1	2
238	не нужно	2	2
239	между собой	1	2
240	установки на	5	2
241	но не	4	2
242	отношение к	3	2
243	себе и	3	2
244	оно является	2	2
245	форме и	1	2
246	как в	4	2
247	и нет	4	2
248	переживания и	1	2
249	от нашего	1	2
250	целый ряд	2	2
251	между двумя	3	2
252	человеком в	1	2
253	бы и	2	2
254	все эти	4	2
255	бы не	2	2
256	речи но	1	2
257	тому же	1	2
258	друг другу	1	2
259	человек не	1	2
260	слово это	1	2
261	к миру	1	2
262	слово или	2	2
263	и сам	5	2
264	же самая	1	2
265	человек с	2	2
266	человека в	1	2
267	значительной степени	1	2
268	и внутренняя	1	2
269	его слов	1	2
270	с этим	2	2
271	в жизни	5	2
272	общение и	1	2
273	не всегда	1	2
274	в этих	4	2
275	и при	3	2
276	в своей	3	2
277	мы конечно	2	2
278	в отношении	3	2
279	что вся	1	2
280	мы говорили	1	2
281	место в	1	2
282	в которых	2	2
283	для всякого	1	2
284	но эта	1	2
285	в мире	3	2
286	которые в	2	2
287	биение сердца	1	2
288	при условии	1	2
289	однако в	1	2
290	который мы	1	2
291	слова мы	2	2
292	о них	1	2
293	это слово	5	2
294	ведь слово	1	2
295	только одним	1	2
296	точном смысле	1	2
297	и несколько	3	2
298	не есть	1	2
299	не поймем	1	2
300	у себя	1	2
301	здесь не	4	2
302	в пределах	10	2
303	здесь происходит	1	2
304	понимание и	1	2
305	с собой	3	2
306	из двух	1	2
307	времени и	2	2
308	не с	1	2
309	и вообще	1	2
310	с ним	2	2
311	по своей	3	2
312	речи не	1	2
313	почему же	2	2
314	в значительной	1	2
315	к нему	5	2
316	этих слов	1	2
317	лишь путем	1	2
318	в языке	2	2
319	этого высказывания	1	2
320	не должен	1	2
321	в него	6	2
322	в том	9	2
323	что он	6	2
324	в какой	1	2
325	человека все	1	2
326	преломляется в	1	2
327	это же	1	2
328	человека с	1	2
329	да еще	2	2
330	слова не	2	2
331	для него	2	2
332	ничего что	1	2
333	тем что	3	2
334	и речь	2	2
335	даже и	1	2
336	нужно было	1	2
337	к которому	1	2
338	еще и	4	2
339	связано с	1	2
340	не было	2	2
341	до конца	4	2
342	же языком	1	2
343	на возможность	1	2
344	в связи	1	2
345	речь но	1	2
346	нет ничего	1	2
347	слово становится	1	2
348	этот другой	1	2
349	и потому	1	2
350	перейти в	1	2
351	и переживания	1	2
352	в первой	2	2
353	другого человека	3	2
354	должно быть	4	2
355	эти вопросы	1	2
356	сих пор	8	2
357	голоса и	1	2
358	но это	6	2
359	при всем	2	2
360	мы найдем	1	2
361	не поняв	1	2
362	войти в	3	2
363	в точном	1	2
364	или в	8	2
365	а к	1	2
366	мы как	1	2
367	что другое	1	2
368	несмотря на	1	2
369	этот вопрос	2	2
370	с ней	1	2
371	в частности	1	2
372	говорящего к	1	2
373	они еще	1	2
374	к этому	1	2
375	в своих	1	2
376	свою речь	1	1
377	словесные формы	1	1
378	смысле слова	2	1
379	ту же	2	1
380	одним из	3	1
381	же как	2	1
382	относится и	1	1
383	чтобы не	1	1
384	и понимает	3	1
385	к своей	1	1
386	него почти	1	1
387	и должны	2	1
388	перед лицом	1	1
389	которую они	1	1
390	его чрезвычайно	1	1
391	и до	3	1
392	и самое	1	1
393	ведь и	5	1
394	от которых	1	1
395	собственном смысле	1	1
396	слова которые	1	1
397	в их	4	1
398	обойтись без	1	1
399	из всех	1	1
400	например в	4	1
401	важно для	1	1
402	словами в	3	1
403	при анализе	1	1
404	до крайности	1	1
405	язык как	1	1
406	мы сразу	1	1
407	именно к	1	1
408	этом не	1	1
409	не вошел	1	1
410	в сущности	7	1
411	совпадает с	1	1
412	принадлежит к	1	1
