N	3gram	Bakhtin_Pr_1	Myshleni
1	в том что	3	21
2	с точки зрения	6	18
3	для того чтобы	2	10
4	с одной стороны	3	7
5	в высшей степени	5	7
6	в связи с	1	6
7	не может быть	11	6
8	на то что	1	6
9	по отношению к	19	5
10	можно было бы	3	5
11	на этот вопрос	1	5
12	по сравнению с	1	5
13	в самом деле	3	4
14	в конечном счете	4	4
15	в отличие от	5	3
16	как мы уже	1	3
17	в данном случае	4	3
18	смысле этого слова	1	3
19	в этом отношении	2	3
20	на самом деле	3	2
21	подобно тому как	1	2
22	в этом смысле	3	2
23	в том же	2	2
24	одной стороны и	1	2
25	хотя бы и	1	2
26	если бы мы	1	2
27	с помощью которого	1	2
28	то же самое	2	2
29	на протяжении всего	1	2
30	и в самом	1	2
31	вопрос о том	1	2
32	у нас в	1	1
33	не следует что	2	1
34	иметь в виду	1	1
35	дело в том	1	1
36	в этом последнем	1	1
37	понимая под этим	1	1
38	в том и	1	1
39	о том как	1	1
40	несмотря на то	1	1
41	на первый план	2	1
42	до сих пор	1	1
43	не входит в	4	1
44	как это ни	1	1
45	бы то ни	3	1
46	на самом же	1	1
47	то что в	1	1
48	с тем что	1	1
49	мы должны здесь	1	1
50	или хотя бы	1	1
51	его связи с	1	1
52	но никогда не	1	1
53	едва ли может	1	1
54	полном согласии с	1	1
55	эта деятельность есть	1	1
56	в коем случае	2	1
57	и в частности	2	1
58	в применении к	3	1
59	в таких случаях	1	1
60	не в том	1	1
61	не только его	1	1
62	сами по себе	1	1
63	то ни было	2	1
64	таким образом и	1	1
65	к этой действительности	1	1
66	целом и в	1	1
67	смысле мы можем	2	1
68	отношению к которому	1	1
69	не могут быть	2	1
70	и тем самым	2	1
71	о том какое	1	1
72	с другой стороны	4	1
73	по себе не	1	1
74	ни в коем	2	1
75	том смысле что	1	1
76	она не может	1	1
77	никогда не может	2	1
78	коем случае не	2	1
79	скажем только что	1	1
80	дело идет о	1	1
81	к выводу что	1	1
82	той или иной	2	1
83	можно сказать что	2	1
84	к которому он	1	1
85	и с точки	1	1
86	как одна из	1	1
87	в полном согласии	1	1
88	в том смысле	1	1
89	но едва ли	1	1
90	самом же деле	1	1
91	должно быть понято	1	1
92	как и в	1	1
93	в свое время	1	1
