N	2gram	Bakhtin_Fr_4	Problema
1	и в	29	44
2	вовсе не	9	37
3	и не	16	35
4	то есть	21	34
5	может быть	2	28
6	потому что	1	25
7	то что	4	23
8	в том	7	21
9	только в	2	19
10	в этом	11	17
11	также и	4	16
12	даже и	2	16
13	для нас	1	16
14	сказать что	5	16
15	и то	2	14
16	не только	10	14
17	и даже	3	14
18	то же	10	13
19	но в	12	12
20	том что	3	12
21	так и	11	10
22	как и	12	10
23	у нас	1	10
24	в виду	2	10
25	но и	9	10
26	в нем	5	9
27	и с	9	9
28	это не	5	9
29	в то	10	9
30	и это	2	9
31	в его	8	9
32	что и	1	9
33	что он	4	9
34	как нечто	1	9
35	так как	7	9
36	в данном	1	9
37	как бы	8	9
38	же самое	1	9
39	таким образом	20	9
40	и от	1	9
41	смысле слова	1	8
42	перед нами	4	8
43	в себе	3	8
44	он не	3	8
45	ни в	2	8
46	но это	4	8
47	и вообще	1	8
48	только и	1	8
49	как раз	2	8
50	связи с	2	8
51	как мы	10	8
52	здесь не	3	8
53	того что	3	8
54	при помощи	1	8
55	что мы	1	8
56	что в	1	8
57	это и	5	7
58	мы не	1	7
59	в связи	1	7
60	на самом	4	7
61	все эти	9	7
62	данном случае	1	7
63	с ним	2	7
64	и что	1	7
65	с другой	4	7
66	уже не	2	7
67	мы находим	1	7
68	еще и	7	7
69	не может	2	7
70	и потому	1	7
71	здесь только	2	7
72	в целом	1	6
73	все же	3	6
74	и к	2	6
75	о том	2	6
76	и если	1	6
77	но только	2	6
78	никогда не	2	6
79	другими словами	2	6
80	можно сказать	1	6
81	мы можем	3	6
82	нет ничего	2	6
83	в виде	1	6
84	жизни и	4	6
85	и есть	4	5
86	еще не	4	5
87	за пределы	1	5
88	что они	2	5
89	в своем	3	5
90	хотя и	2	5
91	в нашем	4	5
92	и сам	3	5
93	точки зрения	4	5
94	в своей	5	5
95	нас не	1	5
96	тех или	1	5
97	и его	8	5
98	и вполне	3	5
99	и о	5	5
100	в ней	3	5
101	и здесь	3	5
102	что здесь	3	5
103	только на	1	5
104	или даже	1	5
105	в конце	9	5
106	так же	7	5
107	как в	2	5
108	да и	2	5
109	этого слова	1	5
110	все это	4	5
111	другой стороны	3	5
112	состоит из	1	5
113	в таком	1	5
114	мы уже	10	4
115	время как	1	4
116	но даже	1	4
117	и самой	1	4
118	он сам	1	4
119	в чем	3	4
120	но как	3	4
121	тут же	1	4
122	и вовсе	1	4
123	для которой	1	4
124	то время	2	4
125	при этом	3	4
126	на первый	2	4
127	и без	1	4
128	раз и	1	4
129	можно ли	1	4
130	дело в	2	4
131	или иных	1	4
132	в ее	3	4
133	можно было	1	4
134	имеется в	3	4
135	всякого рода	2	4
136	же и	3	4
137	ни с	2	4
138	тем что	4	4
139	же деле	2	4
140	нас в	1	4
141	на этот	1	4
142	самом же	2	4
143	или в	2	4
144	а также	2	4
145	отношения к	1	3
146	же как	1	3
147	то в	3	3
148	здесь и	3	3
149	говорить о	1	3
150	и ее	1	3
151	это же	2	3
152	но не	2	3
153	кроме того	2	3
154	и как	3	3
155	в самом	1	3
156	что это	5	3
157	в этой	13	3
158	говорят о	1	3
159	на то	1	3
160	конце концов	4	3
161	что у	3	3
162	одно и	1	3
163	но все	1	3
164	значение в	1	3
165	об этом	1	3
166	его в	9	3
167	только о	1	3
168	и тогда	1	3
169	не значит	1	3
170	что такое	1	3
171	и очень	1	3
172	чем не	1	3
173	ничего не	1	3
174	как будто	2	3
175	если же	2	3
176	образы и	1	3
177	если бы	1	3
178	быть и	1	3
179	образов и	2	3
180	в качестве	3	3
181	самом деле	1	3
182	которые мы	1	3
183	есть в	2	3
184	уже в	2	3
185	в мифе	1	3
186	этот раз	1	3
187	для него	1	3
188	отличие от	1	3
189	здесь в	6	3
190	очень много	1	3
191	прежде всего	8	3
192	подобного рода	2	3
193	жизнь в	1	3
194	но оно	2	3
195	в той	2	3
196	в тех	1	3
197	с этой	1	3
198	слова и	1	3
199	в условиях	1	3
200	формы и	2	3
201	и все	13	3
202	будто бы	1	3
203	из этого	2	3
204	и другие	2	3
205	к тому	2	3
206	того же	5	2
207	и до	5	2
208	поэтому и	5	2
209	в самих	1	2
210	литературы и	1	2
211	то он	2	2
212	первый взгляд	1	2
213	с этим	1	2
214	дает нам	2	2
215	что слово	1	2
216	в которой	4	2
217	он в	1	2
218	с их	1	2
219	нами в	1	2
220	в наших	1	2
221	например как	1	2
222	время и	2	2
223	всех этих	3	2
224	же типа	1	2
225	эта последняя	1	2
226	ведь не	1	2
227	которые уже	1	2
228	что все	1	2
229	же не	2	2
230	зрения на	1	2
231	а как	2	2
232	в слове	2	2
233	он и	5	2
234	мы видели	7	2
235	в этих	2	2
236	и при	2	2
237	первый план	1	2
238	в котором	2	2
239	с точки	2	2
240	в их	2	2
241	что вся	1	2
242	не столько	2	2
243	в отличие	1	2
244	бы мы	1	2
245	образом и	3	2
246	в отношении	1	2
247	дело не	1	2
248	на котором	2	2
249	в основе	2	2
250	например не	1	2
251	действительности но	1	2
252	в самой	1	2
253	и по	5	2
254	как она	1	2
255	и искусства	1	2
256	в общую	1	2
257	и за	3	2
258	с ее	3	2
259	и образ	1	2
260	и сами	1	2
261	в буквальном	1	2
262	что дело	1	2
263	жизнь и	4	2
264	это вполне	1	2
265	это было	1	2
266	на отдельные	1	2
267	и во	1	2
268	переходит в	1	2
269	ii гл	1	2
270	для самого	1	2
271	но с	1	2
272	с одной	2	2
273	себя в	2	2
274	и у	2	2
275	ведь если	1	2
276	это значение	2	2
277	за счет	3	2
278	из них	6	2
279	в известной	3	2
280	здесь перед	1	2
281	гл xii	1	2
282	друг друга	2	2
283	между прочим	2	2
284	от того	1	2
285	само собой	1	2
286	правды и	1	2
287	до сих	1	2
288	именно в	2	2
289	чем он	1	2
290	а с	1	2
291	в природе	1	2
292	и своего	1	2
293	он только	1	2
294	о чем	2	2
295	в частности	3	2
296	эти слова	1	2
297	происходит в	1	2
298	по своему	4	2
299	и там	1	2
300	и всей	1	2
301	сих пор	1	2
302	о его	2	2
303	и для	2	2
304	в результате	4	2
305	к одной	1	2
306	но когда	1	2
307	нашем смысле	1	2
308	от него	1	2
309	вот это	3	2
310	у них	3	2
311	только что	1	2
312	все они	5	2
313	к самому	1	2
314	этих образов	2	2
315	есть и	4	2
316	это в	2	2
317	как на	2	2
318	мы установили	1	1
319	что эти	1	1
320	должна быть	1	1
321	и моралистов	1	1
322	и этот	1	1
323	той же	3	1
324	почти все	3	1
325	не вполне	1	1
326	которое не	2	1
327	конечно и	3	1
328	он вовсе	1	1
329	подчеркнуть что	1	1
330	и он	1	1
331	стихотворение в	1	1
332	образа есть	1	1
333	и на	11	1
334	образов с	1	1
335	всегда можно	1	1
336	такое построение	1	1
337	мысли и	1	1
338	бы не	2	1
339	своего рода	6	1
340	есть о	2	1
341	видели что	1	1
342	значением и	1	1
343	в противоречии	1	1
344	не все	1	1
345	а он	1	1
346	как образы	1	1
347	отвлеченная мысль	2	1
348	один и	2	1
349	относится к	1	1
350	независимо от	1	1
351	его на	1	1
352	чем мы	1	1
353	до его	1	1
354	не изображает	1	1
355	этом длинном	1	1
356	двигаться дальше	1	1
357	угодно и	1	1
358	более или	3	1
359	в этот	1	1
360	сливается с	1	1
361	собой в	1	1
362	античной мифологии	1	1
363	рассказ о	1	1
364	и тот	2	1
365	но его	1	1
366	тому же	1	1
367	как он	2	1
368	на его	2	1
369	такие которые	1	1
370	связанные с	4	1
371	все те	2	1
372	о которой	1	1
373	момента в	1	1
374	однако он	1	1
375	моральные качества	1	1
376	гл vi	1	1
377	новое и	2	1
378	самый образ	1	1
379	i в	1	1
380	здесь для	1	1
381	в образе	4	1
382	но дело	1	1
383	так например	1	1
384	это один	2	1
385	что она	1	1
386	это конечно	2	1
387	здесь мы	1	1
388	как они	1	1
389	конечно в	1	1
390	и чтобы	1	1
391	них не	1	1
392	для своей	2	1
393	входит в	1	1
394	в него	1	1
395	то все	1	1
396	и дает	2	1
397	мы сказали	2	1
398	с начала	3	1
399	здесь нам	1	1
400	делает его	1	1
401	в жизни	2	1
402	в них	7	1
403	и вы	1	1
404	далеко не	5	1
405	они часто	1	1
406	со своими	2	1
407	в своих	2	1
408	после этого	2	1
409	автора и	1	1
410	в один	2	1
411	и того	1	1
412	со всей	1	1
413	или менее	3	1
414	которую он	4	1
415	во время	10	1
416	в шутку	1	1
417	себе с	1	1
418	контекст в	1	1
419	даже при	1	1
420	можем перейти	1	1
421	наших дней	2	1
422	в узком	3	1
423	на месте	1	1
424	звучит здесь	1	1
425	на свою	1	1
426	то его	1	1
427	не как	1	1
428	знаем что	1	1
429	как другие	1	1
430	образы эти	1	1
431	представлений о	2	1
432	но он	6	1
433	но они	4	1
434	ведь этот	1	1
435	и почти	1	1
436	даже в	1	1
437	и вся	1	1
438	такие образы	1	1
439	вплоть до	1	1
440	хотя может	1	1
441	превратить его	1	1
442	он остается	1	1
443	мы пока	1	1
444	и начинает	1	1
445	правда в	1	1
446	только из	1	1
447	в идее	1	1
448	которого он	1	1
449	того чтобы	3	1
450	казалось бы	1	1
451	подобно тому	3	1
452	но являются	1	1
453	он хочет	1	1
454	во всем	1	1
455	на него	1	1
456	своей цели	1	1
457	исторического процесса	2	1
458	не столь	1	1
459	если кто-нибудь	1	1
460	вот в	1	1
461	мы встречаем	1	1
462	образом что	1	1
463	во хмелю	1	1
464	указание на	1	1
465	бы он	1	1
466	в очень	1	1
467	утверждать что	1	1
468	здесь еще	1	1
469	значение это	2	1
470	где этот	1	1
471	времени но	1	1
472	ни даже	1	1
473	ни попало	1	1
474	значения и	1	1
475	на контекст	1	1
476	быть может	2	1
477	на нем	2	1
478	всего этого	1	1
479	в дальнейшем	3	1
480	на том	1	1
481	на нее	1	1
482	особенно в	3	1
483	обычно к	1	1
484	начала и	3	1
485	в которые	2	1
486	не исчерпывается	1	1
487	поэтому в	2	1
488	в эпоху	15	1
489	новых и	1	1
490	но эту	1	1
491	образом в	3	1
492	но к	1	1
493	и та	1	1
494	все прочие	1	1
