N	2gram	Losev_Dial_4	Tragedij
1	и в	15	18
2	в романе	1	10
3	в этом	11	9
4	не только	8	8
5	он сам	1	7
6	и с	4	7
7	и на	5	7
8	может быть	17	7
9	как бы	14	7
10	и не	30	7
11	но в	3	6
12	и его	7	6
13	же время	6	6
14	что он	7	6
15	то же	9	5
16	все же	2	5
17	что это	13	5
18	это не	12	5
19	как и	7	5
20	в то	6	5
21	в дальнейшем	1	5
22	так и	5	5
23	не может	11	5
24	к жизни	3	5
25	у достоевского	2	5
26	а я	1	5
27	он всегда	2	4
28	я не	5	4
29	еще не	4	4
30	в себе	8	4
31	в этой	4	4
32	в нем	5	4
33	об этом	3	4
34	том что	10	4
35	что я	5	4
36	и что	9	4
37	но и	4	4
38	и даже	6	4
39	прежде всего	11	4
40	так же	4	4
41	но это	4	4
42	все это	9	4
43	что в	7	4
44	и все	11	4
45	то что	16	4
46	достоевского в	1	3
47	и он	1	3
48	отнюдь не	4	3
49	как в	3	3
50	в своем	5	3
51	и как	4	3
52	все эти	3	3
53	при этом	2	3
54	должно быть	2	3
55	тем самым	3	3
56	что с	2	3
57	с ее	10	3
58	мог бы	2	3
59	жизнь и	2	3
60	с ним	3	3
61	к нему	1	3
62	в его	4	3
63	один из	4	3
64	уже в	1	3
65	никто не	2	3
66	в конце	1	3
67	как будто	2	3
68	как это	2	3
69	а как	2	2
70	из своих	1	2
71	никогда не	2	2
72	и то	3	2
73	и личность	1	2
74	с его	5	2
75	отношение к	1	2
76	отличие от	2	2
77	тут же	1	2
78	не просто	7	2
79	так что	6	2
80	и я	1	2
81	как говорит	1	2
82	перед нами	6	2
83	имеет в	1	2
84	в самом	2	2
85	бы и	3	2
86	то и	2	2
87	жизнью и	1	2
88	и лучше	1	2
89	он не	1	2
90	что же?	1	2
91	что она	5	2
92	но все	2	2
93	что все	4	2
94	его в	1	2
95	отца и	1	2
96	в это	1	2
97	ни в	8	2
98	с тем	4	2
99	не мог	2	2
100	в отличие	1	2
101	вопрос о	2	2
102	не в	8	2
103	что этот	2	2
104	но они	2	2
105	одна из	1	2
106	не имеет	14	2
107	не могут	2	2
108	его за	1	2
109	и это	8	2
110	в ее	2	2
111	данном случае	1	2
112	а что	2	2
113	ничего не	17	2
114	и здесь	1	2
115	о том	5	2
116	в глаза	1	2
117	что и	6	2
118	в том	11	2
119	даже если	1	2
120	и ее	8	2
121	на всем	1	2
122	уже не	9	2
123	в виде	3	2
124	в душе	1	2
125	не так	1	2
126	в одном	4	2
127	тем что	2	2
128	как же	5	2
129	только к	1	2
130	говорит о	3	2
131	до конца	1	2
132	было в	1	2
133	в данном	3	2
134	она должна	2	2
135	в силах	1	2
136	это уже	1	2
137	от всего	3	2
138	потому что	10	2
139	личности и	10	2
140	в частности	2	2
141	только о	3	2
142	во сне	1	2
143	точно так	2	2
144	я и	1	1
145	а между	1	1
146	скажет что	1	1
147	и т	17	1
148	в сфере	5	1
149	человека и	2	1
150	сам по	2	1
151	а из	1	1
152	это и	9	1
153	и есть	19	1
154	последней главе	1	1
155	за все	1	1
156	исходит из	1	1
157	должна быть	7	1
158	не думает	2	1
159	той же	5	1
160	то для	1	1
161	не встречает	1	1
162	которую я	1	1
163	что уже	2	1
164	событий и	1	1
165	в виду	9	1
166	из ее	2	1
167	в ней	5	1
168	быть в	5	1
169	или от	22	1
170	в чем	8	1
171	во всех	2	1
172	но как	2	1
173	значение и	1	1
174	с отцом	1	1
175	друга и	1	1
176	за пределы	3	1
177	чем же	2	1
178	в истории	3	1
179	что именно	7	1
180	вот как	2	1
181	своей и	3	1
182	– но	1	1
183	на вид	1	1
184	и наконец	3	1
185	этой идеи	1	1
186	то в	5	1
187	в которой	2	1
188	во веки	1	1
189	бы не	2	1
190	его а	1	1
191	только один	1	1
192	говорит не	1	1
193	как он	1	1
194	если он	1	1
195	человек не	1	1
196	чтобы установить	1	1
197	и если	3	1
198	вообще не	1	1
199	и еще	1	1
200	не значит	2	1
201	его самого	1	1
202	что нужно	1	1
203	не как	4	1
204	содержит в	1	1
205	что тут	7	1
206	никому не	1	1
207	и по	2	1
208	на этом	3	1
209	что сам	1	1
210	на свете	4	1
211	таким образом	5	1
212	от нее	3	1
213	же не	1	1
214	да неужто	1	1
215	конечно в	1	1
216	и чтобы	1	1
217	ее история	2	1
218	ними как	1	1
219	на ту	1	1
220	на все	2	1
221	лишь в	2	1
222	это было	2	1
223	заключается в	2	1
224	обоих случаях	1	1
225	мира сего	1	1
226	времени так	1	1
227	известно что	3	1
228	быть не	2	1
229	а это	2	1
230	в них	2	1
231	новое уже	1	1
232	веки веков	1	1
233	всю жизнь	1	1
234	и вне	2	1
235	для чего	1	1
236	ведет к	1	1
237	прощение и	1	1
238	же я	1	1
239	но я	1	1
240	есть такая	1	1
241	или вообще	3	1
242	так вы	1	1
243	но если	5	1
244	и при	2	1
245	в своей	3	1
246	почти не	1	1
247	в котором	2	1
248	с своими	1	1
249	знает и	1	1
250	представление о	2	1
251	миф о	1	1
252	понятно что	1	1
253	сама собой	1	1
254	стало быть	15	1
255	сам же	1	1
256	и вот	11	1
257	не понимает	2	1
258	я скажу	1	1
259	но он	1	1
260	тем не	2	1
261	не могли	2	1
262	того кто	1	1
263	по себе	13	1
264	истории по	1	1
265	чтобы сохранить	1	1
266	перед собою	1	1
267	не менее	2	1
268	вплоть до	1	1
269	не раз	2	1
270	что эта	2	1
271	она не	4	1
272	в обоих	1	1
273	того как	2	1
274	это странное	1	1
275	как его	1	1
276	он еще	1	1
277	сорвался с	1	1
278	не вызывает	1	1
279	с своим	1	1
280	нельзя ли	1	1
281	но только	5	1
282	только не	3	1
283	это мы	1	1
284	и всегда	1	1
285	или как	1	1
286	и притом	3	1
287	она хочет	4	1
288	и теперь	1	1
289	связи с	1	1
290	но теперь	1	1
291	является ли	1	1
292	что на	2	1
293	в области	3	1
294	день не	1	1
295	ну а	1	1
296	он вполне	1	1
297	и далее	1	1
298	к себе	1	1
299	значение только	1	1
300	больное место	1	1
301	могут быть	3	1
302	в недрах	1	1
303	и чужой	1	1
304	что оно	7	1
305	всего что	1	1
306	быть отнесены	1	1
307	не есть	40	1
308	с образом	1	1
309	вы не	3	1
310	как мы	1	1
311	и о	8	1
312	того чтобы	5	1
313	всего этого	1	1
314	роль в	1	1
315	к смерти	1	1
316	природе своей	1	1
317	можно было	1	1
318	больше в	1	1
319	по природе	1	1
320	по сравнению	2	1
321	в последней	1	1
322	на них	1	1
323	а стало	2	1
324	быть может	1	1
325	собою но	1	1
326	говорил что	1	1
327	часто и	2	1
328	и должно	1	1
329	вот почему	3	1
330	но мы	2	1
331	она всегда	4	1
332	после того	1	1
