N	2gram	Bakhtin_Fr_3	Formalny
1	и не	13	30
2	вовсе не	12	28
3	и в	40	27
4	может быть	9	25
5	не может	3	24
6	так и	3	21
7	и его	17	19
8	в этом	15	18
9	таким образом	10	18
10	а не	5	17
11	самом деле	3	16
12	точки зрения	2	16
13	то же	7	15
14	в нем	5	15
15	между ними	3	15
16	на самом	3	14
17	как и	11	14
18	с точки	1	14
19	не в	1	12
20	если бы	3	12
21	и т	1	11
22	в самом	6	11
23	и от	3	11
24	не могут	1	10
25	но и	11	10
26	не только	13	9
27	лишь в	2	9
28	как его	2	9
29	так как	4	9
30	так же	1	9
31	отнюдь не	1	8
32	с помощью	2	8
33	как бы	3	8
34	при этом	3	8
35	ни в	4	8
36	как мы	10	8
37	в пределах	1	8
38	только в	3	8
39	как раз	5	8
40	то что	5	8
41	и все	9	8
42	что в	12	8
43	художественного произведения	1	7
44	тем же	2	7
45	с тем	1	7
46	не менее	2	7
47	же время	6	7
48	потому что	2	7
49	его в	1	7
50	между тем	3	7
51	в его	13	7
52	в том	8	7
53	для них	1	7
54	там где	3	7
55	все это	4	7
56	в то	6	7
57	здесь и	5	6
58	еще не	3	6
59	и понимания	2	6
60	но в	8	6
61	все эти	8	6
62	произведение как	1	6
63	в своей	6	6
64	и ее	2	6
65	всяком случае	1	6
66	произведения как	1	6
67	все время	1	6
68	было бы	4	6
69	в литературе	5	6
70	что он	2	6
71	с другой	2	6
72	более того	1	6
73	вместе с	3	6
74	в данном	4	6
75	все же	2	6
76	и для	5	6
77	хотя бы	2	6
78	в своих	5	6
79	во всяком	1	6
80	но не	2	5
81	в истории	4	5
82	в одной	1	5
83	в художественном	1	5
84	так сказать	5	5
85	без исключения	1	5
86	ни было	1	5
87	того чтобы	4	5
88	в направлении	1	5
89	в ней	4	5
90	что они	1	5
91	в дальнейшем	2	5
92	никогда не	1	5
93	в плоскости	1	5
94	говорит он	2	5
95	связи с	6	5
96	и их	1	5
97	тем что	3	5
98	и потому	4	5
99	тому как	1	5
100	в результате	1	5
101	другой стороны	1	5
102	мы не	2	4
103	смысл и	1	4
104	быть понято	1	4
105	он был	3	4
106	бы то	1	4
107	менее всего	1	4
108	направлении к	1	4
109	как в	3	4
110	и как	3	4
111	в целом	2	4
112	но ведь	3	4
113	в корне	2	4
114	подобно тому	1	4
115	то ни	1	4
116	данном случае	2	4
117	в ее	3	4
118	мы знаем	2	4
119	том что	4	4
120	по себе	1	4
121	в смысле	1	4
122	роль в	4	4
123	следовательно и	2	4
124	о том	4	4
125	связь между	3	4
126	слов и	1	4
127	же и	3	4
128	конечно не	2	4
129	уже в	2	4
130	только на	4	4
131	следует что	1	4
132	литературного произведения	1	4
133	видения и	1	4
134	для того	3	4
135	прежде всего	16	4
136	до конца	6	4
137	в связи	5	4
138	мы видели	3	4
139	как это	1	4
140	да и	1	4
141	слова и	2	4
142	между собой	1	4
143	в романе	15	4
144	из этого	2	4
145	жизни и	4	4
146	они не	3	4
147	одним из	2	3
148	того же	2	3
149	мы уже	13	3
150	той же	8	3
151	в виду	7	3
152	литературы и	1	3
153	и на	8	3
154	во всех	6	3
155	то он	1	3
156	нет и	1	3
157	бы и	1	3
158	что это	1	3
159	в себе	3	3
160	и с	8	3
161	те же	5	3
162	это не	2	3
163	и тем	1	3
164	ее в	1	3
165	он и	7	3
166	раз и	1	3
167	в этих	6	3
168	от его	1	3
169	и более	1	3
170	по отношению	3	3
171	тому что	1	3
172	между жизнью	3	3
173	в основе	5	3
174	этом отношении	2	3
175	они и	2	3
176	только то	1	3
177	в произведении	1	3
178	еще в	3	3
179	жизнь и	1	3
180	в эпоху	8	3
181	никак не	3	3
182	и что	1	3
183	можно сказать	2	3
184	их в	3	3
185	в них	9	3
186	не нуждается	1	3
187	романа в	2	3
188	и следовательно	3	3
189	в него	1	3
190	дело с	1	3
191	не перестает	1	3
192	нуждается в	3	3
193	в конце	3	3
194	у нас	4	3
195	не на	1	3
196	в той	6	3
197	того что	1	3
198	отношению к	2	3
199	в условиях	2	3
200	произведений и	2	3
201	о нем	3	3
202	сказать что	3	3
203	этого романа	1	2
204	смысле слова	4	2
205	отношения к	1	2
206	он считает	2	2
207	это и	2	2
208	в котором	2	2
209	высшей степени	1	2
210	с таким	1	2
211	одним и	1	2
212	что уже	1	2
213	который был	1	2
214	в сущности	9	2
215	научной работы	1	2
216	с его	3	2
217	жизни с	2	2
218	видели что	1	2
219	в общем	1	2
220	отличие от	3	2
221	связи и	1	2
222	эта связь	1	2
223	вот как	2	2
224	в своем	7	2
225	метод в	1	2
226	не являются	1	2
227	от этого	1	2
228	из этих	2	2
229	в этой	3	2
230	говорят о	2	2
231	как он	2	2
232	жизнью и	4	2
233	главным образом	1	2
234	всех этих	3	2
235	не как	1	2
236	какой бы	2	2
237	одной и	2	2
238	что ни	1	2
239	на этом	2	2
240	в основу	1	2
241	на протяжении	3	2
242	на почве	1	2
243	этих вопросов	1	2
244	в высшей	1	2
245	ни с	1	2
246	такой же	1	2
247	нисколько не	1	2
248	в эту	4	2
249	том как	1	2
250	или точнее	1	2
251	таким же	1	2
252	бы к	1	2
253	то его	1	2
254	в отличие	3	2
