N	3gram	Vinokur_Ku_1	FransuaR
1	то же время	2	8
2	в то же	2	8
3	в большинстве случаев	1	5
4	и в то	1	4
5	более или менее	3	3
6	в известной мере	1	3
7	для того чтобы	15	3
8	с другой стороны	6	3
9	таким образом в	1	3
10	имеется в виду	1	2
11	с точки зрения	9	2
12	в числе прочих	1	2
13	с одной стороны	1	2
14	но вернемся к	1	2
15	до наших дней	1	2
16	не только в	1	2
17	о том что	5	2
18	и с его	1	2
19	если бы он	1	1
20	во вступительной части	1	1
21	и того же	2	1
22	между ними и	1	1
23	на том же	1	1
24	находится в противоречии	1	1
25	до сих пор	4	1
26	не столько против	1	1
27	том случае если	1	1
28	и не столь	1	1
29	в этом отношении	5	1
30	и если бы	1	1
31	и вовсе не	2	1
32	в том случае	1	1
33	того что они	2	1
34	одно и то	1	1
35	в это время	1	1
36	но только для	1	1
37	первый из них	1	1
38	в противоречии с	1	1
39	на этот раз	1	1
40	смысле этого слова	1	1
41	и то же	1	1
42	в отличие от	1	1
43	и в самых	1	1
44	а с другой	3	1
45	каждая эпоха имеет	1	1
46	в связи с	3	1
47	это не значит	1	1
48	большую роль в	1	1
49	так и в	2	1
50	то же слово	1	1
51	не может быть	3	1
52	i гл iv	1	1
53	в свою очередь	3	1
54	в ее целом	1	1
55	речи и как	1	1
56	одного и того	2	1
57	тех или иных	1	1
58	на самом деле	2	1
59	в соответствии с	3	1
60	лицом к лицу	1	1
61	в том что	15	1
62	все это не	3	1
63	что и в	1	1
