N	3gram	Tiupa_Narr_1	Problemy
1	то же время	4	10
2	в то же	4	10
3	на самом деле	1	9
4	по отношению к	3	6
5	в той или	1	4
6	во всяком случае	2	4
7	на протяжении всего	1	4
8	той или иной	4	4
9	друг с другом	1	4
10	как и у	1	3
11	он не может	1	3
12	и в самом	1	3
13	бы то ни	1	3
14	слова и мысли	1	3
15	одно и то	2	3
16	то ни было	1	3
17	и то же	2	3
18	с другой стороны	1	3
19	не может быть	4	3
20	к тому же	5	3
21	с точки зрения	1	2
22	и не может	1	2
23	как и все	1	2
24	в сущности в	1	2
25	и в то	1	2
26	сам по себе	1	2
27	в отличие от	2	2
28	друг на друга	2	2
29	он и не	1	2
30	или иной степени	1	2
31	на этот раз	1	2
32	и та же	1	2
33	одна и та	1	2
34	подобно тому как	3	2
35	но все же	1	2
36	в том что	5	2
37	он обращается к	1	1
38	и столь же	1	1
39	потому что в	1	1
40	он думает и	1	1
41	дело в том	2	1
42	с его собственным	1	1
43	не только с	1	1
44	в самом деле	2	1
45	который сразу же	1	1
46	более глубокий и	1	1
47	так и не	2	1
48	сих пор еще	1	1
49	а художественное произведение	1	1
50	до сих пор	2	1
51	не входит в	1	1
52	в его душе	1	1
53	заключает в себе	2	1
54	по крайней мере	1	1
55	как если бы	2	1
56	у него нет	1	1
57	и то что	1	1
58	может быть и	1	1
59	его произведениях но	1	1
60	к тому что	1	1
61	в значительной степени	1	1
62	с другими людьми	1	1
63	в данном случае	8	1
64	не в чем	1	1
65	и как бы	1	1
66	к одному из	1	1
67	в большей или	1	1
68	диалог в сущности	1	1
69	в нем не	1	1
70	но и с	1	1
71	но и не	1	1
72	немногочисленных случаях когда	1	1
73	как и само	1	1
74	то же слово	1	1
75	чем иным как	2	1
76	как и в	1	1
77	большей или меньшей	1	1
78	в свою очередь	2	1
79	и того же	1	1
80	о том что	2	1
81	смысле можно сказать	1	1
82	но в этом	1	1
83	можно сказать что	2	1
84	что каждый из	1	1
85	одного и того	1	1
86	но именно поэтому	1	1
87	не может обойтись	1	1
88	друг от друга	1	1
89	тем не менее	3	1
90	по себе но	1	1
91	себя за голову	1	1
92	как мы видели	1	1
93	а в то	1	1
94	для того чтобы	3	1
95	и как будто	1	1
96	а не в	1	1
97	друг для друга	2	1
98	то же самое	2	1
99	в этом отношении	3	1
