N	3gram	Voloshinov_1	formyVre
1	с точки зрения	10	8
2	для того чтобы	1	7
3	в то же	5	4
4	как мы уже	4	4
5	то же время	5	4
6	в большинстве случаев	4	3
7	к себе самому	1	3
8	и прежде всего	5	3
9	во всех этих	1	3
10	в том что	4	3
11	и т д	1	3
12	но и в	1	3
13	в последнем счете	1	2
14	а следовательно и	2	2
15	равно как и	1	2
16	друг на друга	1	2
17	может быть и	1	2
18	он не был	1	2
19	в этом случае	1	2
20	до сих пор	3	2
21	не было бы	1	2
22	в этом отношении	2	2
23	очень важный момент	1	2
24	принимают участие в	1	1
25	о том что	1	1
26	сущность этого метода	1	1
27	и др и	1	1
28	его жизни и	2	1
29	в основе их	1	1
30	во всех отношениях	1	1
31	и для развития	1	1
32	жизни так и	1	1
33	и связанных с	2	1
34	с одной стороны	1	1
35	по сравнению с	1	1
36	весь остальной мир	1	1
37	а также и	1	1
38	роль в истории	1	1
39	но в то	3	1
40	и пр все	1	1
41	из того же	1	1
42	в себя и	1	1
43	таким образом и	1	1
44	лучше всего может	1	1
45	но все же	1	1
46	можно сказать что	3	1
47	свои корни в	1	1
48	все это для	1	1
49	больше и больше	1	1
50	точки зрения в	1	1
51	что он не	1	1
52	большую роль в	1	1
53	с самого начала	5	1
54	упомянем еще о	1	1
55	но нам важно	1	1
56	стадии разложения и	1	1
57	во всех своих	1	1
58	и наконец в	1	1
59	тот или иной	1	1
60	в особенности в	1	1
61	как мы видели	4	1
62	как бы в	1	1
63	в то время	1	1
64	на самом деле	2	1
65	вовсе не является	1	1
66	мы найдем и	1	1
67	в чем не	2	1
68	в котором он	1	1
69	жизни но эта	1	1
70	могут быть сведены	1	1
71	в стадии разложения	1	1
72	все больше и	1	1
73	вместе с этим	1	1
74	и все его	2	1
75	распадается на ряд	1	1
76	лежит на границе	1	1
77	ни в чем	2	1
78	есть прежде всего	1	1
79	в себе самом	1	1
80	не может быть	3	1
81	найдем и у	1	1
82	прежде всего показать	1	1
83	со всех сторон	1	1
84	в данном случае	3	1
85	но при этом	1	1
86	здесь рядом с	1	1
87	выходит за пределы	1	1
88	на этом же	1	1
89	сводится к тому	1	1
90	они не могут	1	1
91	том что он	2	1
92	в отличие от	1	1
93	с ним в	1	1
94	и то же	1	1
95	на первый взгляд	1	1
96	это как бы	2	1
97	в свою очередь	1	1
98	прежде всего к	3	1
99	во время болезни	1	1
100	это вовсе не	1	1
101	одно и то	1	1
