N	2gram	Vinokur_St_3	Dialekti
1	т е	8	48
2	и не	10	27
3	а не	5	26
4	точки зрения	7	25
5	и т	8	24
6	и в	25	24
7	это значит	1	24
8	не только	12	23
9	т д	2	23
10	что такое	7	21
11	по себе	1	20
12	не может	7	19
13	не просто	2	18
14	ничего не	4	17
15	и что	3	15
16	что все	3	14
17	с точки	4	14
18	то что	12	14
19	таким образом	10	13
20	что он	19	13
21	вовсе не	2	13
22	может быть	19	13
23	что это	16	12
24	того что	5	12
25	есть и	1	12
26	не менее	2	11
27	не имеет	2	11
28	что же	1	11
29	в сущности	2	10
30	тем не	2	10
31	только не	1	10
32	есть не	1	9
33	то это	1	9
34	что она	1	9
35	ни в	5	9
36	но и	9	9
37	нет ничего	1	9
38	в этом	24	8
39	и как	1	8
40	это есть	4	8
41	отличается от	4	8
42	так что	11	8
43	в виде	3	8
44	прежде всего	10	8
45	что мы	3	8
46	том что	15	8
47	в самом	2	7
48	как и	4	7
49	нет никакого	3	7
50	никогда не	2	7
51	как раз	3	7
52	потому что	5	7
53	ясно что	1	7
54	в виду	2	7
55	но что	1	7
56	даже и	1	7
57	в особенности	4	7
58	я уже	1	7
59	и нет	1	7
60	что в	19	7
61	самом деле	2	6
62	должна быть	1	6
63	то же	5	6
64	об этом	5	6
65	и с	4	6
66	утверждать что	2	6
67	больше ничего	1	6
68	если бы	4	6
69	что и	1	6
70	и только	2	6
71	о том	8	6
72	история и	1	6
73	так как	3	6
74	и пр	13	6
75	не на	2	6
76	и все	1	6
77	все это	8	6
78	кроме того	3	6
79	сам по	1	5
80	вопрос о	1	5
81	что его	2	5
82	точка зрения	4	5
83	не буду	2	5
84	и к	4	5
85	он не	5	5
86	по крайней	4	5
87	так и	5	5
88	было бы	7	5
89	в них	5	5
90	мы не	2	5
91	и тогда	2	5
92	в том	20	5
93	в то	7	5
94	тогда когда	2	5
95	и его	3	5
96	только в	6	5
97	уже не	3	5
98	одно из	2	5
99	крайней мере	4	5
100	что не	2	5
101	что для	3	5
102	с этой	3	5
103	но это	4	5
104	или нет	1	5
105	жизни и	1	5
106	как на	6	5
107	и то	1	4
108	и больше	1	4
109	время как	4	4
110	говорить о	3	4
111	мы и	1	4
112	в чем	4	4
113	нет и	2	4
114	в истории	1	4
115	что нет	1	4
116	конечно не	1	4
117	собственно говоря	1	4
118	это не	7	4
119	от себя	1	4
120	тому что	3	4
121	что есть	1	4
122	как о	2	4
123	от того	2	4
124	а что	1	4
125	и это	5	4
126	нет никакой	1	4
127	то время	4	4
128	к тому	2	4
129	с другой	5	4
130	е не	1	4
131	для него	3	4
132	или иной	2	4
133	говорит о	1	4
134	у нас	4	4
135	так же	1	4
136	тому как	1	4
137	говорить что	1	4
138	или только	1	4
139	хотя бы	1	4
140	только что	2	4
141	сказать что	4	4
142	была бы	4	3
143	той же	2	3
144	и на	6	3
145	мифом и	1	3
146	за пределы	1	3
147	и я	1	3
148	всего от	1	3
149	в одной	2	3
150	что именно	2	3
151	с этим	7	3
152	в своем	1	3
153	только тогда	2	3
154	все же	4	3
155	все эти	3	3
156	тем более	3	3
157	на то	5	3
158	в нем	1	3
159	он должен	1	3
160	того или	1	3
161	он и	2	3
162	должно быть	1	3
163	не больше	1	3
164	и значит	1	3
165	не в	6	3
166	особого рода	1	3
167	того кто	1	3
168	из которых	4	3
169	одна из	2	3
170	на себя	1	3
171	же время	3	3
172	можно и	1	3
173	и о	1	3
174	и этим	1	3
175	из двух	1	3
176	эти факты	1	3
177	это было	8	3
178	к нему	4	3
179	все время	2	3
180	и ее	2	3
181	вопрос об	1	3
182	это же	1	3
183	с одной	2	3
184	есть в	2	3
185	то и	2	3
186	при помощи	2	3
187	из них	1	3
188	мы знаем	1	3
189	каком смысле	2	3
190	друг друга	1	3
191	тем что	19	3
192	для того	2	3
193	в каком	4	3
194	не было	4	3
195	его как	3	3
196	ни на	2	3
197	одной стороны	3	3
198	как бы	6	3
199	на другое	2	3
200	если не	1	3
201	и ни	2	3
202	не знает	1	3
203	при его	1	3
204	понимать как	1	3
205	также не	1	3
206	все что	1	3
207	я и	3	2
208	также и	1	2
209	например в	4	2
210	ни во	1	2
211	в частности	1	2
212	а из	1	2
213	в чисто	2	2
214	в первом	1	2
215	уже по	1	2
216	его не	2	2
217	если я	2	2
218	что если	2	2
219	так чтобы	2	2
220	что можно	1	2
221	и он	1	2
222	в ней	4	2
223	и говорить	1	2
224	еще не	2	2
225	всего этого	1	2
226	с его	3	2
227	но не	2	2
228	было указано	1	2
229	что история	1	2
230	исторический процесс	1	2
231	и где	1	2
232	целый ряд	1	2
233	но в	5	2
234	то в	4	2
235	из этих	6	2
236	думать что	1	2
237	и они	1	2
238	но на	1	2
239	и если	3	2
240	что нужно	2	2
241	что у	2	2
242	говорят все	1	2
243	и по	2	2
244	на этом	3	2
245	говорил что	5	2
246	но совершенно	1	2
247	ко второму	1	2
248	обе стороны	1	2
249	чаще всего	1	2
250	только одно	1	2
251	показывает что	3	2
252	этого не	1	2
253	во внимание	1	2
254	несмотря на	3	2
255	она была	1	2
256	мы как	1	2
257	вещи в	1	2
258	социальные отношения	2	2
259	к истории	1	2
260	всяком случае	4	2
261	в их	3	2
262	и эти	1	2
263	что этот	3	2
264	бы быть	1	2
265	нет вообще	2	2
266	но они	2	2
267	история в	2	2
268	иной раз	1	2
269	на котором	2	2
270	иметь в	1	2
271	же он	1	2
272	ничто не	1	2
273	как я	2	2
274	исторического процесса	2	2
275	уже о	1	2
276	когда мы	1	2
277	могут быть	2	2
278	той или	1	2
279	для себя	1	2
280	как мы	2	2
281	говоря уже	1	2
282	так в	1	2
283	и необходимости	1	2
284	как с	1	2
285	и когда	1	2
286	то как	1	2
287	разного рода	1	2
288	на что	2	2
289	для этого	2	2
290	и вообще	1	2
291	нас к	2	2
292	и здесь	3	2
293	и во	2	2
294	в кармане	1	2
295	в его	12	2
296	и она	1	2
297	же можно	1	2
298	как например	8	2
299	но то	1	2
300	и тем	4	2
301	тот или	1	2
302	со всеми	1	2
303	не можем	1	2
304	и у	2	2
305	не о	1	2
306	у него	9	2
307	так или	1	2
308	со стороны	3	2
309	или иначе	1	2
310	именно в	1	2
311	а именно	1	2
312	еще и	1	2
313	себя и	2	2
314	однако не	1	2
315	но как	2	2
316	нет ни	1	2
317	в данном	1	2
318	по которому	1	2
319	по существу	1	2
320	быть не	2	2
321	личность как	1	2
322	но для	1	2
323	в смысле	4	2
324	и для	4	2
325	или в	2	2
326	для нас	1	2
327	бы в	1	2
328	я думаю	2	2
329	а в	6	2
330	слово в	2	2
331	не говоря	1	2
332	другой стороны	5	2
333	или иного	1	2
334	из этого	4	2
335	к этой	2	2
336	ее в	2	2
337	в своих	8	2
338	они не	1	2
339	значат то	1	2
340	во всяком	4	2
341	этой точки	1	2
342	я сказал	1	1
343	говорит это	1	1
344	ту же	1	1
345	речь идет	2	1
346	в применении	1	1
347	отношения к	1	1
348	начинается с	1	1
349	этом отношении	4	1
350	на самом	1	1
351	он может	2	1
352	сил и	1	1
353	идет о	1	1
354	по этим	1	1
355	вы знаете	3	1
356	и так	1	1
357	вещей в	1	1
358	по преимуществу	1	1
359	что эти	4	1
360	и этот	1	1
361	и за	2	1
362	а как	4	1
363	а больше	1	1
364	для своего	1	1
365	распространенный в	1	1
366	ответить на	1	1
367	эпохи в	1	1
368	этого термина	2	1
369	и живого	1	1
370	думаю что	2	1
371	которую можно	1	1
372	но этого	1	1
373	истории в	1	1
374	во всех	2	1
375	то мы	1	1
376	культуру и	1	1
377	в общем	4	1
378	это однако	1	1
379	иногда и	1	1
380	из таких	1	1
381	его развития	1	1
382	чем же	1	1
383	зрения которая	1	1
384	независимо от	5	1
385	опирается на	1	1
386	что как	1	1
387	опыт который	1	1
388	опытом и	1	1
389	и наконец	3	1
390	сказать вот	1	1
391	в каком-то	1	1
392	более или	1	1
393	историей он	1	1
394	это определение	1	1
395	от этого	1	1
396	тут нет	1	1
397	них как	1	1
398	сказать по	1	1
399	в которой	4	1
400	из жизни	1	1
401	можно находить	1	1
402	то я	1	1
403	во многих	2	1
404	был автором	1	1
405	не те	1	1
406	чем его	1	1
407	говорят о	1	1
408	имеем в	2	1
409	от необходимости	1	1
410	относятся такие	1	1
411	история для	4	1
412	а просто	1	1
413	одно что	1	1
414	именно то	1	1
415	всех этих	3	1
416	и службы	1	1
417	свою собственную	1	1
418	же это	1	1
419	чем у	1	1
420	не к	1	1
421	a и	1	1
422	его от	1	1
423	что ни	1	1
424	находит себе	1	1
425	от нее	3	1
426	что является	1	1
427	как видите	1	1
428	и может	2	1
429	его в	1	1
430	знает что	1	1
431	общества в	2	1
432	на почве	5	1
433	известно что	2	1
434	и определение	1	1
435	в ином	1	1
436	нет в	3	1
437	без рассмотрения	1	1
438	написана но	1	1
439	мы имеем	5	1
440	между собою	2	1
441	о чем	1	1
442	основывается на	1	1
443	то второй	1	1
444	жизни но	2	1
445	они в	1	1
446	бога и	1	1
447	такой же	2	1
448	нисколько не	1	1
449	но я	1	1
450	или менее	1	1
451	во время	3	1
452	с нашим	2	1
453	как некую	1	1
454	нас не	2	1
455	в отношении	2	1
456	взгляд на	2	1
457	в такой	2	1
458	особое и	1	1
459	почти не	1	1
460	в котором	5	1
461	место в	6	1
462	не как	2	1
463	они уже	1	1
464	по своей	1	1
465	основана на	1	1
466	одном из	1	1
467	и той	1	1
468	дает в	1	1
469	выходит из	2	1
470	точку зрения	2	1
471	но он	3	1
472	творчества и	1	1
473	друг другу	1	1
474	это относится	1	1
475	и более	3	1
476	в устах	4	1
477	даже в	1	1
478	если и	2	1
479	начиная от	1	1
480	вплоть до	1	1
481	а иногда	1	1
482	что эта	2	1
483	еще до	1	1
484	относительно которых	1	1
485	считает что	2	1
486	дело не	2	1
487	того как	1	1
488	что ему	1	1
489	на него	1	1
490	для кого	1	1
491	одной и	1	1
492	казалось бы	1	1
493	возможно и	1	1
494	в самой	1	1
495	этих двух	2	1
496	на прочие	1	1
497	он хочет	2	1
498	такая же	1	1
499	своего существования	1	1
500	связи с	3	1
501	и при	1	1
502	необходимость как	1	1
503	перед ним	1	1
504	в стиле	1	1
505	от их	1	1
506	все то	1	1
507	и времени	1	1
508	но все	2	1
509	же самое	1	1
510	всего в	4	1
511	тех кто	1	1
512	что вы	1	1
513	смерти и	1	1
514	тот и	1	1
515	всегда в	1	1
516	в каждой	2	1
517	должен быть	2	1
518	это такое	2	1
519	которого мы	1	1
520	с ее	2	1
521	вещи на	1	1
522	на нем	1	1
523	без всякого	2	1
524	в ее	1	1
525	только при	1	1
526	совершенно ясно	1	1
527	чего она	1	1
528	последнее время	1	1
529	россии в	1	1
530	он с	1	1
531	и сам	1	1
532	история была	1	1
533	и которые	2	1
534	во многом	2	1
535	на которую	1	1
536	это своеобразие	1	1
537	в словах	3	1
538	с ним	1	1
539	трактуется как	1	1
540	они вполне	1	1
541	но может	1	1
542	невозможно в	1	1
543	то есть	2	1
544	вот почему	1	1
545	на вопрос	3	1
546	свое изложение	1	1
547	внимание на	2	1
548	можно сказать	4	1
549	и который	1	1
550	силы они	1	1
551	не выходит	1	1
552	этого у	2	1
553	то тут	1	1
554	жизни он	1	1
555	тем или	1	1
556	эти два	1	1
557	а потому	2	1
558	есть с	1	1
559	он берет	1	1
560	вообще и	1	1
561	он был	3	1
562	у одного	1	1
563	к ней	4	1
564	в лучшем	1	1
565	а кроме	1	1
566	но так	1	1
567	я говорил	3	1
568	здесь не	1	1
569	которым мы	1	1
570	менее в	1	1
571	одной из	2	1
572	абсолютном и	1	1
573	и две	1	1
574	как нечто	1	1
575	то он	2	1
576	в обществе	1	1
577	на особого	1	1
578	или сам	1	1
579	и прочие	2	1
580	в качестве	4	1
581	в указанном	1	1
582	в сторону	1	1
583	вот что	3	1
584	факт как	1	1
585	эта вещь	1	1
586	ни одного	1	1
587	а это	1	1
588	а то	2	1
589	я люблю	1	1
590	процесс и	1	1
591	не так	3	1
592	тогда он	1	1
593	можно насчитать	1	1
594	содержания и	1	1
595	мы находим	2	1
596	в одном	1	1
597	переживает как	1	1
598	при всей	2	1
599	особенности это	1	1
600	относительно формы	1	1
601	заметить что	2	1
602	сложнее и	1	1
603	характерны для	1	1
604	в других	1	1
605	указание на	1	1
606	время на	1	1
607	другое что	1	1
608	до самого	1	1
609	пришли к	2	1
610	до сих	2	1
611	этот взгляд	1	1
612	к которому	3	1
613	близок к	2	1
614	такое же	2	1
615	в некоторых	3	1
616	полного их	1	1
617	очень интересно	1	1
618	когда она	1	1
619	в связи	3	1
620	воплощение в	1	1
621	был близок	1	1
622	уже давно	1	1
623	связь с	4	1
624	внимания к	1	1
625	вместе с	2	1
626	историю как	1	1
627	чтобы и	1	1
628	для самого	1	1
629	в историю	1	1
630	в течение	4	1
631	чем в	1	1
632	применении к	1	1
633	него есть	2	1
634	из отдельных	1	1
635	том смысле	2	1
636	или другого	1	1
637	в это	2	1
638	что из	2	1
639	сих пор	2	1
640	лучшем случае	1	1
641	не мог	2	1
642	вопрос с	1	1
643	процесса в	1	1
644	истории что	1	1
645	такое сознание	1	1
646	потому не	1	1
647	не употребляет	1	1
648	об отношении	1	1
649	его с	1	1
650	в результате	2	1
651	о котором	1	1
652	своей собственной	1	1
653	пр в	2	1
654	в этих	11	1
655	я хотел	1	1
656	но зато	1	1
657	разумеется если	1	1
658	на такой	1	1
659	и очень	1	1
660	очень хорошо	1	1
661	состоит из	1	1
662	одновременно и	1	1
663	среди прочих	1	1
664	вопрос что	1	1
665	и эта	1	1
666	привязан к	1	1
667	я могу	1	1
668	которая не	1	1
669	смысле что	1	1
