N	2gram	Losev_Prob_4	Psycholo
1	то что	15	37
2	и в	20	30
3	в том	20	27
4	что в	3	24
5	потому что	15	23
6	и что	2	23
7	том что	12	21
8	все время	2	20
9	таким образом	8	20
10	того чтобы	2	20
11	для того	3	20
12	как бы	4	19
13	на то	1	17
14	что он	8	17
15	не только	24	16
16	если мы	5	16
17	в этом	9	14
18	в самом	2	14
19	так же	5	13
20	как раз	4	13
21	то есть	27	13
22	вместе с	5	12
23	одной стороны	1	12
24	с одной	1	12
25	как на	1	11
26	если бы	8	11
27	что мы	3	11
28	может быть	9	11
29	о том	5	10
30	не может	5	9
31	никогда не	1	9
32	сказать что	7	9
33	для этого	2	9
34	и когда	2	9
35	с другой	7	9
36	и то	2	9
37	так как	5	9
38	что это	2	8
39	не в	13	8
40	с тем	4	8
41	а не	7	8
42	к тому	3	8
43	и это	2	8
44	мы имеем	6	8
45	при этом	6	8
46	могут быть	1	8
47	того что	1	8
48	тому что	1	8
49	мы видим	1	8
50	самом деле	3	8
51	заключается в	2	8
52	все же	2	7
53	точки зрения	14	7
54	в нем	5	7
55	совершенно ясно	2	7
56	как это	3	7
57	по себе	11	7
58	и т	4	7
59	зависимости от	3	7
60	то же	7	7
61	в основе	1	7
62	мы можем	3	7
63	этих двух	1	7
64	и как	3	7
65	но не	5	7
66	в искусстве	1	6
67	когда мы	5	6
68	и здесь	1	6
69	как и	6	6
70	или в	5	6
71	о котором	1	6
72	жизни и	5	6
73	и для	4	6
74	в зависимости	3	6
75	совершенно не	3	6
76	но и	14	6
77	в совершенно	2	6
78	и не	28	6
79	и его	10	6
80	что если	1	6
81	ясно что	7	6
82	тем что	3	6
83	по мнению	1	6
84	и тем	7	6
85	именно в	7	6
86	и если	5	6
87	говорит что	2	6
88	уже в	4	6
89	что она	4	6
90	никак не	4	6
91	что все	1	6
92	что оно	1	6
93	как будто	11	6
94	мы все	3	6
95	в своем	3	6
96	в себе	12	5
97	бы в	1	5
98	еще не	7	5
99	что они	2	5
100	искусства и	1	5
101	рядом с	1	5
102	сих пор	1	5
103	до сих	1	5
104	чувства и	1	5
105	художественное произведение	1	5
106	о смерти	1	5
107	по этому	2	5
108	дело с	2	5
109	во внимание	1	5
110	как мы	3	5
111	в целом	1	5
112	и потому	7	5
113	только в	23	5
114	только не	4	5
115	другой стороны	6	5
116	в этой	4	5
117	что именно	2	5
118	когда он	1	5
119	несмотря на	4	5
120	в своих	1	5
121	но в	8	5
122	и есть	4	5
123	было бы	14	5
124	же самое	6	5
125	и совершенно	2	4
126	по сравнению	1	4
127	сравнению с	1	4
128	друг к	1	4
129	говорит о	2	4
130	прежде всего	11	4
131	есть не	6	4
132	этому поводу	1	4
133	и все	8	4
134	что эта	1	4
135	в конце	2	4
136	в своей	4	4
137	казалось бы	3	4
138	а в	4	4
139	стороны и	2	4
140	действия и	2	4
141	только что	2	4
142	в его	3	4
143	у нас	14	4
144	этой трагедии	1	4
145	на одном	1	4
146	уже давно	4	4
147	о чем	1	4
148	то это	3	4
149	к другу	1	4
150	не могли	2	4
151	в них	5	4
152	внимание на	1	4
153	не есть	12	4
154	из которых	3	4
155	в результате	8	4
156	мы говорили	1	4
157	и к	3	4
158	в частности	2	4
159	в ней	7	4
160	что всякая	1	4
161	только на	2	4
162	в виду	6	4
163	указывает на	4	4
164	могли бы	1	4
165	для ее	2	3
166	на его	2	3
167	для нас	6	3
168	и наконец	4	3
169	одно и	1	3
170	данном случае	5	3
171	в другом	3	3
172	вопрос о	1	3
173	эти два	1	3
174	т д	3	3
175	это есть	3	3
