N	2gram	Medvedev_V_1	KulturaY
1	и т	23	54
2	т п	9	41
3	т е	18	32
4	и в	26	23
5	точки зрения	3	23
6	в том	15	22
7	не только	25	17
8	в этом	26	16
9	было бы	7	16
10	самом деле	1	14
11	может быть	22	14
12	в области	2	14
13	в самом	4	13
14	что в	10	13
15	не менее	2	12
16	потому что	1	12
17	для того	3	12
18	вопрос о	1	11
19	том что	8	11
20	того чтобы	3	11
21	можно было	2	11
22	в его	14	11
23	того что	3	11
24	а не	7	11
25	можно говорить	1	10
26	у нас	2	10
27	и не	19	10
28	еще не	2	9
29	таким образом	31	9
30	хотя бы	19	9
31	прежде всего	13	9
32	т д	14	8
33	лишь в	2	8
34	зависимости от	5	8
35	если бы	3	8
36	в виду	4	8
37	уже не	1	8
38	до сих	1	8
39	сих пор	1	8
40	между прочим	2	8
41	как на	3	8
42	как это	12	7
43	в зависимости	6	7
44	все эти	6	7
45	должно быть	2	7
46	того как	1	7
47	и что	1	7
48	с другой	11	7
49	или иной	2	7
50	в данном	1	7
51	слова и	1	7
52	сказать что	5	7
53	то же	10	6
54	говорить о	2	6
55	в общем	2	6
56	в силу	11	6
57	только в	7	6
58	так и	5	6
59	с тем	3	6
60	в их	5	6
61	связи с	4	6
62	не может	17	6
63	могут быть	5	6
64	по себе	2	6
65	о том	10	6
66	после того	1	6
67	что и	3	6
68	что он	4	6
69	для этого	1	6
70	также и	2	5
71	и есть	5	5
72	как мы	1	5
73	в чем	2	5
74	все же	5	5
75	хотя и	2	5
76	из этих	7	5
77	как бы	5	5
78	что она	2	5
79	как и	7	5
80	здесь можно	1	5
81	не значит	1	5
82	не в	6	5
83	вовсе не	3	5
84	от того	2	5
85	не могут	7	5
86	той или	1	5
87	в поэзии	1	5
88	тем что	1	5
89	далеко не	2	5
90	в связи	3	5
91	но это	1	5
92	а в	3	5
93	совершенно не	1	5
94	как в	1	4
95	в своем	8	4
96	только тогда	1	4
97	целый ряд	1	4
98	в целом	4	4
99	том случае	1	4
100	в своей	4	4
101	что такое	2	4
102	не столько	2	4
103	которые в	2	4
104	том чтобы	2	4
105	тому что	6	4
106	тогда когда	2	4
107	учения о	1	4
108	как раз	3	4
109	в ее	4	4
110	данном случае	1	4
111	были бы	1	4
112	для нас	1	4
113	а также	1	4
114	заключается в	2	4
115	между тем	5	4
116	один из	5	4
117	с одной	2	4
118	в нашей	4	4
119	что не	3	4
120	не случайно	1	4
121	не было	7	4
122	одной стороны	2	4
123	мы говорим	1	4
124	в той	1	4
125	то что	6	4
126	в таком	1	4
127	в слове	3	4
128	речь идет	1	3
129	это и	6	3
130	то в	1	3
131	пока он	1	3
132	сам по	1	3
133	в ней	2	3
134	но не	2	3
135	но как	3	3
136	по отношению	7	3
137	очевидно что	7	3
138	отношение к	1	3
139	отнюдь не	3	3
140	и к	3	3
141	бы и	6	3
142	бы не	2	3
143	тому же	1	3
144	но на	1	3
145	он не	2	3
146	зрения на	1	3
147	с этой	1	3
148	мы видели	3	3
149	значит не	1	3
150	в которых	3	3
151	перед собою	1	3
152	она не	3	3
153	в то	6	3
154	как о	2	3
155	не имеет	1	3
156	на него	1	3
157	в процессе	16	3
158	п в	3	3
159	не по	2	3
160	что на	1	3
161	в каком	1	3
162	всего этого	1	3
163	только то	2	3
164	всего следует	1	3
165	в результате	5	3
166	на вопрос	2	3
167	но и	10	3
168	отметить что	2	3
169	это не	7	3
170	вообще и	2	3
171	может иметь	1	3
172	этот вопрос	3	3
173	в какой	1	3
174	как же	1	3
175	уже в	1	3
176	не знать	1	3
177	в данной	1	3
178	ни в	1	3
179	могло бы	2	3
180	то это	2	3
181	именно в	2	3
182	а именно	1	3
183	об образе	2	3
184	естественно что	2	3
185	по существу	3	3
186	того или	2	3
187	но для	2	3
188	этого рода	2	3
189	мой взгляд	1	3
190	к тому	4	3
191	формы и	2	3
192	другой стороны	8	3
193	или иного	1	3
194	по поводу	2	3
195	они не	2	3
196	смысле слова	2	2
197	также что	2	2
198	таком случае	1	2
199	чтобы не	2	2
200	и через	2	2
201	отношению к	7	2
202	п все	1	2
203	что эти	1	2
204	бы уже	1	2
205	мы имеем	3	2
206	содержания в	1	2
207	ответить на	1	2
208	на себя	1	2
209	подчеркнуть что	2	2
210	быть в	1	2
211	здесь не	1	2
212	в различных	2	2
213	не все	1	2
214	он пишет	7	2
215	или иное	1	2
216	за пределы	1	2
217	что они	3	2
218	сама по	1	2
219	далее следует	1	2
220	относится к	2	2
221	это самое	1	2
222	более чем	1	2
223	когда он	3	2
224	и как	3	2
225	более или	6	2
226	но в	2	2
227	лишь о	1	2
228	очень много	1	2
229	а во-вторых	1	2
230	он в	1	2
231	в известном	1	2
232	как он	2	2
233	так сказать	2	2
234	и самый	1	2
235	если же	1	2
236	и если	1	2
237	на этом	1	2
238	что все	3	2
239	и дальше	2	2
240	с целью	1	2
241	его в	3	2
242	на протяжении	1	2
243	с другими	2	2
244	приходит в	1	2
245	само собою	2	2
246	как об	2	2
247	в статье	4	2
248	мере не	1	2
249	или менее	6	2
250	в этих	1	2
251	из того	1	2
252	и при	5	2
253	и без	1	2
254	в котором	3	2
255	не как	1	2
256	и значит	2	2
257	бы например	1	2
258	ряда других	1	2
259	если это	1	2
260	а вот	2	2
261	что есть	1	2
262	в таких	1	2
263	не о	2	2
264	может служить	1	2
265	дело не	1	2
266	нельзя не	1	2
267	по своему	1	2
268	в русском	1	2
269	никак не	1	2
270	том отношении	2	2
271	уже о	1	2
272	отличается от	2	2
273	говоря уже	1	2
274	то или	1	2
275	в пределах	5	2
276	в дальнейшем	1	2
277	примеров можно	2	2
278	к его	2	2
279	все те	1	2
280	внимание на	1	2
281	можно сказать	4	2
282	доходит до	1	2
283	а потому	1	2
284	и следует	1	2
285	указывает что	1	2
286	моменты в	1	2
287	о значении	1	2
288	тот или	1	2
289	все они	2	2
290	в качестве	11	2
291	конечно не	1	2
292	ни одного	2	2
293	что если	1	2
294	не дает	1	2
295	который как	1	2
296	в одном	4	2
297	так то	1	2
298	образом не	3	2
299	перейти к	1	2
300	ответа на	1	2
301	в особенности	2	2
302	говорим о	1	2
303	следует подчеркнуть	1	2
304	еще и	2	2
305	только что	4	2
306	не говоря	1	2
307	на этот	1	2
308	не означает	1	2
309	в свете	1	2
310	подобного рода	1	2
311	о чем	2	2
312	какой мере	1	2
313	что мы	2	2
314	чем же	4	2
315	в частности	11	2
316	вместе с	7	2
317	так же	3	2
318	тому как	2	2
319	материал для	1	2
320	еще раз	1	2
321	как например	2	2
322	только для	1	2
323	все это	10	2
324	кроме того	1	2
325	каждой из	2	2
326	чтобы понять	1	2
327	еще более	1	2
328	главным образом	7	2
329	в большей	2	2
330	можно конечно	1	2
331	е в	2	2
332	равно как	4	2
333	в кругу	1	2
334	только о	2	2
335	это в	1	2
336	во всяком	1	2
337	том числе	2	2
338	образом от	1	1
339	ту же	2	1
340	говоря о	1	1
341	например в	3	1
342	же как	2	1
343	в движение	1	1
344	и то	1	1
345	этот между	1	1
346	пишет он	1	1
347	вряд ли	1	1
348	критики но	1	1
349	и механизм	1	1
350	должно дать	1	1
351	уже по	2	1
352	поэзии и	1	1
353	в несколько	1	1
354	или с	1	1
355	для достижения	1	1
356	которого могло	1	1
357	во времени	1	1
358	именно к	1	1
359	примеры между	1	1
360	в основных	3	1
361	и идей	1	1
362	что многие	2	1
363	почти все	1	1
364	которое сам	1	1
365	время как	1	1
366	но она	1	1
367	в деле	1	1
368	на себе	1	1
369	почти исключительно	1	1
370	в большом	1	1
371	связана с	2	1
