N	3gram	Losev_Dial_3	Myshleni
1	в том что	3	19
2	с точки зрения	14	10
3	на каждой ступени	1	7
4	к тому что	2	7
5	так же как	2	6
6	от того что	1	6
7	в то время	4	6
8	то же самое	1	6
9	в зависимости от	2	5
10	то время как	4	5
11	на то что	3	4
12	и той же	1	3
13	до сих пор	1	3
14	в этом отношении	1	3
15	из того что	2	3
16	привело нас к	1	3
17	одной и той	1	3
18	тем что оно	2	2
19	и не может	1	2
20	представить себе что	1	2
21	мы говорим что	1	2
22	того что он	3	2
23	не могут не	1	2
24	не могут быть	2	2
25	в последнее время	1	2
26	заключается только в	1	2
27	с другой стороны	2	2
28	когда мы говорим	1	2
29	оно не имеет	1	2
30	том смысле что	1	2
31	то что мы	3	2
32	не может существовать	2	2
33	не только не	7	2
34	в этом вопросе	1	2
35	в этом заключается	1	2
36	это не может	1	2
37	в связи с	1	2
38	в том смысле	1	2
39	не может быть	6	2
40	потому что его	2	1
41	таким образом что	1	1
42	том что в	1	1
43	а потому что	1	1
44	что иное как	6	1
45	в силу этого	2	1
46	что в основе	1	1
47	возможно только как	3	1
48	показывает что в	1	1
49	но так как	1	1
50	вопрос что такое	1	1
51	не знает ни	1	1
52	тогда когда у	1	1
53	на самом деле	1	1
54	выйти за пределы	2	1
55	и без всяких	1	1
56	так что в	1	1
57	внимание на то	1	1
58	значит что он	4	1
59	же как и	1	1
60	как раз и	3	1
61	на первый план	4	1
62	и во всех	1	1
63	как и все	2	1
64	что он должен	1	1
65	что мы имеем	1	1
66	есть в сущности	2	1
67	сами по себе	3	1
68	по себе и	1	1
69	так как мы	1	1
70	лишь тогда когда	1	1
71	как это часто	1	1
72	он не может	2	1
73	точно так же	2	1
74	есть и в	1	1
75	это и значит	1	1
76	с этой точки	2	1
77	само собой напрашивающееся	1	1
78	что мы не	1	1
79	не значит что	1	1
80	сам по себе	5	1
81	не говорит о	2	1
82	содержит в себе	1	1
83	в данном случае	1	1
84	с одной стороны	3	1
85	тот факт что	1	1
86	не содержит в	1	1
87	и в этом	2	1
88	было бы в	1	1
89	может и должен	1	1
90	показывает что это	1	1
91	само себя но	1	1
92	потому что в	1	1
93	эта точка зрения	1	1
94	быть выражена и	1	1
95	это не значит	1	1
96	он исходит из	1	1
97	тем самым не	1	1
98	этой точки зрения	2	1
99	и должен быть	1	1
100	есть не что	3	1
101	и в отношении	1	1
102	и как бы	1	1
103	в лучшем случае	1	1
104	только тогда когда	3	1
105	мы не можем	2	1
106	не что иное	6	1
107	в сущности и	2	1
108	как и в	3	1
109	все эти факты	1	1
110	и что можно	1	1
111	связи с этим	1	1
112	которые сами по	1	1
113	и в зависимости	1	1
114	может выйти из	1	1
115	в самом деле	5	1
116	той или иной	2	1
117	возможно только в	1	1
118	исходит из того	1	1
119	как одна из	1	1
120	тех или иных	1	1
121	тем не менее	10	1
122	не может выйти	1	1
123	подобно тому как	4	1
124	что и в	1	1
125	по себе совершенно	2	1
