N	3gram	Nazirov_Tv_2	Vladivir
1	там же с	9	10
2	в письме к	1	8
3	о том что	2	7
4	в том что	2	7
5	дело в том	1	4
6	то же время	7	4
7	в году он	1	4
8	в то же	7	4
9	том что в	1	3
10	т ii с	2	3
11	и потому что	1	3
12	с другой стороны	2	3
13	не может быть	3	3
14	письма т ii	2	3
15	мы знаем что	1	2
16	н к михайловского	1	2
17	и в то	2	2
18	т i с	1	2
19	года он писал	1	2
20	выше мы уже	1	2
21	в то время	1	2
22	в году в	1	2
23	в году и	1	2
24	во всяком случае	2	2
25	что у него	1	2
26	к тому же	1	2
27	и т д	11	2
28	я никогда не	1	1
29	нет и не	1	1
30	в чем не	1	1
31	в которой он	1	1
32	потому что в	1	1
33	января года в	1	1
34	в самом деле	2	1
35	в том же	2	1
36	так и не	1	1
37	был склонен к	1	1
38	в дальнейшем мы	1	1
39	по возвращении в	1	1
40	и не может	2	1
41	в этой борьбе	1	1
42	и в дальнейшем	1	1
43	только то что	1	1
44	все это признаки	1	1
45	апреля года в	1	1
46	большую роль в	1	1
47	об этом не	1	1
48	от декабря года	1	1
49	содержит в себе	1	1
50	и тут же	1	1
51	что он был	1	1
52	в целом и	2	1
53	н к михайловский	1	1
54	но в то	1	1
55	в связи с	1	1
56	с соловьев в	1	1
57	это человек с	1	1
58	и в этом	1	1
59	а с другой	1	1
60	нам представляется что	1	1
61	что он сам	1	1
62	и в том	1	1
63	кто из них	1	1
64	тем самым свое	1	1
65	ни в чем	1	1
66	и с а	1	1
67	и в году	2	1
68	так и в	2	1
69	в свою очередь	1	1
70	это и есть	1	1
71	же время с	1	1
72	с детьми в	1	1
73	и никогда не	1	1
74	но отнюдь не	1	1
75	в конце своей	1	1
76	сразу же после	1	1
77	и в литературе	1	1
78	но это не	1	1
79	в конце жизни	1	1
80	и что в	1	1
81	некоторое представление о	1	1
82	т д в	1	1
83	на другой день	1	1
