N	3gram	Tiupa_Hudo_1	FransuaR
1	то же время	5	10
2	в то же	5	10
3	в том что	7	6
4	и в то	1	5
5	в тарасе бульбе	2	4
6	как и в	1	4
7	в настоящее время	1	3
8	в том числе	2	3
9	таким образом и	1	3
10	в связи с	1	3
11	более или менее	5	2
12	с точки зрения	3	2
13	что одна из	1	2
14	бы то ни	1	2
15	том числе и	1	2
16	и др в	1	2
17	с одной стороны	2	2
18	здесь как бы	1	2
19	в то время	1	2
20	о том что	1	2
21	можно сказать что	3	2
22	с другой стороны	5	2
23	для того чтобы	2	2
24	не может быть	3	2
25	том что она	1	1
26	таким образом что	1	1
27	и глубже чем	1	1
28	мы видим в	1	1
29	существенно связаны с	1	1
30	прежде всего в	1	1
31	бы ни был	1	1
32	по отношению к	9	1
33	как один из	1	1
34	подобно тому как	1	1
35	он не только	1	1
36	между собой в	1	1
37	он мог бы	1	1
38	те и другие	1	1
39	до известной степени	2	1
40	в таких случаях	1	1
41	только в условиях	1	1
42	в отличие от	7	1
43	во всей его	2	1
44	но он не	2	1
45	том или ином	1	1
46	что даже в	1	1
47	в той или	2	1
48	может быть и	2	1
49	шире и глубже	1	1
50	в этих исключительных	1	1
51	в самом начале	1	1
52	войны и мира	1	1
53	то ни было	1	1
54	времени и в	2	1
55	и не быть	1	1
56	состоит в том	5	1
57	родного дома и	1	1
58	в известном смысле	1	1
59	все без исключения	1	1
60	а с другой	2	1
61	себя в своих	1	1
62	в том или	1	1
63	тем или иным	1	1
64	как впрочем и	1	1
65	как бы в	1	1
66	только то что	1	1
67	в частности в	1	1
68	в одном и	1	1
69	и в пространстве	1	1
70	не на языке	1	1
71	никогда не бывает	1	1
72	и в самом	1	1
73	картина мира где	1	1
74	и прежде всего	1	1
75	в реальной действительности	1	1
76	заключается в том	1	1
77	в этом смысле	3	1
78	нового времени в	1	1
79	и те и	1	1
80	к тому же	1	1
81	то же самое	1	1
82	и в слове	1	1
83	той или иной	4	1
