N	2gram	Bakhtin_fo_1	KulturaY
1	и т	8	33
2	в том	9	30
3	и в	50	24
4	потому что	4	23
5	том что	4	21
6	т п	8	18
7	что в	5	17
8	того чтобы	5	17
9	для того	5	16
10	было бы	2	15
11	в этом	25	14
12	точки зрения	5	14
13	может быть	11	13
14	все же	6	12
15	таким образом	11	12
16	и не	14	12
17	в его	13	12
18	не в	5	11
19	только в	4	11
20	хотя бы	2	10
21	в самом	8	10
22	не только	9	10
23	у нас	1	10
24	вовсе не	13	10
25	самом деле	1	9
26	с точки	2	9
27	так как	6	9
28	если бы	5	9
29	о том	1	9
30	того что	2	9
31	отношению к	5	9
32	прежде всего	15	9
33	то что	6	9
34	а только	2	8
35	по отношению	3	8
36	уже не	2	8
37	то же	11	8
38	тем что	2	8
39	как раз	13	8
40	а не	3	8
41	не может	6	7
42	это не	6	7
43	в них	4	7
44	связи с	6	7
45	так и	12	7
46	бы в	1	7
47	в качестве	3	7
48	с другой	2	7
49	с помощью	2	7
50	как бы	2	7
51	вместе с	3	7
52	мы имеем	1	6
53	на себе	1	6
54	зависимости от	1	6
55	в ней	4	6
56	однако не	1	6
57	в которой	2	6
58	все эти	9	6
59	при этом	3	6
60	в которых	2	6
61	тогда когда	2	6
62	что он	1	6
63	но и	8	6
64	именно в	3	6
65	все это	4	6
66	например в	6	5
67	в зависимости	1	5
68	еще не	5	5
69	но не	5	5
70	что это	1	5
71	и с	4	5
72	но уже	1	5
73	рядом с	2	5
74	с тем	3	5
75	так сказать	7	5
76	и его	16	5
77	к тому	3	5
78	в виду	3	5
79	с ним	2	5
80	еще и	2	5
81	всяком случае	1	5
82	что не	3	5
83	в той	4	5
84	в результате	6	5
85	этом отношении	3	5
86	а в	3	5
87	во всяком	3	5
88	того же	8	4
89	и на	8	4
90	с его	9	4
91	как в	6	4
92	в целом	2	4
93	из этих	1	4
94	роль в	9	4
95	на то	1	4
96	в нем	24	4
97	в данном	2	4
98	и тогда	1	4
99	речи в	2	4
100	в таких	1	4
101	в русском	1	4
102	и является	2	4
103	к себе	4	4
104	в пределах	5	4
105	не на	1	4
106	в самой	2	4
107	внимание на	1	4
108	что и	3	4
109	с ними	1	4
110	должен быть	1	4
111	так что	1	4
112	есть в	2	4
113	из них	1	4
114	до сих	3	4
115	там где	2	4
116	в частности	6	4
117	и потому	3	4
118	с этим	6	4
119	в тех	1	4
120	по существу	12	4
121	слова и	2	4
122	сих пор	3	4
123	один из	3	4
124	указать на	1	4
125	же в	3	4
126	в этих	3	4
127	так же	6	4
128	и то	4	3
129	в котором	4	3
130	той же	2	3
131	в сущности	3	3
132	на себя	2	3
133	и он	1	3
134	в истории	2	3
135	в связи	5	3
136	в своем	4	3
137	хотя и	3	3
138	его к	1	3
139	в этой	1	3
140	с их	2	3
141	в себе	3	3
142	не имеют	3	3
143	на том	1	3
144	и может	2	3
145	соответствии с	2	3
146	должно быть	1	3
147	в их	6	3
148	только и	5	3
149	это слово	1	3
150	что оно	1	3
151	оно не	2	3
152	свою очередь	1	3
153	здесь не	4	3
154	ясно что	2	3
155	и здесь	1	3
156	мы увидим	1	3
157	уже в	2	3
158	в одном	3	3
159	не было	7	3
160	в особенности	9	3
161	и даже	2	3
162	или иной	2	3
163	в свою	2	3
164	в соответствии	2	3
165	если не	1	3
166	смысле этого	1	3
167	этого слова	1	3
168	была бы	2	3
169	в таком	3	3
170	они не	3	3
171	гораздо более	1	3
172	одним из	1	2
173	также и	2	2
174	явлений в	1	2
175	и есть	1	2
176	на месте	1	2
177	очень много	1	2
178	по преимуществу	3	2
179	бы и	1	2
180	я не	1	2
181	что можно	1	2
182	не знают	1	2
183	форм в	1	2
184	что этого	1	2
185	значение и	3	2
186	себе и	3	2
187	идет о	1	2
188	что касается	1	2
189	тех случаях	1	2
190	могли бы	1	2
191	и как	10	2
192	увидим что	1	2
193	но в	10	2
194	от этого	2	2
195	он не	5	2
196	как с	1	2
197	но все	5	2
198	в каждом	1	2
199	как они	1	2
200	лишь в	6	2
201	здесь только	2	2
202	ни в	8	2
203	для них	3	2
204	социального целого	1	2
205	как и	8	2
206	между собою	1	2
207	одного и	5	2
208	и еще	2	2
209	и при	1	2
210	в своей	2	2
211	не столько	1	2
212	вопрос о	2	2
213	что было	3	2
214	и более	1	2
215	том же	2	2
216	вместе со	1	2
217	по себе	2	2
218	до конца	4	2
219	иной раз	1	2
220	в то	9	2
221	как о	1	2
222	не имеет	4	2
223	ничего не	9	2
224	что их	1	2
225	дело не	1	2
226	никогда не	2	2
227	же время	9	2
228	на те	1	2
229	не является	2	2
230	не могут	3	2
231	когда мы	1	2
232	во все	2	2
233	слова но	1	2
234	к жизни	2	2
235	если мы	2	2
236	что все	2	2
237	и сами	1	2
238	о власти	1	2
239	чтобы быть	1	2
240	было в	1	2
241	разумеется что	2	2
242	одно из	3	2
243	смысле и	1	2
244	в разных	5	2
245	это было	1	2
246	в собственно	1	2
247	во втором	2	2
248	должны быть	1	2
249	исключительно лишь	1	2
250	тот же	1	2
251	действие в	1	2
252	и того	6	2
253	как я	1	2
254	и конкретном	1	2
255	в стороне	2	2
256	поэтому необходимо	1	2
257	же и	2	2
258	конечно не	4	2
259	в большинстве	1	2
260	то и	1	2
261	ни одного	1	2
262	когда оно	1	2
263	был бы	3	2
264	здесь как	2	2
265	начался процесс	1	2
266	были бы	1	2
267	большое значение	1	2
268	в каком	2	2
269	только к	3	2
270	а на	1	2
271	о чем	1	2
272	в это	2	2
273	может иметь	1	2
274	мы говорим	1	2
275	в иных	1	2
276	к своему	2	2
277	говоря об	1	2
278	этом случае	1	2
279	между прочим	1	2
280	в более	2	2
281	и для	4	2
282	случаях когда	1	2
283	живет и	1	2
284	уже на	2	2
285	или в	3	2
286	для нас	2	2
287	и все	6	2
288	лишь как	2	2
289	тем более	1	2
290	между ними	3	2
291	себя самого	1	2
292	в последнем	1	2
293	ее в	2	2
294	я и	1	1
295	смысле слова	2	1
296	же как	2	1
297	связана с	1	1
298	для себя	7	1
299	тех же	2	1
300	к своей	2	1
301	на деле	1	1
302	не меняется	3	1
303	из самых	1	1
304	ту же	2	1
305	в строгом	2	1
306	ведь и	1	1
307	собою в	1	1
308	есть не	3	1
309	на материале	2	1
310	жизни по	2	1
311	и ничего	1	1
312	с более	1	1
313	не приходится	1	1
314	большую роль	3	1
315	именно к	1	1
316	который был	1	1
317	из того	1	1
318	мы и	4	1
319	и со	1	1
320	это время	7	1
321	их вообще	1	1
322	всем этим	3	1
323	не был	1	1
324	время в	6	1
325	жизни данного	1	1
326	в различных	2	1
327	события в	1	1
328	что люди	1	1
329	то он	1	1
330	пассивным и	1	1
331	в быту	3	1
332	я так	1	1
333	к ним	2	1
334	его во	1	1
335	с совершенно	1	1
336	менее всего	1	1
337	отношение к	2	1
338	отличие от	2	1
339	можно прямо	2	1
340	она есть	1	1
341	не оказалось	1	1
342	форме и	1	1
343	не входят	2	1
344	мы также	1	1
345	перед нами	1	1
346	вопросом о	1	1
347	увы они	1	1
348	по пути	1	1
349	п наконец	1	1
350	это просто	1	1
351	моментов в	1	1
352	ее целом	2	1
353	со своей	3	1
354	ни один	1	1
355	в чем	2	1
356	в нашем	2	1
357	бы не	1	1
358	выражение в	2	1
359	громадная роль	1	1
360	отчасти и	1	1
361	в дальнейшем	6	1
362	имеем в	1	1
363	были связаны	1	1
364	и те	3	1
365	как он	2	1
366	но на	4	1
367	его но	3	1
368	сравнительно небольших	1	1
369	а вовсе	1	1
370	широком смысле	2	1
371	сомнений и	1	1
372	не следует	1	1
373	все другие	2	1
374	всех этих	5	1
375	его зрелости	1	1
376	он должен	2	1
377	что еще	1	1
378	и вот	1	1
379	вообще не	3	1
380	нельзя забывать	1	1
381	и по	2	1
382	лишь с	1	1
383	в большой	1	1
384	без исключения	1	1
385	одно и	3	1
386	связанные с	1	1
387	в совершенно	1	1
388	есть все	1	1
389	конечно в	1	1
390	об этом	2	1
391	особенности в	1	1
392	них не	1	1
393	на этой	4	1
394	в данной	2	1
395	на протяжении	1	1
396	на почве	2	1
397	лишь на	1	1
398	и основные	1	1
399	чаще всего	1	1
400	в жизни	6	1
401	говорим о	1	1
402	бы совершенно	2	1
403	нет в	2	1
404	бытие и	1	1
405	она и	1	1
406	на второй	1	1
407	далеко не	2	1
408	бы было	1	1
409	для своего	1	1
410	его все	1	1
411	и уже	3	1
412	прямое и	1	1
413	строгом смысле	2	1
414	в научной	1	1
415	раз и	2	1
416	стороне от	1	1
417	на первый	1	1
418	эта черта	3	1
419	наблюдает и	2	1
420	наших дней	1	1
421	оказывается что	2	1
422	в отличие	2	1
423	своего рода	1	1
424	должны были	1	1
425	основного сюжета	1	1
426	точку зрения	2	1
427	но он	2	1
428	друг другу	2	1
429	но они	3	1
430	с такими	1	1
431	что этот	1	1
432	в честь	2	1
433	в историческом	1	1
434	вернемся к	1	1
435	ничего нового	1	1
436	с повторяющимися	1	1
437	особых форм	2	1
438	в процессе	4	1
439	например что	1	1
440	дом отца	1	1
441	составные элементы	1	1
442	та или	1	1
443	их значение	1	1
444	греческого и	1	1
445	не могло	5	1
446	правда в	1	1
447	дело в	2	1
448	одна из	2	1
449	находятся в	1	1
450	или иная	1	1
451	как она	2	1
452	она имеет	1	1
453	и после	1	1
454	но дело	2	1
455	самосознание вовсе	1	1
456	конечно и	4	1
457	ч i	2	1
458	такие же	1	1
459	мы встречаем	2	1
460	xx века	1	1
461	все то	2	1
462	одном ряду	1	1
463	выход из	2	1
464	есть только	2	1
465	могут быть	5	1
466	здесь совершенно	2	1
467	как только	1	1
468	различных типов	1	1
469	той или	2	1
470	они и	1	1
471	свое значение	1	1
472	когда они	1	1
473	где он	1	1
474	толчок к	1	1
475	касается до	1	1
476	и самое	1	1
477	как мы	14	1
478	в ее	6	1
479	на основе	2	1
480	совершенно ясно	1	1
481	и от	1	1
482	в каких	1	1
483	необходимости и	1	1
484	все содержание	1	1
485	в себя	1	1
486	ее но	1	1
