N	3gram	Bakhtin_Fr_4	Analitik
1	в том что	1	7
2	с другой стороны	3	5
3	о том что	2	5
4	в свою очередь	1	4
5	и того же	1	3
6	до известной степени	1	3
7	в данном случае	1	3
8	то же время	8	3
9	в то же	8	3
10	одного и того	1	3
11	к тому же	1	3
12	в этом отношении	1	3
13	дело в том	1	2
14	подобно тому как	3	2
15	с точки зрения	2	2
16	при этом он	1	2
17	в отличие от	1	2
18	с одной стороны	2	2
19	в конечном счете	1	2
20	можно сказать что	1	2
21	если бы он	1	1
22	существенно связаны с	1	1
23	при каких обстоятельствах	1	1
24	на самом деле	1	1
25	и так сказать	1	1
26	до сих пор	1	1
27	таким образом в	3	1
28	есть на самом	1	1
29	с тех пор	1	1
30	со всех сторон	1	1
31	же время они	1	1
32	как раз в	1	1
33	в самом начале	1	1
34	не только в	2	1
35	так и в	1	1
36	а с другой	1	1
37	и как бы	1	1
38	по природе своей	1	1
39	в связи с	1	1
40	в полной мере	1	1
41	лицом к лицу	1	1
42	для того чтобы	3	1
43	прежде всего к	1	1
44	один и тот	2	1
45	не может быть	1	1
46	в этом же	1	1
47	при этом и	1	1
48	и т.п в	2	1
49	то есть в	2	1
50	и каким образом	1	1
51	в большинстве случаев	5	1
52	но дело в	1	1
53	в особенности же	1	1
54	что и в	1	1
55	и тот же	2	1
56	с его веселым	1	1
