N	3gram	Bakhtin_Fr_1	Tvorches
1	в то же	1	13
2	то же время	1	12
3	в том что	6	6
4	по нашему мнению	1	5
5	но в то	1	4
6	дело в том	2	3
7	это как бы	1	3
8	это уже не	3	2
9	на первом плане	1	2
10	на самом деле	2	2
11	не только в	1	2
12	на протяжении всего	2	2
13	можно сказать что	1	2
14	еще далеко не	1	1
15	между прочим в	1	1
16	прежде всего на	2	1
17	чуть ли не	1	1
18	имеем в виду	1	1
19	в настоящее время	1	1
20	в отрыве от	2	1
21	он в сущности	1	1
22	по отношению к	1	1
23	до сих пор	4	1
24	в мировой литературе	1	1
25	в своей книге	2	1
26	и в других	2	1
27	сами по себе	1	1
28	в отличие от	4	1
29	на самом же	3	1
30	но все это	1	1
31	не могут быть	1	1
32	к человеку и	1	1
33	это вовсе не	1	1
34	с самим собой	1	1
35	и далеко не	1	1
36	некоторые из них	1	1
37	все более и	1	1
38	уже говорили что	2	1
39	он видит в	1	1
40	все это в	1	1
41	отношений между людьми	1	1
42	он вовсе не	1	1
43	это прежде всего	1	1
44	с одной стороны	2	1
45	в xix веке	1	1
46	а как бы	1	1
47	но при этом	1	1
48	xix века между	1	1
49	в известном смысле	1	1
50	в связи с	1	1
51	мы уже говорили	7	1
52	и в романе	1	1
53	самом же деле	3	1
54	отвлеченной мысли и	1	1
55	бросается в глаза	1	1
56	их неразрывном единстве	1	1
57	в их неразрывном	1	1
58	можно только в	1	1
59	можно жить только	1	1
60	связанные с ними	1	1
61	и превращается в	1	1
62	более и более	1	1
63	мысли и не	1	1
64	в более широком	1	1
65	мы имеем в	1	1
66	с другой стороны	1	1
67	но это не	1	1
68	в отношении к	1	1
69	и движущая сила	1	1
70	он перестает быть	1	1
71	к тому же	1	1
72	мировой литературы с	1	1
