N	2gram	Tiupa_Anal_2	slovoVRo
1	и в	16	41
2	в нем	1	30
3	и т	1	28
4	то есть	9	26
5	в романе	1	21
6	могут быть	10	19
7	во всех	4	17
8	не только	16	16
9	и не	12	16
10	точки зрения	4	16
11	языка в	1	16
12	но и	12	16
13	а не	10	15
14	то же	4	14
15	и на	6	14
16	в то	2	14
17	и его	4	14
18	в пределах	9	14
19	может быть	6	14
20	не может	4	14
21	слова и	1	13
22	в сущности	4	13
23	в его	2	13
24	в этом	18	12
25	же время	2	12
26	языка и	2	12
27	как бы	10	12
28	так и	15	11
29	слово в	1	10
30	поэтического слова	1	9
31	себя в	2	9
32	все эти	1	9
33	таким образом	2	9
34	той или	3	9
35	или иной	3	9
36	как в	4	8
37	но в	6	8
38	на его	3	8
39	с точки	2	8
40	как мы	3	8
41	или в	3	8
42	может не	1	8
43	слова в	1	8
44	прежде всего	3	8
45	чужих слов	1	7
46	в своей	2	7
47	не в	4	7
48	вовсе не	2	7
49	с ним	2	7
50	они могут	1	7
51	на фоне	3	7
52	все они	1	7
53	того же	4	6
54	при этом	10	6
55	это не	1	6
56	в них	1	6
57	к своему	2	6
58	в отношении	1	6
59	слова как	1	6
60	только в	4	6
61	и даже	9	6
62	к чужому	1	6
63	а в	3	6
64	отношении к	1	6
65	в каждый	1	5
66	и к	5	5
67	в самом	6	5
68	он в	4	5
69	так сказать	1	5
70	далеко не	1	5
71	все это	4	5
72	со своим	3	5
73	к нему	1	5
74	как его	1	5
75	с другой	6	5
76	еще более	2	5
77	почти вовсе	1	5
78	по преимуществу	4	4
79	еще не	2	4
80	с его	1	4
81	за пределы	4	4
82	данный момент	1	4
83	перед нами	1	4
84	и наконец	1	4
85	в которой	1	4
86	всех этих	1	4
87	не как	1	4
88	в каждом	1	4
89	лишь в	9	4
90	входит в	1	4
91	как и	14	4
92	автора и	3	4
93	в их	3	4
94	к предмету	2	4
95	речи в	2	4
96	том же	1	4
97	и для	2	4
98	с ее	2	4
99	ничего не	9	4
100	о нем	1	4
101	все его	1	4
102	один из	2	4
103	оно и	1	4
104	ли он	1	4
