N	2gram	Trubetskoy_1	Vladivir
1	и в	26	40
2	то что	7	28
3	не только	10	25
4	и не	8	25
5	учение о	4	24
6	у него	1	24
7	то есть	4	24
8	том что	7	18
9	в том	11	18
10	но и	9	18
11	еще и	1	18
12	что в	9	17
13	в этом	15	16
14	в его	5	14
15	так что	3	14
16	не может	4	14
17	в виде	4	13
18	точки зрения	13	13
19	только в	4	13
20	в конце	6	12
21	а именно	1	12
22	сказать что	2	12
23	никогда не	5	11
24	потому что	7	11
25	таким образом	22	11
26	о том	6	11
27	ни в	1	10
28	тем не	3	10
29	и его	1	10
30	не есть	1	10
31	прежде всего	2	10
32	как раз	1	10
33	и потому	6	10
34	это есть	1	10
35	уже не	3	9
36	что это	3	9
37	в себе	6	9
38	и с	10	9
39	в своей	1	9
40	не менее	3	9
41	в своем	3	8
42	в этой	4	8
43	он не	4	8
44	не был	1	8
45	и что	4	8
46	а также	2	8
47	для него	3	8
48	может быть	10	8
49	а не	5	8
50	так же	5	8
51	и как	3	7
52	и если	3	7
53	что все	4	7
54	с тем	18	7
55	как и	1	7
56	несмотря на	6	7
57	в то	4	7
58	что и	6	7
59	того что	3	7
60	так как	9	7
61	вместе с	15	7
62	к тому	6	7
63	а в	4	7
64	в своих	1	7
65	смысле слова	1	6
66	оно есть	1	6
67	и на	2	6
68	кроме того	1	6
69	то в	1	6
70	с точки	6	6
71	по себе	1	6
72	иной раз	2	6
73	в смысле	4	6
74	и это	2	6
75	и от	4	6
76	так и	6	6
77	и здесь	2	6
78	и даже	3	6
79	если не	2	6
80	да и	1	6
81	но это	1	6
82	хотя бы	3	6
83	отношения к	1	5
84	мы уже	1	5
85	в ней	1	5
86	совсем не	1	5
87	более или	5	5
88	все эти	6	5
89	тоже не	1	5
90	тому же	5	5
91	должно быть	1	5
92	или менее	5	5
93	но если	2	5
94	в отношении	6	5
95	тем что	1	5
96	ничего не	1	5
97	у нас	1	5
98	ничего общего	2	5
99	для себя	1	5
100	с другой	8	5
101	конце концов	3	5
102	что он	4	5
103	только на	1	5
104	в одном	3	5
105	не было	2	5
106	в данном	1	5
107	это учение	1	5
108	в самом	4	4
109	то же	4	4
110	и о	3	4
111	но даже	1	4
112	еще не	2	4
113	но не	8	4
114	все же	6	4
115	но в	7	4
116	бы и	1	4
117	на то	2	4
118	было бы	1	4
119	чем в	1	4
120	такой же	1	4
121	в котором	4	4
122	даже в	1	4
123	не имеет	5	4
124	учения о	1	4
125	в каком	1	4
126	то время	1	4
127	в глаза	1	4
128	не с	2	4
129	она была	1	4
130	при помощи	1	4
131	а с	7	4
132	и все	2	4
133	него в	1	4
134	в течение	4	4
135	по существу	2	4
136	в результате	3	4
137	мы должны	6	4
138	точно так	3	4
139	же как	3	3
140	мы имеем	2	3
141	которое в	1	3
142	всего существующего	1	3
143	здесь не	1	3
144	бы то	2	3
145	в чем	1	3
146	отличие от	1	3
147	не удалось	1	3
148	и у	8	3
149	уже в	2	3
150	из этих	10	3
151	с их	1	3
152	в нем	4	3
153	при этом	3	3
154	в россии	2	3
155	но все	7	3
156	то ни	2	3
157	в качестве	3	3
158	это было	1	3
159	это не	1	3
160	далеко не	4	3
161	в отличие	1	3
162	не в	2	3
163	этих трех	1	3
164	того чтобы	5	3
165	отличается от	2	3
166	в виду	2	3
167	если бы	3	3
168	настоящее время	1	3
169	к нему	7	3
170	что здесь	1	3
171	как нечто	1	3
172	с одной	7	3
173	ни с	1	3
174	мы знаем	1	3
175	не так	1	3
176	всяком случае	6	3
177	и только	4	3
178	человека и	1	3
179	именно в	2	3
180	в связи	3	3
181	мы видели	2	3
182	одной стороны	7	3
183	как бы	12	3
184	же самое	2	3
185	но для	1	3
186	и для	5	3
187	нельзя сказать	1	3
188	в настоящее	1	3
189	же в	1	3
190	три категории	1	3
191	как на	8	3
192	в таком	3	3
193	во всяком	6	3
194	в этот	1	2
195	и этот	1	2
196	и за	1	2
197	есть не	1	2
198	мы не	1	2
199	совершенно так	1	2
200	греков и	1	2
201	в сущности	1	2
202	время как	1	2
203	не вполне	3	2
204	мы и	1	2
205	при таких	1	2
206	он сам	1	2
207	быть в	1	2
208	что его	1	2
209	данном случае	1	2
210	в сторону	1	2
211	к богу	3	2
212	а и	1	2
213	этого последнего	2	2
214	его учение	1	2
215	общего с	2	2
216	с этим	1	2
217	что касается	1	2
218	и наконец	2	2
219	это тоже	1	2
220	и к	5	2
221	от этого	1	2
222	только то	1	2
223	в которой	3	2
224	так или	3	2
225	в нашем	1	2
226	есть о	1	2
227	что она	1	2
228	творца и	2	2
229	как с	1	2
230	если они	1	2
231	не к	2	2
232	не как	2	2
233	в силу	5	2
234	и по	4	2
235	отчет в	1	2
236	должен был	4	2
237	в жизни	1	2
238	о которых	1	2
239	таком случае	1	2
240	в этих	4	2
241	к тем	1	2
242	и сейчас	2	2
243	с виду	1	2
244	взгляд на	2	2
245	в их	1	2
246	все и	1	2
247	оказывается что	3	2
248	и более	1	2
249	иметь в	1	2
250	найти в	1	2
251	в разных	2	2
252	же время	2	2
253	по своей	2	2
254	связи с	9	2
255	может показаться	1	2
256	бог и	1	2
257	не могут	2	2
258	той или	2	2
259	не существует	1	2
260	всей своей	1	2
261	роль в	1	2
262	в мире	5	2
263	можно только	2	2
264	больше чем	2	2
265	его в	1	2
266	путь к	3	2
267	эта сила	1	2
268	видели выше	1	2
269	бы в	1	2
270	быть и	2	2
271	но с	3	2
272	одной из	5	2
273	что даже	1	2
274	и так	1	2
275	не можем	1	2
276	в нашей	1	2
277	в начале	2	2
278	свидетельствует о	2	2
279	из них	7	2
280	себе в	1	2
281	могло бы	1	2
282	друг друга	1	2
283	бытия и	1	2
284	только с	1	2
285	за границу	1	2
286	заметить что	1	2
287	и вместе	4	2
288	для того	5	2
289	или иначе	3	2
290	что учение	1	2
291	человек есть	1	2
292	то по	1	2
293	выше всех	1	2
294	что мы	2	2
295	как не	1	2
296	нет ничего	1	2
297	в европе	1	2
298	на почве	1	2
299	таких условиях	1	2
300	с этой	3	2
301	является для	1	2
302	всей этой	1	2
303	в одно	2	2
304	не является	1	2
305	которых он	1	2
306	но такой	1	2
307	то не	1	2
308	но когда	2	2
309	ни к	1	2
310	этом отношении	2	2
311	только что	2	2
312	все они	1	2
313	на более	1	2
314	другой стороны	1	2
315	совершенно не	1	2
316	того же	6	2
317	к его	2	2
318	жизни а	1	2
319	из этого	2	2
320	с его	2	2
321	к этой	1	2
322	ни на	1	2
323	к этому	3	2
324	пор не	1	1
325	а между	1	1
326	как известно	1	1
327	можно говорить	1	1
328	речь идет	1	1
329	в сфере	1	1
330	чтобы не	1	1
331	рассматривается как	1	1
332	начинается с	1	1
333	себя как	1	1
334	живое существо	1	1
335	ix в	1	1
336	это и	1	1
337	что дает	1	1
338	и есть	1	1
339	жизни по	2	1
340	к учению	1	1
341	все те	1	1
