N	4gram	Voloshinov_2	EvropaiC
1	одного и того же	4	3
2	несмотря на то что	1	2
3	бы то ни было	4	2
4	в то же время	8	2
5	дело в том что	1	1
6	одно и то же	3	1
7	мы уже говорили что	1	1
8	уже о том что	1	1
9	говоря уже о том	1	1
10	и не может быть	1	1
11	в том числе и	1	1
12	общи у него с	1	1
13	не только по отношению	1	1
14	тем не менее в	1	1
15	в том что он	2	1
16	из поколения в поколение	1	1
17	только по отношению к	1	1
18	во всяком случае за	1	1
19	в этом последнем случае	1	1
20	а может быть и	1	1
21	то же самое что	1	1
22	но для того чтобы	1	1
23	вступить в противоречие с	1	1
24	приводит к тому что	1	1
25	в широком смысле слова	1	1
26	не говоря уже о	1	1
