N	2gram	Tiupa_Lite_1	Myshleni
1	в том	16	42
2	том что	14	35
3	таким образом	3	25
4	в этом	12	24
5	точки зрения	6	24
6	в качестве	17	21
7	и в	8	20
8	что в	3	19
9	в основе	3	17
10	то же	5	16
11	не только	24	15
12	то что	10	15
13	что они	1	14
14	мышления и	2	14
15	как мы	1	13
16	в их	3	12
17	при этом	19	12
18	может быть	13	12
19	с другой	3	12
20	потому что	3	12
21	с точки	2	11
22	в его	7	11
23	в целом	8	11
24	и то	2	10
25	на основе	1	10
26	в себе	7	10
27	в отношении	1	10
28	того что	6	10
29	только в	8	10
30	если мы	1	10
31	так как	1	10
32	того же	2	9
33	могли бы	1	9
34	и как	1	9
35	как и	6	9
36	между тем	2	9
37	что и	1	9
38	тот же	1	9
39	с одной	2	9
40	слова в	1	9
41	одной стороны	2	9
42	как это	8	9
43	другой стороны	1	9
44	но и	17	9
45	и тем	4	8
46	было бы	2	8
47	тогда когда	1	8
48	и что	1	8
49	вместе с	1	8
50	и не	12	8
51	самом деле	2	7
52	один и	1	7
53	в своей	4	7
54	значение слова	1	7
55	и более	1	7
56	тем самым	5	7
57	с другом	1	7
58	могут быть	2	7
59	тем что	2	7
60	этом отношении	2	7
61	а не	16	7
62	как бы	7	7
63	же как	1	6
64	в самом	3	6
65	той же	3	6
66	и на	1	6
67	тому же	2	6
68	с тем	1	6
69	одного и	1	6
70	к одному	1	6
71	по своей	3	6
72	к тому	2	6
73	можно было	2	6
74	в силу	4	6
75	его в	3	6
76	что он	5	6
77	уже в	5	6
78	не может	5	6
79	такого рода	10	6
80	сказать что	1	6
81	как в	5	5
82	все же	4	5
83	перед нами	1	5
84	целый ряд	1	5
85	в действительности	1	5
86	все эти	2	5
87	на то	1	5
88	это не	4	5
89	и того	2	5
90	и тому	1	5
91	в уме	4	5
92	и его	4	5
93	не является	2	5
94	никогда не	4	5
95	так и	4	5
96	если бы	1	5
97	о том	2	5
98	мы можем	1	5
99	в частности	15	5
100	что такое	2	5
101	тем же	3	4
102	в сущности	2	4
103	в своем	11	4
104	как уже	1	4
105	в нашем	1	4
106	как он	2	4
107	ключ к	1	4
108	состоит в	11	4
109	и с	1	4
110	с этой	5	4
111	на первый	1	4
112	в ходе	1	4
113	не в	8	4
114	на один	2	4
115	роль в	2	4
116	на том	2	4
117	и только	2	4
118	только что	1	4
119	в сознании	2	4
120	по выражению	2	4
121	из них	4	4
