N	2gram	Vygotskiy__1	Sotsiolo
1	все это	6	7
2	в том	24	5
3	в этом	17	5
4	не только	16	3
5	и в	23	3
6	не в	4	3
7	в его	14	3
8	за пределы	2	2
9	как только	1	2
10	но и	14	2
11	конце концов	1	2
12	и мы	3	2
13	было бы	4	2
14	в смысле	2	2
15	только в	6	2
16	нашей науки	2	2
17	нужно было	1	2
18	в результате	4	2
19	тем более	5	2
20	том что	21	2
21	в частности	2	2
22	как будто	1	2
23	то что	17	2
24	главным образом	2	2
25	или даже	2	2
26	и что	5	2
27	еще не	1	2
28	только как	1	2
29	таким образом	26	2
30	отношению к	7	2
31	в конце	2	2
32	что в	14	2
33	может быть	14	2
34	как бы	11	2
35	по отношению	7	2
36	очевидно что	1	2
37	и заключается	1	2
38	по существу	4	2
39	то же	8	2
40	друг от	3	1
41	крайней мере	1	1
42	что все	4	1
43	опираясь на	1	1
44	нашей работы	8	1
45	наконец в	2	1
46	по себе	5	1
47	даже в	2	1
48	сама по	1	1
49	принять его	1	1
50	в этой	7	1
51	тому что	5	1
52	отнюдь не	1	1
53	эти два	1	1
54	и должны	2	1
55	утверждает в	1	1
56	этой области	1	1
57	которая должна	1	1
58	на все	3	1
59	результате его	1	1
60	ибо по	1	1
61	стоит только	4	1
62	с другой	10	1
63	только для	3	1
64	это не	1	1
65	на этот	3	1
66	именно в	6	1
67	в чем	4	1
68	значении слова	2	1
69	все же	3	1
70	один из	2	1
71	перед нами	5	1
72	психологии и	1	1
73	в то	7	1
74	мысли в	5	1
75	это дает	1	1
76	и наконец	2	1
77	только то	1	1
78	а с	4	1
79	тем что	6	1
80	работах и	1	1
81	работы как	1	1
82	вопросом о	1	1
83	и как	5	1
84	в процессе	8	1
85	что эти	2	1
86	что он	7	1
87	прежде всего	10	1
88	бы он	2	1
89	слова но	1	1
90	области знания	1	1
91	в них	2	1
92	так и	5	1
93	не было	1	1
94	одной стороны	9	1
95	и не	9	1
96	в любой	1	1
97	полагает что	3	1
98	методологической системы	1	1
99	существу дела	2	1
100	никогда не	2	1
101	на основании	5	1
102	зависит от	1	1
103	он по	1	1
104	мы не	7	1
105	это как	1	1
106	же время	2	1
107	ничего не	3	1
108	влияет на	1	1
109	раньше всего	3	1
110	связь между	6	1
111	все эти	4	1
112	что метод	1	1
113	именно на	1	1
114	как и	14	1
115	между собой	5	1
116	бы в	5	1
117	без этого	2	1
118	с помощью	13	1
119	для этого	5	1
120	иначе говоря	2	1
121	она должна	4	1
122	этих вопросов	1	1
123	мы должны	5	1
124	из современных	2	1
125	первый план	2	1
126	остается в	1	1
127	в сущности	6	1
128	благодаря тому	2	1
129	вот в	1	1
130	против этого	1	1
131	на первый	2	1
132	и его	6	1
133	в этих	2	1
134	связи с	3	1
135	от друга	3	1
136	хотя бы	4	1
137	в целом	20	1
138	от общих	1	1
139	не может	12	1
140	в своей	4	1
141	только тогда	2	1
142	а в	2	1
143	не способен	1	1
144	что она	4	1
145	о том	6	1
146	обобщения которые	1	1
147	по самому	1	1
148	не дает	1	1
149	в области	3	1
150	раскрыть перспективы	1	1
151	к изучению	2	1
152	и потому	2	1
153	представить себе	5	1
154	больше того	2	1
155	он ни	1	1
156	факта что	3	1
157	мы думаем	2	1
158	в котором	4	1
159	никак не	1	1
160	в строгом	1	1
161	между ними	2	1
162	это неизбежно	1	1
163	происходит не	1	1
164	всему этому	1	1
165	него для	1	1
166	представляется нам	1	1
167	единства и	1	1
168	все то	1	1
169	может не	3	1
170	столь же	6	1
171	всяком случае	3	1
172	когда мы	1	1
173	в силу	6	1
174	на психологию	1	1
175	в область	1	1
176	в конечном	1	1
177	его построения	2	1
178	что это	3	1
179	вовсе не	3	1
180	новое и	1	1
181	ли не	1	1
182	но сам	1	1
183	на отдельные	3	1
184	же самое	3	1
185	с одной	8	1
186	может служить	1	1
187	в заключение	1	1
188	но не	4	1
189	у него	1	1
190	для изучения	1	1
191	в виде	2	1
192	любой области	1	1
193	в данном	2	1
194	между тем	9	1
195	вытекающих из	1	1
196	конечном счете	1	1
197	по крайней	1	1
198	и более	5	1
199	тем именно	1	1
200	во всяком	3	1
201	и будет	1	1
202	это значит	1	1
