N	2gram	Medvedev_F_2	Istorich
1	т е	26	29
2	что он	5	24
3	и т	14	19
4	не только	9	18
5	т д	5	18
6	может быть	23	17
7	мы имеем	1	15
8	и в	38	15
9	никогда не	2	15
10	так как	4	14
11	но и	13	14
12	так же	1	13
13	знаем что	1	12
14	что в	7	12
15	то что	6	12
16	а в	6	12
17	в этом	27	11
18	в этих	2	11
19	мы знаем	3	11
20	и не	20	11
21	то же	6	10
22	что они	4	10
23	его в	3	10
24	все же	8	9
25	в другом	1	9
26	с тем	11	9
27	и здесь	3	9
28	потому что	2	9
29	должны были	2	8
30	он не	6	8
31	связи с	13	8
32	в сказках	1	8
33	один из	2	8
34	мы увидим	1	8
35	в нем	13	7
36	таким образом	20	7
37	том что	2	7
38	не в	15	7
39	ничего не	4	7
40	и пр	21	7
41	вместе с	6	7
42	сих пор	1	7
43	связана с	1	6
44	то это	3	6
45	но в	4	6
46	что это	3	6
47	в его	10	6
48	что и	8	6
49	так что	1	6
50	до сих	1	6
51	как бы	4	6
52	в том	11	6
53	только в	6	6
54	же как	3	5
55	и есть	1	5
56	как в	4	5
57	с этим	5	5
58	и наконец	4	5
59	имеем в	1	5
60	но все	3	5
61	было бы	6	5
62	в котором	2	5
63	на него	1	5
64	можно было	1	5
65	так и	8	5
66	говорят что	1	5
67	она не	2	5
68	к нему	3	5
69	прежде всего	15	5
70	к которому	1	5
71	а не	6	5
72	в связи	10	5
73	не может	14	5
74	этом случае	1	5
75	к тому	4	5
76	эти случаи	1	4
77	в ней	6	4
78	и на	3	4
79	в одной	2	4
80	в себе	1	4
81	этот случай	1	4
82	все эти	6	4
83	в этой	6	4
84	при этом	9	4
85	они должны	2	4
86	и с	9	4
87	вопрос о	1	4
88	не будем	1	4
89	но он	1	4
90	но они	1	4
91	для нас	1	4
92	о нем	1	4
93	с одной	1	4
94	пока не	1	4
95	тем что	8	4
96	и др	3	4
97	связь с	1	4
98	но это	2	4
99	как она	2	4
100	мы должны	1	4
101	одной из	1	4
102	и другие	2	4
103	они не	4	4
104	мы не	3	3
105	не происходит	2	3
106	он был	2	3
107	увидим что	1	3
108	он в	2	3
109	из этих	3	3
110	как он	1	3
111	на то	1	3
112	всех этих	3	3
113	должен был	2	3
114	он и	3	3
115	хотя в	1	3
116	в их	6	3
117	и его	21	3
118	как будто	1	3
119	и это	2	3
120	в каких	2	3
121	так в	3	3
122	роль в	3	3
123	о том	1	3
124	должно было	3	3
125	а именно	2	3
126	если это	2	3
127	того что	3	3
128	в качестве	2	3
129	же и	2	3
130	в других	7	3
131	превращаться в	1	3
132	одной стороны	1	3
