N	2gram	Nazirov_Vr_1	Psycholo
1	то что	7	37
2	и в	8	30
3	в том	3	27
4	что в	7	24
5	и что	8	23
6	потому что	1	23
7	том что	3	21
8	таким образом	2	20
9	как бы	4	19
10	на то	3	17
11	что он	4	17
12	не только	9	16
13	в этом	8	14
14	в самом	1	14
15	как раз	2	13
16	так же	4	13
17	вместе с	2	12
18	может быть	4	11
19	как на	1	11
20	о том	4	10
21	и то	2	9
22	никогда не	2	9
23	с другой	1	9
24	не может	2	9
25	что это	1	8
26	при этом	4	8
27	заключается в	1	8
28	и это	2	8
29	того что	1	8
30	могут быть	1	8
31	то же	5	7
32	но не	1	7
33	все же	6	7
34	и как	3	7
35	в нем	6	7
36	точки зрения	2	7
37	совершенно прав	1	7
38	в своем	3	6
39	ясно что	1	6
40	как и	6	6
41	и его	3	6
42	о котором	1	6
43	по мнению	2	6
44	уже в	4	6
45	тем что	3	6
46	но и	7	6
47	именно в	1	6
48	и не	5	6
49	жизни и	1	6
50	и есть	1	5
51	еще не	2	5
52	о смерти	1	5
53	ответ на	2	5
54	что они	1	5
55	в себе	2	5
56	в целом	1	5
57	в этой	2	5
58	было бы	1	5
59	рядом с	2	5
60	во внимание	1	5
61	несмотря на	4	5
62	сих пор	1	5
63	только не	1	5
64	но в	6	5
65	один из	1	5
66	до сих	1	5
67	а с	2	5
68	бы в	1	5
69	другой стороны	1	5
70	в своих	4	5
71	в виду	4	4
72	в ней	4	4
73	как говорит	1	4
74	в них	2	4
75	в своей	2	4
76	не могли	1	4
77	что эта	1	4
78	из которых	1	4
79	в его	3	4
80	в него	2	4
81	только что	1	4
82	чувств и	2	4
83	в конце	3	4
84	от того	1	4
85	говорит о	1	4
86	прежде всего	1	4
87	уже давно	1	4
88	в частности	1	4
89	о чем	2	4
90	и все	7	4
91	а в	2	4
92	не есть	1	4
93	в их	1	3
94	по его	1	3
95	той же	1	3
96	полагает что	1	3
97	и о	3	3
98	первый план	1	3
99	в ее	1	3
100	энергии и	1	3
101	как в	1	3
102	и наконец	1	3
103	он не	3	3
104	в силу	1	3
105	что ни	1	3
106	одно и	1	3
107	человека в	3	3
108	об этом	5	3
109	это не	4	3
110	и уже	3	3
111	в этих	1	3
112	но он	3	3
113	одна из	2	3
114	этом отношении	1	3
115	в каком	1	3
116	так в	2	3
117	что у	3	3
118	так и	1	3
119	для него	2	3
120	у него	5	3
121	из двух	1	3
122	чем у	1	3
123	на этот	1	3
124	с которым	2	3
125	под влиянием	1	3
126	в той	2	3
127	героя в	1	3
128	для нас	4	3
129	целый ряд	4	3
130	в свою	2	3
131	это в	2	3
132	к этому	3	3
133	в таком	1	3
134	от этой	1	2
135	же как	2	2
136	того же	1	2
137	это и	1	2
138	по преимуществу	1	2
139	едва ли	1	2
140	отношения к	2	2
141	он как	1	2
142	событий и	1	2
143	и он	2	2
144	собой в	1	2
145	он был	3	2
146	с его	3	2
147	во всех	1	2
148	предположить что	1	2
149	совсем не	1	2
150	его на	2	2
151	с этим	1	2
152	в ответ	1	2
153	еще один	1	2
154	как он	1	2
155	в нашей	2	2
156	совпадают с	1	2
157	же не	2	2
158	и с	6	2
159	в глазах	2	2
160	с героем	1	2
161	из них	2	2
162	только о	1	2
163	все равно	1	2
164	одного и	1	2
165	на первый	2	2
166	в письме	5	2
167	в котором	6	2
168	с точки	2	2
169	что есть	3	2
170	от нас	1	2
171	в то	5	2
172	того как	1	2
173	в полной	1	2
174	во всем	1	2
175	ли не	1	2
176	отличается от	1	2
177	и другими	1	2
178	не с	1	2
179	еще в	1	2
180	и даже	6	2
181	ничего не	1	2
182	но мы	1	2
183	очень хорошо	2	2
184	в форме	1	2
185	и можно	1	2
186	тех пор	1	2
187	этом смысле	1	2
188	быть и	1	2
189	это же	1	2
190	в качестве	1	2
191	связи с	3	2
192	его с	2	2
193	в душе	1	2
194	мы знаем	2	2
195	мы находим	1	2
196	в одном	1	2
197	это будет	1	2
198	что тот	1	2
199	такое понимание	1	2
200	этот закон	1	2
201	до конца	1	2
202	и самый	1	2
203	в рассказе	1	2
204	с помощью	1	2
205	он ставит	1	2
206	все это	4	2
207	которых он	1	2
208	конце концов	1	2
209	же в	2	2
210	давно уже	3	2
211	в романе	6	2
212	бы его	1	2
213	из этого	1	2
214	себе не	1	2
215	речь идет	3	1
216	одним из	3	1
217	этого романа	1	1
218	шаг за	1	1
219	идет о	1	1
220	случае о	1	1
221	не принимая	1	1
222	из всех	1	1
223	и спросить	1	1
224	с необычайным	1	1
225	на место	2	1
226	развитие в	1	1
227	роман в	1	1
228	в составе	1	1
229	был еще	1	1
230	разобраться в	1	1
231	на них	1	1
