N	3gram	Bakhtin_Fr_2	Vladivir
1	там же с	2	10
2	в том что	1	9
3	во всяком случае	2	6
4	содержит в себе	2	4
5	в те времена	1	3
6	дело в том	1	3
7	с точки зрения	5	3
8	на французском языке	1	3
9	в то же	6	3
10	в конце концов	1	3
11	то же время	6	3
12	о том что	3	3
13	т ii с	1	2
14	на то что	1	2
15	в настоящее время	1	2
16	в том же	1	2
17	как мы сказали	1	2
18	в том чтобы	1	2
19	не только в	5	2
20	года то есть	1	2
21	мы будем говорить	1	2
22	и как мы	1	2
23	во второй половине	1	2
24	после того как	1	2
25	до некоторой степени	1	2
26	как мы видели	2	2
27	в году оно	1	1
28	этом отношении он	1	1
29	что он пишет	1	1
30	в году когда	1	1
31	потому что в	1	1
32	прежде всего на	1	1
33	оно вышло в	1	1
34	мы уже сказали	1	1
35	но даже и	2	1
36	также и в	1	1
37	и в более	1	1
38	конце концов с	1	1
39	в этом случае	1	1
40	до сих пор	4	1
41	и в то	2	1
42	уже после смерти	1	1
43	только то что	2	1
44	в этом отношении	3	1
45	то что в	1	1
46	в собственном смысле	2	1
47	что в нем	1	1
48	на первом плане	3	1
49	во франции и	1	1
50	не было недостатка	1	1
51	до известной степени	1	1
52	для него самого	1	1
53	но в то	3	1
54	в первый раз	1	1
55	в году в	2	1
56	том же году	1	1
57	не только как	1	1
58	здравого смысла и	2	1
59	года в году	1	1
60	из этих последних	1	1
61	в первую очередь	1	1
62	не может быть	4	1
63	в свое время	3	1
64	а в году	1	1
65	во всех своих	1	1
66	в тех же	1	1
67	и особенно в	1	1
68	прежде всего от	2	1
69	и прежде всего	1	1
70	но все же	2	1
71	можно сказать что	2	1
72	нужно сказать что	3	1
73	только тогда когда	1	1
74	как мы уже	3	1
75	для того чтобы	1	1
76	в себе в	1	1
77	но вот в	1	1
78	и вообще все	1	1
79	том что только	1	1
