N	2gram	Tiupa_Disk_1	Myshleni
1	с помощью	1	42
2	в процессе	5	27
3	и в	16	25
4	в том	23	23
5	том что	19	20
6	внутренней речи	2	19
7	таким образом	3	17
8	что в	4	17
9	с тем	1	16
10	в основе	7	16
11	как и	16	15
12	в его	7	15
13	то что	5	15
14	в этом	15	14
15	вместе с	1	14
16	между собой	2	13
17	может быть	17	13
18	в целом	4	13
19	в качестве	34	12
20	по своему	3	11
21	что они	1	10
22	перед нами	3	10
23	и что	2	10
24	что и	3	10
25	было бы	1	10
26	того что	3	10
27	только в	7	10
28	как бы	5	10
29	и не	11	10
30	мы не	1	9
31	связи с	4	9
32	заключается в	3	9
33	как в	10	9
34	как мы	2	8
35	тем что	3	8
36	не является	4	8
37	речи и	1	8
38	столь же	3	7
39	в образовании	1	7
40	по своей	11	7
41	по себе	3	7
42	в области	1	7
43	уже в	2	7
44	мы можем	1	7
45	как это	1	7
46	того же	3	6
47	совпадает с	2	6
48	и на	5	6
49	но не	11	6
50	потому что	4	6
51	как уже	3	6
52	от этого	1	6
53	представляет собой	17	6
54	не только	28	6
55	в силу	5	6
56	не может	9	6
57	мы видели	1	6
58	точки зрения	3	6
59	в отличие	5	6
60	не в	7	6
61	не менее	2	6
62	самого начала	1	6
63	с самого	1	6
64	один из	3	6
65	что он	4	6
66	отличие от	5	6
67	со всеми	1	6
68	с другой	10	6
69	в связи	1	6
70	слова и	1	6
71	в основном	1	6
72	все же	3	6
73	мы должны	1	6
74	одним из	2	5
75	с ее	2	5
76	отличаются от	1	5
77	как говорит	1	5
78	и как	6	5
79	и к	4	5
80	что это	1	5
81	что она	1	5
82	при этом	13	5
83	к одному	1	5
84	в понятии	1	5
85	и по	2	5
86	в поведении	1	5
87	тем не	1	5
88	но это	1	5
89	могут быть	4	5
90	и т.д	4	5
91	о том	8	5
92	значения и	1	5
93	так и	8	5
94	если бы	1	5
95	в этой	2	5
96	с одной	9	5
97	для него	4	5
98	именно в	3	5
99	одной стороны	9	5
100	тем же	1	4
101	мы имеем	2	4
102	мышлением в	1	4
103	еще не	14	4
104	отнюдь не	8	4
105	в своем	6	4
106	из этих	1	4
107	в известном	1	4
108	на то	1	4
109	он не	1	4
110	совпадают с	1	4
111	той же	1	4
112	и того	3	4
113	не мог	1	4
114	одного и	2	4
115	не столько	1	4
116	что с	2	4
117	в то	3	4
118	стадии развития	2	4
119	этого слова	1	4
120	никогда не	2	4
121	то и	1	4
122	не могут	1	4
123	встречается в	1	4
