N	3gram	Tiupa_Anal_2	Literetu
1	в том что	6	11
2	так или иначе	1	8
3	состоит в том	4	5
4	в отличие от	2	5
5	то же время	2	5
6	в то же	2	5
7	на наш взгляд	1	5
8	в данном случае	5	4
9	не только в	2	4
10	в связи с	1	4
11	в конечном счете	2	4
12	прежде всего в	1	3
13	с этой точки	1	3
14	этой точки зрения	1	3
15	в силу своей	1	3
16	сознания тогда как	1	3
17	ли не в	1	2
18	байрон я другой	1	2
19	факторов художественного впечатления	6	2
20	по этой причине	1	2
21	по отношению к	4	2
22	культуре уединенного сознания	1	2
23	подобно тому как	3	2
24	в своем составе	3	2
25	с точки зрения	2	2
26	в этом отношении	3	2
27	и то что	2	2
28	с одной стороны	4	2
29	между я и	1	2
30	не оставляет места	1	2
31	я не байрон	1	2
32	объекта и адресата	2	2
33	я в мире	1	2
34	эстетического субъекта и	1	2
35	о том что	6	2
36	и тем самым	2	2
37	не байрон я	1	2
38	нет я не	1	2
39	тем не менее	3	2
40	ср лермонтовское нет	1	1
41	не в состоянии	1	1
42	автора героя и	1	1
43	в эту минуту	1	1
44	литературного произведения как	1	1
45	в этом контексте	2	1
46	как уже говорилось	2	1
47	лермонтовское нет я	1	1
48	оказывается не столько	1	1
49	внутреннего я во	1	1
50	эпоха классического реализма	1	1
51	и рецептивного сознаний	1	1
52	это ни парадоксально	1	1
53	одним и тем	1	1
54	между прочим и	1	1
55	на то что	2	1
56	в ответ на	2	1
57	в соответствии с	2	1
58	как раз и	1	1
59	потому что я	1	1
60	так и не	4	1
61	имеется в виду	1	1
62	герой нашего времени	1	1
63	одну из его	1	1
64	как это было	1	1
65	максим максимыч в	1	1
66	креативного и рецептивного	1	1
67	отношения между я	1	1
68	как это ни	1	1
69	здесь далеко не	1	1
70	между тем как	1	1
71	субъекта объекта и	2	1
72	можно было бы	2	1
73	все той же	2	1
74	это открытие другого	1	1
75	рамках определенной культурной	1	1
76	том или ином	2	1
77	по крайней мере	3	1
78	особую значимость приобретает	1	1
79	характеризуется тем что	1	1
80	человеческого я в	1	1
81	тогда как в	2	1
82	в этой связи	1	1
83	в значительной степени	2	1
84	а как бы	1	1
85	а не только	2	1
86	и тем же	1	1
87	если говорить о	2	1
88	мы узнаем о	1	1
89	в самом деле	1	1
90	жизни но и	1	1
91	в отношении к	1	1
92	субъекта уединенного сознания	2	1
93	как один из	1	1
94	и в этом	4	1
95	героя и читателя	1	1
96	с действительной жизнью	1	1
97	см ниже в	1	1
98	о себе как	1	1
99	так как будто	1	1
100	что ведет к	1	1
101	субъекта и эстетического	1	1
102	оставляет места и	1	1
103	от себя к	1	1
104	в одну из	1	1
105	уже и не	1	1
106	парадигму художественности в	1	1
107	в целом ряде	1	1
108	с другой стороны	2	1
109	не может быть	1	1
110	едва ли не	2	1
111	только то что	1	1
112	освобождаясь от своего	1	1
113	нельзя сказать что	1	1
114	в диалоге с	1	1
115	и эстетического адресата	1	1
116	в свою очередь	1	1
117	рецептивное сознание читателя	1	1
118	и является по	1	1
119	не только на	1	1
120	я героя как	1	1
121	в рамках определенной	1	1
122	в целом как	1	1
123	полноценное художественное восприятие	1	1
124	во второй половине	1	1
125	конечном счете к	1	1
126	тех или иных	2	1
127	мы имеем дело	3	1
128	в полной мере	1	1
129	на смежные темы	1	1
130	к тому же	4	1
131	в равной мере	1	1
132	я во внешнем	1	1
