N	3gram	Vinokur_St_2	RusskieA
1	в том что	16	18
2	для того чтобы	5	6
3	в этом случае	1	6
4	в данном случае	1	6
5	т е в	1	5
6	и т д	6	5
7	о том что	11	4
8	так же как	3	4
9	вместе с тем	5	4
10	в отличие от	2	3
11	в советское время	1	3
12	в таком виде	1	2
13	по этому поводу	2	2
14	но вместе с	1	2
15	после того как	4	2
16	тем не менее	2	2
17	в том чтобы	1	2
18	в то время	1	2
19	так что в	1	1
20	всяком случае не	2	1
21	в том же	2	1
22	том что в	2	1
23	но все это	2	1
24	это еще не	1	1
25	на себя внимание	2	1
26	пришел к выводу	1	1
27	в это время	2	1
28	в другом месте	2	1
29	и в этом	2	1
30	как и другие	1	1
31	в первую очередь	1	1
32	и в том	1	1
33	на этом основании	1	1
34	к выводу что	1	1
35	и представляют собой	1	1
36	имея в виду	1	1
37	на то что	2	1
38	иметь в виду	3	1
39	а между тем	1	1
40	дело не в	1	1
41	те или другие	1	1
42	и все это	1	1
43	следует обратить внимание	1	1
44	т е не	1	1
45	как и вообще	1	1
46	отличие от других	1	1
47	в настоящее время	1	1
48	таким образом в	1	1
49	более или менее	2	1
50	то что в	2	1
51	ничего не говорится	1	1
52	в этом отношении	9	1
53	с того что	1	1
54	вопрос о том	3	1
55	по его мнению	1	1
56	ставит себе целью	1	1
57	в точности соответствует	1	1
58	принадлежат к числу	1	1
59	как мы видели	1	1
60	в виду что	1	1
61	не говорится о	1	1
62	в связь с	1	1
63	в деревне на	1	1
64	дело в том	4	1
65	в качестве средства	1	1
66	очень широко но	1	1
67	во всяком случае	3	1
68	в свою очередь	1	1
69	с другой стороны	3	1
