N	2gram	Propp_Isto_5	Komedia
1	и в	25	22
2	т е	16	13
3	том что	8	12
4	но и	13	11
5	в том	6	11
6	не только	13	10
7	в то	3	10
8	из них	2	10
9	и т	20	9
10	как и	7	9
11	может быть	17	9
12	таким образом	9	8
13	должны были	1	8
14	о том	7	8
15	и его	9	8
16	в одном	1	8
17	и не	11	8
18	едва ли	1	7
19	в этой	3	7
20	и других	2	7
21	то же	4	6
22	и по	2	6
23	не в	6	6
24	в конце	1	6
25	одного из	1	6
26	что он	22	6
27	такого рода	1	6
28	к тому	1	6
29	а в	3	6
30	в которой	4	6
31	что в	8	6
32	в истории	4	5
33	как в	6	5
34	то время	1	5
35	при этом	1	5
36	во время	7	5
37	потому что	7	5
38	со своим	1	5
39	еще в	2	5
40	и даже	1	5
41	один из	2	5
42	уже в	2	5
43	в его	12	5
44	прежде всего	6	5
45	о которых	2	5
46	с другой	9	5
47	все это	4	5
48	другой стороны	8	5
49	по которым	2	4
50	из его	1	4
51	время как	1	4
52	что они	1	4
53	но в	1	4
54	в греции	3	4
55	в нем	7	4
56	т д	18	4
57	и вот	1	4
58	известно что	1	4
59	несмотря на	2	4
60	точки зрения	2	4
61	в котором	1	4
62	в их	1	4
63	так как	11	4
64	как мы	5	4
65	на него	8	4
66	же время	1	4
67	так в	2	4
68	ясно что	5	4
69	а также	1	4
70	что и	6	4
71	в качестве	7	4
72	мы можем	2	4
73	тем что	10	4
74	же в	2	4
75	к этому	2	4
76	же как	4	3
77	в тех	1	3
78	мы не	5	3
79	и о	1	3
80	и на	8	3
81	как правило	1	3
82	с одной	7	3
83	в этом	10	3
84	все же	10	3
85	и как	3	3
86	можно сделать	1	3
87	в целом	3	3
88	и и	1	3
89	по имени	1	3
90	на то	2	3
91	главным образом	1	3
92	он не	4	3
93	и еще	1	3
94	здесь мы	5	3
95	и с	3	3
96	его в	9	3
97	чаще всего	1	3
98	на основании	1	3
99	и ее	1	3
100	место в	1	3
101	вопрос о	2	3
102	не менее	4	3
103	на всю	1	3
104	даже в	2	3
105	по отношению	2	3
106	того как	4	3
107	ничего не	2	3
108	в сознании	1	3
109	с участием	1	3
110	могут быть	6	3
111	и сам	2	3
112	после того	3	3
113	в частности	7	3
114	как из	1	3
115	в образе	5	3
116	тот же	1	3
117	одной из	1	3
118	только в	7	3
119	и у	1	3
120	в виде	9	3
121	отношение к	1	3
122	у него	2	3
123	после смерти	3	3
124	на олимп	1	3
125	н э	1	3
126	так же	5	3
127	как это	1	3
128	их к	1	3
129	по своему	1	3
130	одной стороны	7	3
131	в течение	2	3
132	здесь в	1	3
133	в более	3	3
134	и все	3	3
135	все остальные	1	3
136	отношению к	2	3
137	того же	2	2
138	тех же	2	2
139	здесь и	1	2
140	ту же	2	2
141	на две	1	2
142	почти всегда	1	2
143	на себя	3	2
144	это время	2	2
145	совсем не	1	2
146	отличие от	1	2
147	к сожалению	1	2
148	относится к	1	2
149	чем же	1	2
150	наряду с	4	2
151	что касается	1	2
152	в противоположность	1	2
153	и хотя	4	2
154	в самом	1	2
155	право на	1	2
156	из нескольких	1	2
157	в себе	1	2
158	только один	3	2
159	в силу	1	2
160	на этом	3	2
161	связанные с	2	2
162	было бы	1	2
163	и тем	4	2
164	были в	1	2
165	как видно	1	2
166	этим и	1	2
167	мы видели	7	2
168	такой же	2	2
169	которую он	1	2
170	всяком случае	1	2
171	но он	2	2
172	тем не	4	2
173	правда в	1	2
174	одна из	2	2
175	судя по	1	2
176	к ней	1	2
177	на те	1	2
178	ссылаясь на	1	2
179	как будто	1	2
180	ли это	1	2
181	указывает на	1	2
182	слов но	1	2
183	вывод что	1	2
184	на нем	1	2
185	в себя	3	2
186	что у	4	2
187	мог бы	1	2
188	для этого	1	2
189	образом в	2	2
190	из других	2	2
191	находится в	2	2
192	до н	1	2
193	и здесь	7	2
194	затем в	3	2
195	от них	2	2
196	в форме	3	2
197	также в	1	2
198	указывает что	1	2
199	еще не	8	2
200	даже если	1	2
201	именно на	2	2
202	в эти	1	2
203	из которых	2	2
204	а то	1	2
205	мы знаем	8	2
206	вовсе не	2	2
207	в других	2	2
208	со стороны	2	2
209	даже не	1	2
210	и из	3	2
211	до сих	2	2
212	вслед за	1	2
213	еще и	1	2
214	а сам	2	2
215	то и	1	2
216	из наиболее	1	2
217	одну из	1	2
218	не может	6	2
219	вместе с	22	2
220	но не	5	2
221	в состоянии	1	2
222	к нему	3	2
223	сих пор	2	2
224	но это	7	2
225	и таким	2	2
226	или в	6	2
227	только что	1	2
228	то что	7	2
229	е в	3	2
230	в свою	3	2
231	из своей	1	2
232	где он	1	2
233	ее в	2	2
234	в своих	1	2
235	во всяком	1	2
236	все что	1	2
237	них он	1	1
238	для жителей	1	1
239	он получает	1	1
240	также и	1	1
241	сам по	1	1
242	на самом	1	1
243	всего это	1	1
244	такое же	2	1
245	тем же	1	1
246	между двумя	1	1
247	в подземное	1	1
248	в зависимости	1	1
249	последние два	1	1
250	попали в	1	1
251	одним из	2	1
252	мы уже	4	1
253	той же	1	1
254	здесь нас	1	1
255	которым он	1	1
256	по мнению	1	1
257	ни у	1	1
258	возникла из	1	1
259	что под	1	1
260	из того	1	1
261	ему в	3	1
262	то это	3	1
263	и заставляет	1	1
264	зависимости от	1	1
265	мы здесь	4	1
266	и он	6	1
267	в судьбах	1	1
268	в ней	5	1
269	думаю что	1	1
270	подняться на	1	1
271	работы в	1	1
272	быть в	1	1
273	служит для	1	1
274	во всех	2	1
275	полет на	1	1
276	как у	2	1
277	он может	2	1
278	два основных	1	1
279	ответ на	1	1
280	очевидно что	2	1
281	а и	1	1
282	что два	1	1
283	была большая	1	1
284	том чем	1	1
285	отнюдь не	1	1
286	что во	2	1
287	с этим	5	1
288	с собой	1	1
289	дает нам	1	1
290	в своем	1	1
291	когда он	2	1
292	целый ряд	1	1
293	говорит что	1	1
294	его к	3	1
295	и к	1	1
296	над собой	1	1
297	говорится в	1	1
298	то в	2	1
299	за собой	1	1
300	и этим	2	1
301	что это	5	1
302	мы получаем	1	1
303	с места	2	1
304	представляет собой	7	1
305	он в	1	1
306	то теперь	1	1
307	одном случае	1	1
308	как хочет	1	1
309	приводит к	1	1
310	только на	1	1
311	остановиться на	1	1
312	и тот	1	1
313	быть объяснена	1	1
314	роль в	2	1
315	чем его	1	1
316	влиянием современных	1	1
317	к совершенно	1	1
318	людей из	1	1
319	с огромной	1	1
320	состоит в	1	1
321	по существу	2	1
322	д все	1	1
323	из него	2	1
324	подобно тому	1	1
325	здесь найдем	1	1
326	что она	1	1
327	но все	5	1
328	человека в	3	1
329	что все	4	1
330	человек а	1	1
331	они должны	1	1
332	об этом	2	1
333	к заключению	3	1
334	на этой	4	1
335	от земли	1	1
336	это было	2	1
337	уже знаем	1	1
338	перед нами	2	1
339	после этого	2	1
340	в жизни	1	1
341	и находит	1	1
342	который сам	1	1
343	нет в	1	1
344	героя или	1	1
345	видно как	2	1
346	а с	1	1
347	соответствии с	1	1
348	к которым	2	1
349	с тем	8	1
350	и уже	1	1
351	которой он	2	1
352	представляет себе	1	1
353	птиц в	1	1
354	ясно из	1	1
355	лучше всего	1	1
356	в этих	6	1
357	можно только	1	1
358	не так	1	1
359	но если	1	1
360	в ходе	1	1
361	почти нет	1	1
362	можно найти	2	1
363	ли можно	1	1
364	а как	2	1
365	никто не	3	1
366	попасть в	2	1
367	в город	1	1
368	этому же	1	1
369	превратилась в	1	1
370	в отличие	1	1
371	в которых	3	1
372	миф о	5	1
373	что уже	1	1
374	более подробном	1	1
375	доказывает что	1	1
376	и эти	1	1
377	на небо	6	1
378	и более	1	1
379	пришли на	1	1
380	таких случаев	1	1
381	по себе	2	1
382	кругом и	1	1
383	уже выше	2	1
384	на три	1	1
385	но они	1	1
386	она могла	1	1
387	и другое	1	1
388	самого начала	1	1
389	в русской	3	1
390	если в	3	1
391	не по	1	1
392	он еще	1	1
393	также что	3	1
394	подобное же	1	1
395	в самых	1	1
396	того чтобы	3	1
397	он с	1	1
398	видят в	1	1
399	этим надо	1	1
400	в науке	1	1
401	он иногда	1	1
402	они хотели	1	1
403	во всем	2	1
404	так например	2	1
405	с новой	1	1
406	следует что	1	1
407	обращает на	1	1
408	представлений в	1	1
409	мы и	2	1
410	что на	1	1
411	и для	2	1
412	один раз	1	1
413	к себе	1	1
414	далеко за	1	1
415	наоборот в	2	1
416	его с	1	1
417	быть отнесены	1	1
418	и это	4	1
419	это море	1	1
420	это только	1	1
421	данном случае	2	1
422	особенно в	2	1
423	с самого	1	1
424	или для	1	1
425	в дальнейшем	4	1
426	идет речь	1	1
427	у народа	1	1
428	распространен в	1	1
429	каждого из	1	1
430	ставит на	1	1
431	иногда в	1	1
432	в изображении	1	1
433	мира и	1	1
434	из корней	1	1
435	мира а	1	1
436	один человек	1	1
437	подземное царство	1	1
438	с ним	4	1
439	означает что	2	1
440	с человеком	1	1
441	о ней	1	1
442	о нем	3	1
443	на вопрос	1	1
444	и что	8	1
445	совершенно явная	1	1
446	утверждает что	1	1
447	все его	2	1
448	с целью	1	1
449	распространение в	1	1
450	состоит не	1	1
451	я думаю	1	1
452	что хотел	1	1
453	представления и	1	1
454	говорит он	1	1
455	и только	1	1
456	это указывает	1	1
457	наконец в	1	1
458	в литературе	1	1
459	того что	2	1
460	оставляют в	1	1
461	если теперь	1	1
462	уходят из	1	1
463	доходит до	1	1
464	идет по	1	1
465	природой и	1	1
466	за столом	1	1
467	которых идет	1	1
468	хотя бы	1	1
469	спускается в	1	1
470	самые разнообразные	1	1
471	него если	1	1
472	тот что	1	1
473	за ней	2	1
474	себя в	6	1
475	так что	2	1
476	времени когда	1	1
477	оказывается в	1	1
478	над землей	1	1
479	конь в	1	1
480	он поставил	1	1
481	птиц и	3	1
482	не соответствовало	1	1
483	не дает	1	1
484	предположение что	3	1
485	связывается с	1	1
486	за ним	4	1
487	с морем	1	1
488	себе в	1	1
489	это предположение	1	1
490	в современном	1	1
491	перед собой	1	1
