N	2gram	Medvedev_U_1	FransuaR
1	и в	14	56
2	то есть	1	24
3	в его	2	18
4	таким образом	2	17
5	в этом	7	14
6	в том	2	13
7	так и	1	13
8	он был	1	12
9	в то	3	12
10	то же	5	11
11	до конца	1	11
12	же время	3	10
13	в самом	2	9
14	и не	8	9
15	только в	2	9
16	но и	4	9
17	не только	10	8
18	в нем	1	8
19	и с	2	8
20	и даже	1	8
21	до сих	2	8
22	и др	1	8
23	сих пор	2	8
24	все это	5	8
25	том что	2	8
26	у него	1	7
27	в частности	3	7
28	той же	1	6
29	в этой	4	6
30	но в	3	6
31	на его	1	6
32	прежде всего	8	6
33	в той	1	6
34	все они	2	6
35	и все	1	6
36	одним из	2	5
37	с его	2	5
38	но не	2	5
39	в пределах	1	5
40	он не	1	5
41	в процессе	1	5
42	никогда не	1	5
43	в области	3	5
44	не было	1	5
45	как и	3	5
46	что в	1	5
47	и потому	1	4
48	но по	1	4
49	в ней	1	4
50	за пределы	1	4
51	в которой	1	4
52	в себе	2	4
53	и понятий	1	4
54	их в	1	4
55	что все	2	4
56	начала и	1	4
57	о том	1	4
58	язык в	1	4
59	с одной	1	4
60	в качестве	1	4
61	конечно не	4	4
62	в их	4	3
63	меньшей степени	2	3
64	в своем	1	3
65	и всей	1	3
66	всех этих	2	3
67	не в	2	3
68	но он	1	3
69	и т.д	3	3
70	все его	1	3
71	между тем	2	3
72	большей или	1	3
73	уже не	1	3
74	что и	2	3
75	может быть	6	3
76	или меньшей	1	3
77	что для	1	3
78	в некоторых	2	3
79	сказать что	1	3
80	на эту	2	3
81	бы в	1	3
82	в большей	1	3
83	то что	7	3
84	и то	3	2
85	самом деле	2	2
86	их и	2	2
87	мы не	2	2
88	первый план	1	2
89	бы то	3	2
90	с другой	4	2
91	бы и	2	2
92	еще один	1	2
93	что она	2	2
94	ни было	3	2
95	в виде	1	2
96	не как	3	2
97	с тем	1	2
98	он и	1	2
99	или менее	1	2
100	для него	3	2
101	в своей	3	2
102	в котором	1	2
103	в которых	1	2
104	друг другу	1	2
105	если бы	2	2
106	было у	1	2
107	того как	1	2
108	фактов и	2	2
109	он называет	1	2
110	данном случае	1	2
111	можно сказать	1	2
112	в значительной	1	2
113	было бы	3	2
114	что он	2	2
115	это не	3	2
116	в известном	1	2
117	как раз	2	2
118	человека и	1	2
119	далеко не	1	2
120	одной стороны	1	2
121	то ни	3	2
122	его как	1	2
123	он становится	1	2
124	не может	7	2
125	из которых	1	2
126	в данном	1	2
127	а не	10	2
128	но это	2	2
129	все же	3	2
130	и для	2	2
131	себя на	1	2
132	это в	1	2
133	другой стороны	3	2
134	более или	1	2
135	и эта	1	2
136	к этому	1	2
137	в этот	1	1
138	из самых	1	1
139	мировоззрения и	1	1
140	а как	2	1
141	по мнению	1	1
142	является наиболее	1	1
143	равно как	1	1
144	один пример	1	1
145	и важный	1	1
146	литературы и	2	1
147	но конечно	2	1
148	более высокую	1	1
149	полагаем что	1	1
150	для всех	2	1
151	что по	1	1
152	и у	2	1
153	он в	1	1
154	этот процесс	1	1
155	не следует	3	1
156	они в	1	1
157	мы полагаем	1	1
158	методологических позиций	1	1
159	же не	2	1
160	связанные с	1	1
161	связанных с	1	1
162	это было	2	1
163	претензии на	1	1
164	этом смысле	2	1
165	из первых	1	1
166	и вы	1	1
167	место и	1	1
168	со своими	1	1
169	его и	2	1
170	как целого	1	1
171	все элементы	1	1
172	для второго	1	1
173	так он	1	1
174	как чистую	1	1
175	существенно нового	1	1
176	речи в	1	1
177	общего и	1	1
178	и вся	1	1
179	задачи и	1	1
180	догматизм и	1	1
181	тогда когда	1	1
182	анализ раскрыл	1	1
183	и является	2	1
184	этом отношении	2	1
185	с другом	1	1
186	именно такой	1	1
187	представляется нам	2	1
188	не могут	2	1
189	могут быть	2	1
190	же самое	2	1
191	и свое	1	1
192	т.е в	2	1
193	правда не	1	1
194	и это	1	1
195	в виду	1	1
196	значительной мере	1	1
197	и служит	1	1
198	является в	2	1
199	для этого	3	1
200	смысле и	1	1
201	строго говоря	1	1
202	связаны и	1	1
203	отрицание или	1	1
204	и что	1	1
205	этих слов	1	1
206	все в	1	1
207	вообще в	1	1
208	правило не	1	1
209	тот же	1	1
210	недаром и	1	1
211	и так	1	1
212	т.д в	1	1
213	бы ни	1	1
214	к которой	1	1
215	вопроса о	2	1
216	или даже	1	1
217	и глубина	1	1
218	они до	1	1
219	одно из	1	1
220	это верно	1	1
221	очевидно не	2	1
222	мы можем	1	1
223	тем что	2	1
224	того что	1	1
225	и прежде	1	1
226	превращается в	2	1
227	много в	1	1
228	должна была	2	1
229	очень часто	1	1
230	раскрыл бы	1	1
231	материал и	1	1
232	независимо от	1	1
233	дело конечно	2	1
234	он ставит	1	1
235	друг с	1	1
236	еще раз	1	1
237	она должна	1	1
238	на слово	1	1
239	это уже	2	1
240	о котором	1	1
241	тем более	1	1
242	ее в	1	1
243	же в	1	1
244	но если	1	1
245	в системе	2	1
246	этой же	1	1
247	в период	1	1
248	и только	5	1
249	только как	1	1
250	существует в	1	1
251	в свое	1	1
252	время не	1	1
253	как на	1	1
