N	2gram	Tiupa_Vved_1	Psycholo
1	в том	10	37
2	и в	13	32
3	и что	1	22
4	то есть	8	21
5	том что	7	21
6	потому что	5	21
7	таким образом	4	21
8	в искусстве	1	21
9	то что	6	21
10	что в	3	20
11	может быть	18	18
12	так же	1	18
13	точки зрения	1	17
14	что и	2	17
15	не может	7	17
16	самом деле	3	16
17	что она	1	16
18	того чтобы	1	14
19	то же	5	13
20	в этом	21	13
21	при этом	26	13
22	что он	1	13
23	в самом	2	12
24	не только	20	12
25	по себе	2	12
26	если мы	1	12
27	на то	1	11
28	было бы	4	11
29	с тем	1	11
30	в основе	3	11
31	но и	19	10
32	как и	11	10
33	и не	12	10
34	как в	4	9
35	никогда не	4	9
36	тем что	2	9
37	что все	1	9
38	в своих	2	9
39	той же	1	8
40	что это	1	8
41	не в	6	8
42	не менее	4	8
43	дело с	2	8
44	того что	6	8
45	в сущности	1	7
46	что они	1	7
47	все эти	1	7
48	и его	5	7
49	как будто	4	7
50	к тому	6	7
51	можно было	2	7
52	только в	6	7
53	что для	1	7
54	а не	15	7
55	сказать что	1	7
56	в этой	1	6
57	в художественном	1	6
58	целый ряд	2	6
59	он не	3	6
60	если бы	7	6
61	те же	2	6
62	о том	5	6
63	и мы	1	6
64	тот же	1	6
65	как бы	4	6
66	же самое	1	6
67	на самом	4	5
68	и на	3	5
69	только на	1	5
70	что у	1	5
71	далеко не	4	5
72	все это	1	5
73	в то	4	5
74	есть только	1	5
75	в ней	4	5
76	и даже	1	5
77	вслед за	2	5
78	отнюдь не	7	5
79	как раз	2	5
80	этом отношении	4	5
81	едва ли	3	4
82	мы имеем	5	4
83	столь же	1	4
84	из которого	1	4
85	все же	6	4
86	с той	1	4
87	в произведении	1	4
88	в целом	3	4
89	в нем	5	4
90	к одному	1	4
91	и по	3	4
92	и с	2	4
93	и тем	2	4
94	в жизни	4	4
95	несмотря на	1	4
96	в данном	13	4
97	иначе говоря	6	4
98	и более	3	4
99	сущности говоря	1	4
100	тому что	1	4
101	не имеет	2	4
102	того как	1	4
103	но только	1	4
104	как она	1	4
105	и до	1	4
106	в сознании	4	4
107	что на	2	4
108	и для	3	4
109	могут быть	4	4
110	тем не	3	4
111	если же	1	4
112	данном случае	6	4
113	и сам	1	4
114	о ней	4	4
115	никак не	2	4
116	между тем	1	4
117	мы видим	1	4
118	из них	1	4
119	а на	2	4
120	как это	1	4
121	наряду с	2	4
122	материал для	1	4
123	при таком	1	4
124	и все	4	4
125	а в	6	4
126	из этого	1	4
127	жизни и	7	4
128	например в	2	3
129	отношении к	1	3
130	мы не	4	3
131	имеет дело	1	3
132	и он	1	3
133	столько же	1	3
134	во всех	2	3
135	но как	1	3
136	а только	1	3
137	относится к	1	3
138	которые не	1	3
139	как к	1	3
140	и к	2	3
141	но в	6	3
142	та же	1	3
143	он в	1	3
144	состоит в	10	3
145	не к	4	3
146	не как	2	3
147	и вот	1	3
148	на этом	1	3
149	об этом	4	3
150	к которым	1	3
151	в своей	5	3
152	это только	2	3
153	в их	1	3
154	в которых	1	3
155	но он	1	3
156	том чтобы	2	3
157	в отношении	1	3
158	мы можем	2	3
159	во всем	1	3
160	указывает на	1	3
161	с ее	1	3
162	в виду	1	3
163	так и	8	3
164	с другой	5	3
165	в конечном	1	3
166	бы и	4	3
167	мы должны	1	3
168	один из	3	3
169	действующих лиц	2	3
170	и так	1	3
171	действительной жизни	1	3
172	и ее	1	3
173	так что	1	3
174	в нашей	1	3
175	что не	1	3
176	конечном счете	1	3
177	и их	1	3
178	представить себе	2	3
179	сами по	1	3
