N	2gram	Bakhtin_Pr_2	Tragedij
1	и в	43	18
2	и оскорбленных	1	17
3	униженных и	1	16
4	в романе	3	10
5	в этом	13	9
6	не только	11	8
7	он сам	3	7
8	и с	5	7
9	и на	10	7
10	достоевский в	4	7
11	может быть	23	7
12	как бы	22	7
13	и не	29	7
14	но в	10	6
15	и его	8	6
16	в образе	2	6
17	же время	5	6
18	что он	13	6
19	у него	6	6
20	то же	8	5
21	все же	3	5
22	что это	2	5
23	это не	3	5
24	как и	14	5
25	несмотря на	1	5
26	в то	7	5
27	так и	3	5
28	это очень	1	5
29	не может	18	5
30	у достоевского	14	5
31	а я	1	5
32	я не	4	4
33	еще не	9	4
34	в себе	5	4
35	в целом	2	4
36	что достоевский	1	4
37	в этой	1	4
38	в нем	12	4
39	об этом	2	4
40	том что	2	4
41	что я	6	4
42	достоевский не	2	4
43	и что	5	4
44	но и	14	4
45	и даже	3	4
46	прежде всего	10	4
47	так же	2	4
48	но это	4	4
49	все это	5	4
50	этот образ	1	4
51	что в	4	4
52	и все	6	4
53	то что	7	4
54	достоевского в	4	3
55	в мире	1	3
56	и он	5	3
57	как в	2	3
58	в своем	4	3
59	и как	2	3
60	все эти	5	3
61	при этом	6	3
62	то есть	4	3
63	должно быть	4	3
64	что с	1	3
65	о чем	1	3
66	на суде	2	3
67	что вы	1	3
68	с ее	1	3
69	и сам	7	3
70	мог бы	1	3
71	жизнь и	1	3
72	с ним	3	3
73	к нему	5	3
74	в его	10	3
75	один из	1	3
76	уже в	2	3
77	для него	8	3
78	в конце	2	3
79	как будто	1	3
80	как это	1	3
81	в основном	1	3
82	если б	1	2
83	ивана карамазова	2	2
84	в первом	2	2
85	и до	4	2
86	а как	4	2
87	из своих	1	2
88	по замыслу	1	2
89	никогда не	9	2
90	и то	2	2
91	другим в	1	2
92	он был	3	2
93	не был	2	2
94	с его	4	2
95	автора но	1	2
96	отношение к	2	2
97	отличие от	4	2
98	так что	5	2
99	она как	1	2
100	романах достоевского	2	2
101	перед нами	7	2
102	я к	1	2
103	впечатление что	1	2
104	в самом	7	2
105	бы и	2	2
106	то и	2	2
107	и лучше	1	2
108	он не	9	2
109	что же?	1	2
110	что она	1	2
111	но все	2	2
112	что все	1	2
113	его в	3	2
114	знает что	2	2
115	я все	1	2
116	в это	1	2
117	ни в	2	2
118	нет в	1	2
119	не мог	1	2
120	я ведь	4	2
121	замыслу достоевского	1	2
122	в отличие	4	2
123	что говорит	2	2
124	вопрос о	2	2
125	одном из	1	2
126	но эта	2	2
127	не в	11	2
128	отцом и	1	2
129	что этот	2	2
130	раз и	2	2
131	но они	1	2
132	этими двумя	1	2
133	романа достоевского	1	2
134	одна из	2	2
135	не имеет	1	2
136	не могут	4	2
137	его за	1	2
138	он и	3	2
139	к тому	4	2
140	и это	4	2
141	но при	3	2
142	в ее	1	2
143	не за	3	2
144	еще в	1	2
145	а что	5	2
146	ничего не	3	2
147	и здесь	3	2
148	о том	5	2
149	в глаза	2	2
150	что и	3	2
151	в том	6	2
152	между этими	1	2
153	и ее	3	2
154	уже не	3	2
155	в виде	3	2
156	в известной	1	2
157	в одном	12	2
158	друг друга	1	2
159	не случайно	1	2
160	на меня	2	2
161	тем что	3	2
162	чем он	1	2
163	как же	2	2
164	в самую	1	2
165	говорит о	1	2
166	до конца	4	2
167	в рассказе	3	2
168	о его	1	2
169	для достоевского	3	2
170	по поводу	1	2
171	в таком	2	2
172	я и	2	1
173	а между	2	1
174	ту же	2	1
175	и т	13	1
176	одним из	1	1
177	например в	2	1
178	я его	1	1
179	человека и	2	1
180	сам по	5	1
181	и др	2	1
182	самом деле	5	1
183	силы и	1	1
184	это и	1	1
185	значение однако	1	1
186	и есть	1	1
187	поэтому он	1	1
188	проникает в	1	1
189	должна быть	3	1
190	и могут	1	1
191	той же	3	1
192	для достижения	1	1
193	собой как	1	1
194	материал произведения	1	1
195	идеи не	1	1
196	роман в	1	1
197	на себя	2	1
198	вместо того	1	1
199	ему в	1	1
200	в виду	3	1
201	не способен	1	1
202	литературы и	1	1
203	между собой	2	1
204	он обратился	1	1
205	быть в	2	1
206	во всех	4	1
207	в двойнике	2	1
208	нужен что	1	1
209	но не	5	1
210	но как	1	1
211	в голове	2	1
212	с отцом	1	1
213	этот тон	1	1
214	а он	3	1
215	друга и	2	1
216	большое значение	1	1
217	за пределы	3	1
218	его романа	1	1
219	к сожалению	1	1
220	но со	1	1
221	материалом для	1	1
222	в центре	1	1
223	вот я	1	1
224	опирается на	2	1
225	вот как	4	1
226	рассказа но	1	1
227	достоевского этот	1	1
228	на вид	2	1
229	достоевского не	3	1
230	голядкина в	3	1
231	и наконец	6	1
232	стиля и	1	1
233	них он	1	1
234	чего же	1	1
235	то в	1	1
236	за свои	1	1
237	автор в	1	1
238	сливается с	2	1
239	достоевского само	1	1
240	бы не	2	1
241	только один	1	1
242	как он	2	1
243	не могла	1	1
244	человек не	1	1
245	и если	1	1
246	вообще не	1	1
247	так сказать	6	1
248	для разработки	1	1
249	одному из	1	1
250	и еще	2	1
251	чем у	3	1
252	к одному	6	1
253	не к	1	1
254	не как	6	1
255	что тут	2	1
256	никому не	3	1
257	этом мире	1	1
258	и по	1	1
259	на этом	1	1
260	таким образом	5	1
261	я вам	3	1
