N	2gram	Propp_Morf_1	Myslijsy
1	потому что	3	46
2	в том	6	32
3	и в	13	30
4	может быть	52	28
5	то же	7	23
6	не только	4	21
7	только в	2	21
8	для нас	2	20
9	но и	4	19
10	того что	3	18
11	том что	4	18
12	то что	8	18
13	не есть	1	17
14	что в	8	17
15	в себе	1	16
16	и не	12	15
17	не в	3	15
18	а не	11	15
19	таким образом	21	14
20	что и	7	13
21	так как	16	13
22	если бы	2	12
23	а в	7	12
24	точно так	1	12
25	так и	6	11
26	как в	3	10
27	в этом	14	10
28	как и	3	10
29	в то	3	10
30	и что	2	10
31	мы не	8	9
32	из этих	1	9
33	было бы	3	9
34	между тем	5	9
35	для него	1	9
36	и то	1	8
37	от того	3	8
38	что не	1	8
39	что мы	2	8
40	только что	2	8
41	с одной	1	7
42	но не	4	7
43	с тем	2	7
44	тем что	4	7
45	как мы	6	7
46	так что	1	7
47	вовсе не	4	7
48	с другой	8	7
49	к тому	4	7
50	например в	2	6
51	то это	3	6
52	с этим	11	6
53	же с	1	6
54	между собою	2	6
55	не имеет	2	6
56	те же	1	6
57	там же	1	6
58	что он	4	6
59	уже не	2	6
60	из них	3	6
61	а потому	1	6
62	но оно	2	6
63	не может	14	6
64	но это	6	6
65	и т	41	5
66	еще не	3	5
67	по отношению	4	5
68	независимо от	3	5
69	и как	5	5
70	одно и	1	5
71	с другими	1	5
72	и тем	2	5
73	в них	1	5
74	к ней	1	5
75	как на	1	5
76	в каком	2	5
77	не могут	4	5
78	не менее	5	5
79	мысль о	1	5
80	одно из	1	5
81	тому как	5	5
82	отношению к	4	5
83	должно быть	1	5
84	сказать что	2	5
85	от своих	1	4
86	или же	6	4
87	не все	6	4
88	что именно	1	4
89	что это	1	4
90	бы не	1	4
91	он не	3	4
92	и по	2	4
93	и наоборот	4	4
94	в один	3	4
95	и при	1	4
96	для меня	1	4
97	есть нечто	3	4
98	того как	2	4
99	и его	1	4
100	для того	2	4
101	оно не	2	4
102	то время	3	4
103	можно бы	2	4
104	в его	1	4
105	один из	5	4
106	что даже	1	4
107	а и	3	4
108	далеко не	5	4
109	себя и	2	4
110	если не	1	4
111	форма в	3	4
112	мы должны	3	4
113	другой стороны	4	4
114	и есть	2	3
115	в первом	3	3
116	говорить о	3	3
117	оно есть	1	3
118	с но	1	3
119	и на	1	3
120	в чем	1	3
121	ответ на	1	3
122	дает нам	1	3
123	более или	2	3
124	не можем	1	3
125	в целом	3	3
126	что она	2	3
127	при этом	1	3
128	т д	39	3
129	в силу	1	3
130	на свое	1	3
131	или вовсе	1	3
132	в каждом	1	3
133	не будет	1	3
134	и может	1	3
135	разница между	1	3
136	его в	2	3
137	этого не	2	3
138	оно имеет	1	3
139	и тогда	1	3
140	или менее	2	3
141	как бы	3	3
142	что при	2	3
143	образом и	1	3
144	тем не	5	3
145	что например	1	3
146	тому что	4	3
147	на него	3	3
148	того чтобы	3	3
149	заметить что	8	3
150	могут быть	16	3
151	него самого	1	3
152	в образе	4	3
153	из двух	2	3
154	или в	4	3
155	здесь как	1	3
156	том как	1	3
157	со стороны	3	3
158	можно сказать	2	3
159	к другой	1	3
160	это было	3	3
161	к нему	3	3
162	вслед за	5	3
163	на которой	1	3
164	только на	1	3
165	в начале	3	3
166	известным образом	1	3
167	за ним	1	3
168	никто не	3	3
169	прежде всего	9	3
170	друг друга	3	3
171	мы можем	2	3
172	должны будем	2	3
173	до сих	1	3
174	такое же	1	3
175	от другого	2	3
176	одной стороны	1	3
177	там где	5	3
178	так же	3	3
