N	3gram	Vinokur_Vv_1	Myslijsy
1	по отношению к	4	13
2	в том что	12	13
3	не может быть	8	9
4	только в том	2	6
5	тем не менее	8	6
6	и в этом	3	6
7	с другой стороны	5	5
8	языка и его	2	5
9	потому что в	1	4
10	но и в	1	4
11	не в том	2	4
12	в свою очередь	1	4
13	само по себе	3	4
14	в этом смысле	10	4
15	только тогда когда	1	4
16	и т д	37	4
17	а между тем	1	3
18	подобно тому как	1	3
19	с точки зрения	2	3
20	а так как	2	3
21	с тем что	3	3
22	с одной стороны	4	3
23	сама по себе	3	3
24	в том как	1	3
25	может быть названо	4	3
26	и той же	2	3
27	и в том	3	3
28	а в том	1	3
29	то же время	5	3
30	с самого начала	1	3
31	не только в	4	3
32	в то же	5	3
33	одной и той	2	3
34	по его словам	1	2
35	что иное как	4	2
36	только потому что	1	2
37	дело в том	2	2
38	а потому что	1	2
39	бы то ни	1	2
40	что не только	1	2
41	заключает в себе	1	2
42	на этот вопрос	3	2
43	одном и том	1	2
44	по крайней мере	4	2
45	но с другой	1	2
46	к тому что	1	2
47	в применении к	6	2
48	и том же	1	2
49	не могут быть	2	2
50	не иначе как	1	2
51	для того чтобы	21	2
52	в нем есть	1	2
53	все то что	1	2
54	в одном и	1	2
55	и того же	2	2
56	и т п	5	2
57	при известных условиях	1	2
58	одного и того	2	2
59	не что иное	4	2
60	в сравнении с	1	2
61	в них не	1	2
62	в том виде	3	1
63	на том что	2	1
64	имеет дело с	2	1
65	того что в	1	1
66	не говоря уже	2	1
67	на самом деле	1	1
68	во многих случаях	1	1
69	в стороне все	1	1
70	оставляя в стороне	1	1
71	одной стороны и	3	1
72	за ним должно	1	1
73	свое значение и	2	1
74	говоря уже о	1	1
75	вместе с другими	1	1
76	сам по себе	1	1
77	в том только	1	1
78	в истории языка	1	1
79	не потому что	1	1
80	не имеет цели	1	1
81	только то что	1	1
82	в этом отношении	3	1
83	из того что	1	1
84	в собственном смысле	2	1
85	выходя из пределов	1	1
86	до сих пор	5	1
87	что в нем	2	1
88	никогда не была	1	1
89	обратить внимание на	2	1
90	как и наоборот	1	1
91	виде в каком	1	1
92	можно было бы	3	1
93	существует потому что	1	1
94	и в каждом	1	1
95	с этой точки	1	1
96	как если бы	1	1
97	мысли и чувства	1	1
98	его к мысли	1	1
99	было бы сказать	1	1
100	то ни было	1	1
101	так а не	1	1
102	чтобы убедиться в	1	1
103	так же как	1	1
104	достигает того совершенства	1	1
105	может быть не	1	1
106	от того что	1	1
107	заключается в том	3	1
108	очевидно что если	1	1
109	на задний план	1	1
110	смысле этого слова	2	1
111	а не иначе	1	1
112	в связи с	2	1
113	чем то что	1	1
114	и не могут	2	1
115	а есть только	1	1
116	не может еще	1	1
117	в каком он	1	1
118	смотреть как на	1	1
119	уже о том	1	1
120	что в одном	1	1
121	потому что она	1	1
122	не существует потому	1	1
123	значение только в	1	1
124	во всяком случае	3	1
125	в одно целое	1	1
126	следует представлять себе	1	1
127	лежит в основании	2	1
128	что несмотря на	2	1
129	по себе не	1	1
130	не выходя из	1	1
131	одно из необходимых	1	1
132	том виде в	1	1
133	что с течением	1	1
134	нужно обратить внимание	1	1
135	что входит в	1	1
136	в общих чертах	1	1
137	тем что в	1	1
138	уже и без	1	1
139	ничего не может	1	1
140	разница лишь в	1	1
141	имея в виду	1	1
142	лишь в том	1	1
143	после того как	2	1
144	о том что	12	1
145	этой точки зрения	1	1
146	не существует и	1	1
147	не есть еще	1	1
148	вопрос о том	5	1
149	что его нельзя	1	1
150	отношении его к	1	1
151	но все же	3	1
152	с этой стороны	1	1
153	как мы видим	1	1
154	и история языка	1	1
155	в нем то	1	1
156	в каждом из	1	1
157	в первом случае	2	1
158	нужно было бы	1	1
159	независимо от своего	1	1
160	лицом к лицу	1	1
161	точно так же	2	1
162	т д в	2	1
163	как мы видели	2	1
164	такой точки зрения	1	1
