N	2gram	Bakhtin_Fr_5	DiskursI
1	в качестве	2	34
2	не только	14	28
3	в том	10	23
4	а не	4	22
5	то есть	25	20
6	том что	7	19
7	может быть	2	17
8	как и	10	16
9	и в	45	16
10	в этом	14	15
11	еще не	1	14
12	но и	10	14
13	при этом	2	13
14	и т.п	16	12
15	но не	4	11
16	прежде всего	10	11
17	и не	15	11
18	как в	3	10
19	далеко не	1	10
20	по отношению	1	9
21	в нем	10	9
22	не может	5	9
23	в частности	1	9
24	отношению к	1	9
25	но в	14	8
26	своего рода	4	8
27	о том	4	8
28	так и	6	8
29	а также	4	8
30	не было	3	7
31	в себе	1	7
32	то же	11	7
33	не в	7	7
34	в основе	4	7
35	роль в	2	7
36	в его	13	7
37	только в	4	7
38	в своем	11	6
39	и как	5	6
40	и на	5	5
41	во всех	13	5
42	отличие от	2	5
43	в рамках	1	5
44	тому же	4	5
45	в котором	1	5
46	в их	4	5
47	в отличие	2	5
48	в процессе	1	5
49	в себя	5	5
50	в эпоху	7	5
51	или иной	1	5
52	можно сказать	2	5
53	в данном	2	5
54	как бы	12	5
55	к тому	2	5
56	а в	4	5
57	то что	2	5
58	в своей	3	5
59	и о	4	4
60	в которых	3	4
61	с его	7	4
62	в сторону	2	4
63	в истории	2	4
64	и к	5	4
65	в целом	2	4
66	на его	1	4
67	не как	1	4
68	лишь в	2	4
69	в них	6	4
70	потому что	7	4
71	и т.д	2	4
72	же время	9	4
73	между тем	2	4
74	одной из	5	4
75	что он	6	4
76	для него	3	4
77	в особенности	2	4
78	что не	1	4
79	связи с	6	4
80	что в	12	4
81	также и	7	3
82	того же	3	3
83	и потому	1	3
84	столь же	1	3
85	той или	1	3
86	различия между	1	3
87	в одной	3	3
88	с этим	4	3
89	перед нами	4	3
90	в самом	4	3
91	зрения на	4	3
92	это не	3	3
93	и того	1	3
94	точки зрения	4	3
95	в ходе	1	3
96	в то	11	3
97	принадлежат к	1	3
98	к той	1	3
99	таким образом	8	3
100	они и	2	3
101	в строгом	1	3
102	свою очередь	1	3
103	в произведении	1	3
104	времени и	1	3
105	еще в	2	3
106	и даже	4	3
107	или на	1	3
108	что и	7	3
109	существенную роль	5	3
110	в сферу	1	3
111	хотя бы	2	3
112	из них	1	3
113	к ним	1	3
114	тем что	1	3
115	именно в	3	3
116	при всей	1	3
117	мира в	1	3
118	в акте	5	3
119	по своему	4	3
120	того что	3	3
121	один из	2	3
122	все же	2	3
123	в свою	1	3
124	сказать что	4	3
125	одним из	5	2
126	например в	5	2
127	и есть	2	2
128	в году	3	2
129	в сущности	4	2
130	ему в	1	2
131	в различных	2	2
132	служит для	1	2
133	но как	1	2
134	за пределы	1	2
135	себя в	1	2
136	хотя и	5	2
137	когда он	2	2
138	сознания в	1	2
139	целый ряд	1	2
140	в этой	6	2
141	так сказать	1	2
142	он ни	1	2
143	становления и	2	2
144	и по	1	2
145	на этом	5	2
146	так например	2	2
147	человека в	1	2
148	в каждом	2	2
149	с позиций	1	2
150	об этом	4	2
151	на сцене	1	2
152	одного и	1	2
153	в г	2	2
154	и без	2	2
155	не от	1	2
156	мысли и	6	2
157	не менее	3	2
158	но они	3	2
159	что с	1	2
160	не могло	3	2
161	и его	13	2
162	же самое	2	2
163	числе и	2	2
164	значительной степени	1	2
165	и он	3	2
166	в едином	1	2
167	как мы	8	2
168	с ее	5	2
169	говорит и	2	2
170	данном случае	2	2
171	характер и	1	2
172	в организации	1	2
173	в пределах	2	2
174	приводит к	1	2
175	на том	2	2
176	но зато	1	2
177	в другом	3	2
178	было в	1	2
179	и вообще	2	2
180	о нем	1	2
181	во всяком	1	2
182	эпоху романтизма	1	2
183	и что	2	2
184	основе своей	1	2
185	самому себе	1	2
186	в значительной	2	2
187	времени в	1	2
188	это было	4	2
189	народного творчества	2	2
190	на протяжении	1	2
191	и во	4	2
192	она здесь	1	2
193	в форме	1	2
194	котором он	1	2
195	представления о	1	2
196	и одновременно	3	2
197	в разные	1	2
198	и ее	1	2
199	есть в	3	2
200	литературы в	1	2
201	свидетельствует о	1	2
202	в одном	3	2
203	в современном	1	2
204	заметить что	2	2
205	никогда не	1	2
206	здесь в	4	2
207	к которому	1	2
208	и др	8	2
209	более того	1	2
210	а сам	1	2
211	его как	4	2
212	о чем	3	2
213	произведение в	2	2
214	более чем	1	2
215	для понимания	1	2
216	своего времени	1	2
217	жизни в	2	2
218	смысл в	1	2
219	в особом	1	2
220	в начале	2	2
221	за его	2	2
222	известной степени	4	2
223	и все	7	2
224	указывает на	1	2
225	не претендует	1	2
226	одновременно и	2	2
227	это в	2	2
228	они не	1	2
229	к этому	2	2
230	том числе	4	2
231	можно говорить	2	1
232	чтобы не	2	1
233	такова была	1	1
234	не остается	1	1
235	необходимо отметить	1	1
236	как завершающий	1	1
237	самом деле	5	1
238	на самом	5	1
239	это и	5	1
240	не хочет	2	1
241	и до	2	1
242	из его	2	1
243	и за	2	1
244	жизни для	1	1
245	той же	4	1
246	человеком и	2	1
247	мудрого слова	1	1
248	из своих	2	1
249	только благодаря	1	1
250	говорить о	2	1
251	но она	3	1
252	принадлежит к	1	1
253	в полной	1	1
254	но уже	1	1
255	и страха	4	1
256	форм в	3	1
257	стихотворение в	1	1
258	более глубокий	1	1
259	истории в	1	1
260	и большая	1	1
261	особенно если	1	1
262	могло быть	1	1
263	они имеют	1	1
264	этот тон	1	1
265	конечном счете	1	1
266	он пишет	1	1
267	тут же	2	1
268	нет и	2	1
269	из важнейших	2	1
270	что они	1	1
271	относящимся к	1	1
272	что во	1	1
273	независимо от	2	1
274	его на	1	1
275	о жизни	1	1
276	этот аспект	1	1
277	вопросом о	1	1
278	реальной действительности	1	1
279	это тоже	1	1
280	священное писание	1	1
281	тем же	1	1
282	бы и	1	1
283	что это	2	1
284	присущая им	1	1
285	он в	2	1
286	из этих	3	1
287	следующей главе	1	1
288	право на	10	1
289	другом случае	1	1
290	но его	3	1
291	на то	1	1
292	человек не	1	1
293	что она	3	1
294	время и	1	1
295	он не	6	1
296	в разработке	1	1
297	в xvii	2	1
298	они в	1	1
299	всех этих	6	1
300	в понимании	1	1
301	включающее в	1	1
302	чем у	1	1
303	жизни смерти	1	1
304	на земле	1	1
305	литературе в	1	1
306	не отделен	1	1
307	мы обратимся	1	1
308	дистанции между	2	1
309	но все	1	1
310	подход к	1	1
311	мы его	1	1
312	не будет	1	1
313	распространяется на	2	1
314	и последующего	1	1
315	значение в	1	1
316	в мире	1	1
317	самим собой	1	1
318	на все	2	1
319	этих форм	2	1
320	всех областях	1	1
321	осознанию и	1	1
322	сохраняется в	1	1
323	речью и	1	1
324	в жизни	1	1
325	для них	2	1
326	же образом	1	1
327	о которых	1	1
328	нет как	1	1
329	этом явлении	1	1
330	с тем	2	1
331	со своими	1	1
332	более не	1	1
333	мы видели	7	1
334	строгом смысле	1	1
335	но язык	1	1
336	мы не	4	1
337	слова и	2	1
338	потому и	1	1
339	как таковой	1	1
340	не мог	4	1
341	во время	12	1
342	и при	1	1
343	она сама	1	1
344	а как	1	1
345	с точки	2	1
346	исполнения на	1	1
347	не столько	2	1
348	они неразрывно	1	1
349	от его	3	1
350	должны были	1	1
351	в памяти	1	1
352	вплоть до	2	1
353	поэтому в	1	1
354	мир и	3	1
355	которые в	1	1
356	жизни можно	1	1
357	тем не	1	1
358	и более	1	1
359	не могли	1	1
360	не должно	1	1
361	древнейших и	1	1
362	мере и	1	1
363	и вся	1	1
364	раз и	1	1
365	характер в	1	1
366	с миром	8	1
367	до конца	1	1
368	до известной	4	1
369	а иногда	1	1
370	не имеет	3	1
371	дело в	3	1
372	и притом	2	1
373	своего существования	1	1
374	не по	1	1
375	мы все	1	1
376	образом в	1	1
377	мог обойтись	1	1
378	действующие лица	1	1
379	для всего	1	1
380	характер то	1	1
381	под углом	1	1
382	для всех	3	1
383	этих двух	1	1
384	не все	1	1
385	к концу	1	1
386	и является	1	1
387	углом зрения	1	1
388	это слово	1	1
389	на него	2	1
390	здесь же	3	1
391	как будто	1	1
392	этом отношении	5	1
393	что на	3	1
394	ни о	1	1
395	в специальном	1	1
396	не могут	2	1
397	в речах	1	1
398	выход из	1	1
399	встречается в	1	1
400	во все	2	1
401	здесь совершенно	1	1
402	и другим	1	1
403	здесь они	1	1
404	века до	1	1
405	в последующие	1	1
406	и это	4	1
407	значения и	1	1
408	чем не	2	1
409	и сами	1	1
410	здесь не	6	1
411	средних веков	1	1
412	и от	4	1
413	чтобы быть	1	1
414	и сам	1	1
415	что каждый	1	1
416	те же	1	1
417	здесь как	4	1
418	во второй	2	1
419	том как	2	1
420	за другими	1	1
421	если бы	1	1
422	его времени	1	1
