N	2gram	Vinokur_St_3	Dialekti
1	и не	10	30
2	т е	8	30
3	может быть	19	20
4	не только	12	19
5	и в	25	19
6	по себе	1	18
7	и т	8	17
8	а не	5	16
9	т д	2	15
10	что она	1	14
11	потому что	5	14
12	то что	12	14
13	в том	20	14
14	так как	3	14
15	как бы	6	14
16	вовсе не	2	13
17	то же	5	12
18	точки зрения	7	12
19	не просто	2	12
20	но и	9	12
21	и все	1	12
22	и как	1	10
23	что это	16	10
24	в нем	1	10
25	ни в	5	10
26	как и	4	10
27	том что	15	10
28	сказать что	4	10
29	так и	5	10
30	это не	7	10
31	по крайней	4	9
32	никогда не	2	9
33	времени и	2	9
34	крайней мере	4	9
35	не может	7	9
36	в этом	24	8
37	в своей	4	8
38	с точки	4	8
39	не в	6	8
40	прежде всего	10	8
41	это есть	4	8
42	это значит	1	8
43	и то	1	7
44	есть не	1	7
45	время как	4	7
46	так что	11	7
47	и к	4	7
48	должно быть	1	7
49	в поэзии	2	7
50	только тогда	2	7
51	но что	1	7
52	но это	4	7
53	что в	19	7
54	но не	2	6
55	что они	2	6
56	тогда когда	2	6
57	в то	7	6
58	и вообще	1	6
59	что он	19	6
60	конечно не	1	6
61	не потому	2	6
62	что не	2	6
63	того что	5	6
64	и может	2	6
65	есть и	1	6
66	жизни и	1	6
67	и это	5	5
68	должна быть	1	5
69	говорить о	3	5
70	иной раз	1	5
71	же время	3	5
72	и его	3	5
73	и с	4	5
74	в виду	2	5
75	о том	8	5
76	и что	3	5
77	можно сказать	4	5
78	а она	1	5
79	но как	2	5
80	что и	1	5
81	с другой	5	5
82	а именно	1	5
83	и пр	13	5
84	в одно	1	5
85	в смысле	4	5
86	как раз	3	5
87	и времени	1	5
88	только что	2	5
89	в самом	2	5
90	только в	6	5
91	поэзии и	1	4
92	во мне	1	4
93	еще не	2	4
94	быть в	1	4
95	самом деле	2	4
96	за пределы	1	4
97	в одной	2	4
98	независимо от	5	4
99	в своем	1	4
100	все же	4	4
101	в каком-то	1	4
102	нет никакой	1	4
103	как он	1	4
104	и если	3	4
105	он не	5	4
106	же это	1	4
107	и по	2	4
108	таким образом	10	4
109	заключается в	2	4
110	а потом	1	4
111	не больше	1	4
112	нисколько не	1	4
113	вещи в	1	4
114	в одном	1	4
115	но он	3	4
116	все это	8	4
117	с ним	1	4
118	по своей	1	4
119	связи с	3	4
120	в каком	4	4
121	той или	1	4
122	без всякого	2	4
123	в ее	1	4
124	и когда	1	4
125	ясно что	1	4
126	в другом	3	4
127	может не	1	4
128	к нему	4	4
129	и только	2	4
130	как нечто	1	4
131	вопрос об	1	4
132	уже в	3	4
133	одно из	2	4
134	то время	4	4
135	от того	2	4
136	нельзя сказать	3	4
137	в связи	3	4
138	могут быть	2	4
139	том смысле	2	4
140	хотя бы	1	4
141	а в	6	4
142	другой стороны	5	4
143	сам по	1	3
144	как мы	2	3
145	этого нет	1	3
146	что если	2	3
147	вопрос о	1	3
148	думаю что	2	3
149	в чем	4	3
150	время но	1	3
151	в этой	14	3
152	с этим	7	3
153	кроме того	3	3
154	и где	1	3
155	от этого	1	3
156	это за	2	3
157	эти вопросы	1	3
158	всех этих	3	3
159	об этом	5	3
160	его в	1	3
161	это было	8	3
162	было бы	7	3
163	мы имеем	5	3
164	между собою	2	3
165	и тогда	2	3
166	но я	1	3
167	в этих	11	3
168	что такое	7	3
169	и более	3	3
170	что этот	3	3
171	даже в	1	3
172	не менее	2	3
173	важно что	2	3
174	ничего не	4	3
175	в разных	1	3
176	или как	1	3
177	то как	1	3
178	принять во	1	3
179	все его	1	3
180	уже не	3	3
181	как они	1	3
182	все время	2	3
183	с нею	1	3
184	из них	1	3
185	мы находим	2	3
186	и из	1	3
187	о котором	1	3
188	и их	1	3
189	не было	4	3
190	о чем	1	3
191	во внимание	1	3
192	нет ни	1	3
193	в данном	1	3
194	в той	1	3
195	когда мы	1	3
196	в это	2	3
197	его с	1	3
198	это как	1	3
199	или нет	1	3
200	понимать как	1	3
201	была бы	4	3
202	они не	1	3
203	смысле что	1	3
204	я и	3	2
205	как известно	1	2
206	также и	1	2
207	связана с	4	2
208	на самом	1	2
209	он может	2	2
210	тем же	1	2
211	что эти	4	2
212	его не	2	2
213	например в	4	2
214	не во	1	2
215	от своих	1	2
216	так чтобы	2	2
217	как я	2	2
218	то это	1	2
219	первого взгляда	1	2
220	в ней	4	2
221	и говорить	1	2
222	по линии	1	2
223	говоря уже	1	2
224	во всех	2	2
225	что я	3	2
226	если в	2	2
227	в общем	4	2
228	очевидно что	1	2
229	к сожалению	2	2
230	которые не	1	2
231	и я	1	2
232	в истории	1	2
233	как в	6	2
234	более и	2	2
235	и нет	1	2
236	что по	3	2
237	более или	1	2
238	но в	5	2
239	тут нет	1	2
240	еще на	1	2
241	в которой	4	2
242	так или	1	2
243	все эти	3	2
244	раз в	1	2
245	на его	4	2
246	не как	2	2
247	на этом	3	2
248	но все	2	2
249	в каждом	4	2
250	говорил что	5	2
251	на сцене	1	2
252	в жизни	4	2
253	только одно	1	2
254	с тем	4	2
255	несмотря на	3	2
256	или менее	1	2
257	во время	3	2
258	и при	1	2
259	взгляд на	2	2
260	в их	3	2
261	тем не	2	2
262	нет вообще	2	2
263	тому что	3	2
264	нет никакого	3	2
265	что есть	1	2
266	не раз	1	2
267	самого начала	2	2
268	дело не	2	2
269	того как	1	2
270	в сущности	2	2
271	на него	1	2
272	у пушкина	22	2
273	себе так	1	2
274	иметь в	1	2
275	он мог	1	2
276	только не	1	2
277	это уже	1	2
278	в области	6	2
279	от их	1	2
280	к тому	2	2
281	тут можно	1	2
282	в конце	6	2
283	с ее	2	2
284	с самого	2	2
285	что у	2	2
286	том как	1	2
287	мы в	1	2
288	и должно	1	2
289	вот и	1	2
290	обратим внимание	1	2
291	в новую	1	2
292	времени в	1	2
293	он берет	1	2
294	то тут	1	2
295	собственно говоря	1	2
296	тем или	1	2
297	между тем	6	2
298	или иначе	1	2
299	если принять	1	2
300	эти два	1	2
301	всяком случае	4	2
302	и она	1	2
303	что здесь	4	2
304	мы видим	4	2
305	на очень	1	2
306	в какой	3	2
307	с одной	2	2
308	есть в	2	2
309	и они	1	2
310	или в	2	2
311	а потому	2	2
312	т п	6	2
313	тем что	19	2
314	в очень	1	2
315	же час	1	2
316	до сих	2	2
317	именно в	1	2
318	в некоторых	3	2
319	был в	1	2
320	не на	2	2
321	что мы	3	2
322	уже о	1	2
323	в частности	1	2
324	ни на	2	2
325	вместе с	2	2
326	с первого	1	2
327	так же	1	2
328	я уже	1	2
329	что же	1	2
330	как нельзя	1	2
331	в состоянии	1	2
332	сих пор	2	2
333	личность как	1	2
334	же самое	1	2
335	которые были	2	2
336	в результате	2	2
337	или иным	1	2
338	в системе	3	2
339	не говоря	1	2
340	этих вещей	1	2
341	в виде	3	2
342	ее в	2	2
343	того или	1	2
344	в своих	8	2
345	во всяком	4	2
346	всегда в	1	1
347	который должен	1	1
348	смысле слова	1	1
349	речь идет	2	1
350	е как	1	1
351	того же	2	1
352	тех же	1	1
353	идет о	1	1
354	перед лицом	1	1
355	из трех	1	1
356	вещей в	1	1
357	по преимуществу	1	1
358	и до	1	1
359	но важно	1	1
360	уже по	1	1
361	в театре	1	1
362	который создан	1	1
363	принадлежит только	1	1
364	им самим	1	1
365	для своего	1	1
366	вы вероятно	1	1
367	ответить на	1	1
368	нам в	1	1
369	эти шесть	1	1
370	не была	2	1
371	на тему	3	1
372	видели уже	1	1
373	ему в	1	1
374	в некотором	1	1
375	мы и	1	1
376	этого термина	2	1
377	самый термин	1	1
378	и ни	2	1
379	что можно	1	1
380	не все	1	1
381	и он	1	1
382	и характере	1	1
383	проявляется в	1	1
384	и живого	1	1
385	он был	3	1
386	мы будем	1	1
387	точка зрения	4	1
388	со всеми	1	1
389	от воли	1	1
390	в новом	2	1
391	не человек	1	1
392	время на	1	1
393	нет и	2	1
394	евгений онегин	1	1
395	не буду	2	1
396	оно дано	1	1
397	и сладко	1	1
398	нет надобности	1	1
399	этих примерах	1	1
400	что именно	2	1
401	интереснее всего	1	1
402	показать что	1	1
403	по которому	1	1
404	что касается	7	1
405	однако не	1	1
406	когда он	1	1
407	здесь речь	1	1
408	вполне понятно	1	1
409	с г	1	1
410	то в	4	1
411	духа в	1	1
412	из жизни	1	1
413	можно находить	1	1
414	отношения с	1	1
415	в целом	4	1
416	за это	1	1
417	из этих	6	1
418	остановиться на	1	1
419	по форме	5	1
420	другом случае	1	1
421	во многих	2	1
422	что отношения	1	1
423	но на	1	1
424	так сказать	2	1
425	к искусству	1	1
426	как оно	1	1
427	связанные с	1	1
428	она еще	1	1
429	и эти	1	1
430	и еще	1	1
431	не связан	1	1
432	вы видите	2	1
433	этого вопроса	1	1
434	не к	1	1
435	следует несколько	1	1
436	пор мы	1	1
437	к вашему	1	1
438	свое время	1	1
439	и меньшим	1	1
440	от нее	3	1
441	мне с	1	1
442	что все	3	1
443	эту одну	1	1
444	такое вообще	1	1
445	знает что	1	1
446	общества в	2	1
447	отличается тем	1	1
448	которая как	1	1
449	на почве	5	1
450	известно что	2	1
451	этом смысле	4	1
452	что один	1	1
453	ни разу	2	1
454	и тем	4	1
455	делает его	1	1
456	во многом	2	1
457	бы совершенно	3	1
458	но уже	1	1
459	в них	5	1
460	на которую	1	1
461	также не	1	1
462	показывает что	3	1
463	нас к	2	1
464	попадает в	3	1
465	свою силу	1	1
466	образа о	1	1
467	чем в	1	1
468	которые я	1	1
469	несомненно не	1	1
470	именно этот	1	1
471	в эту	4	1
472	бы на	1	1
473	свою собственную	1	1
474	по тому	2	1
475	и ее	2	1
476	почти не	1	1
477	на месте	1	1
478	в котором	5	1
479	и значит	1	1
480	сам же	1	1
481	но эта	1	1
482	творчества и	1	1
483	друг другу	1	1
484	на эти	3	1
485	формы как	1	1
486	и очень	1	1
487	случае в	2	1
488	начиная от	1	1
489	ведет нас	1	1
490	это чувство	1	1
491	есть основное	1	1
492	что эта	2	1
493	с теми	1	1
494	что ему	1	1
495	как о	2	1
496	считает что	2	1
497	и прочие	2	1
498	ее с	1	1
499	много общего	2	1
500	сопоставить ее	1	1
501	к такому	2	1
502	значение этого	1	1
503	он с	1	1
504	и всегда	2	1
505	одна из	2	1
506	это слово	3	1
507	исторического процесса	2	1
508	этом отношении	4	1
509	в стиле	1	1
510	и далее	3	1
511	и оно	1	1
512	все то	1	1
513	начиная с	2	1
514	годунов и	1	1
515	встречается в	1	1
516	действуют в	1	1
517	было у	2	1
518	отличается от	4	1
519	в сказках	1	1
520	как-нибудь иначе	1	1
521	как человек	1	1
522	должен быть	2	1
523	к жизни	1	1
524	элементы в	1	1
525	можно и	1	1
526	своего развития	1	1
527	и о	1	1
528	и образ	1	1
529	здесь не	1	1
530	в собственном	1	1
531	важно только	1	1
532	последнее время	1	1
533	приводит к	1	1
534	в дальнейшем	1	1
535	смысле но	1	1
536	в образе	1	1
537	чтобы дать	1	1
538	на нее	2	1
539	те же	1	1
540	здесь как	1	1
541	и которые	2	1
542	одного из	2	1
543	здесь нет	2	1
544	она была	1	1
545	и на	6	1
546	не стоит	1	1
547	из одного	1	1
548	по мере	1	1
549	к прошлому	1	1
550	образом в	1	1
551	все дело	1	1
552	я говорил	3	1
553	и здесь	3	1
554	не был	2	1
555	вот почему	1	1
556	мере три	1	1
557	это вполне	1	1
558	внимание на	2	1
559	на что	2	1
560	эти качества	1	1
561	это была	1	1
562	и во	2	1
563	а у	2	1
564	являются в	1	1
565	от них	2	1
566	я думаю	2	1
567	как его	1	1
568	во всей	1	1
569	тему о	2	1
570	ему все	1	1
571	и понятно	1	1
572	говоря даже	1	1
573	общем смысле	1	1
574	это несомненно	3	1
575	в литературе	1	1
576	баратынского и	1	1
577	интереса к	1	1
578	и значением	1	1
579	мне кажется	1	1
580	менее в	1	1
581	для понятия	1	1
582	именно о	1	1
583	не имеет	2	1
584	из многих	1	1
585	поэтому и	1	1
586	в большом	1	1
587	но то	1	1
588	это же	1	1
589	именно на	1	1
590	где они	1	1
591	я имею	3	1
592	из которых	4	1
593	ее а	1	1
594	то и	2	1
595	не знал	1	1
596	является не	1	1
597	а это	1	1
598	при помощи	2	1
599	но совершенно	1	1
600	остаются в	1	1
601	время во	1	1
602	мы знаем	1	1
603	тогда он	1	1
604	при всей	2	1
605	не о	1	1
606	друг друга	1	1
607	у него	9	1
608	отношении что	1	1
609	в других	1	1
610	даже и	1	1
611	здесь только	2	1
612	в особенности	4	1
613	из двух	1	1
614	или иной	2	1
615	как у	1	1
616	с трех	1	1
617	этого человека	1	1
618	и тех	1	1
619	на то	5	1
620	сказать несколько	1	1
621	к которому	3	1
622	представляет собою	2	1
623	еще и	1	1
624	было и	1	1
625	и др	4	1
626	себя и	2	1
627	одних и	1	1
628	или этот	1	1
629	в живом	1	1
630	том отношении	1	1
631	говорит о	1	1
632	каком смысле	2	1
633	связано с	5	1
634	них и	1	1
635	одной стороны	3	1
636	них как	1	1
637	что несмотря	1	1
638	с которым	3	1
639	и историческому	1	1
640	его как	3	1
641	как поэтической	1	1
642	в порядке	1	1
643	человек в	1	1
644	и принимает	1	1
645	свое собственное	1	1
646	только несколько	1	1
647	которые по	1	1
648	там где	1	1
649	в великом	1	1
650	и ему	1	1
651	все более	2	1
652	вступает в	1	1
653	нет ничего	1	1
654	в немногих	1	1
655	опытом и	1	1
656	борис годунов	26	1
657	языком в	1	1
658	то можно	1	1
659	слишком много	1	1
660	что за	1	1
661	искусства но	1	1
662	совершенно иными	1	1
663	тому как	1	1
664	по существу	1	1
665	форма в	1	1
666	и такие	2	1
667	ни одного	1	1
668	или другого	1	1
669	с этой	3	1
670	несколько слов	2	1
671	мере не	1	1
672	внимания на	2	1
673	в одних	1	1
674	это выражение	2	1
675	является как	2	1
676	но для	1	1
677	например у	1	1
678	каждой из	1	1
679	на мой	1	1
680	тем и	1	1
681	время его	1	1
682	есть какой-то	1	1
683	об отношении	1	1
684	или только	1	1
685	в его	12	1
686	своей собственной	1	1
687	а к	1	1
688	совершенно иной	1	1
689	пр в	2	1
690	тем более	3	1
691	в поле	1	1
692	у которого	3	1
693	конце концов	3	1
694	но зато	1	1
695	дело было	1	1
696	мы не	2	1
697	находим в	1	1
698	все они	3	1
699	уже давно	1	1
700	основное отличие	1	1
701	и поэтического	1	1
702	не знает	1	1
703	состоит из	1	1
704	существует в	2	1
705	но этот	1	1
706	он изменил	1	1
707	или иного	1	1
708	этом мы	1	1
709	ко всему	1	1
710	из этого	4	1
