N	4gram	Losev_Dial_1	Problema
1	не что иное как	1	3
2	в то время как	1	3
3	и о том что	1	2
4	дело в том что	1	2
5	по крайней мере в	1	1
6	в конце концов не	1	1
7	но в то же	1	1
8	только и состоит из	1	1
9	несмотря на всю ее	1	1
10	в связи с этим	1	1
11	также и учение о	1	1
12	или по крайней мере	2	1
13	и то и другое	2	1
14	уже по одному тому	1	1
15	и в этом смысле	2	1
16	но даже и просто	1	1
17	не зная что такое	2	1
18	ни в чем не	1	1
19	в то же время	4	1
20	несмотря на то что	2	1
21	по одному тому что	1	1
