N	2gram	Tiupa_Narr_2	Psycholo
1	то что	8	44
2	и в	13	33
3	в этом	13	28
4	и что	2	25
5	как бы	6	25
6	все время	1	24
7	потому что	2	24
8	для того	1	23
9	том что	13	22
10	того чтобы	3	22
11	может быть	10	22
12	что в	4	21
13	в том	14	21
14	о том	5	20
15	что он	5	20
16	только что	2	15
17	как это	4	14
18	что это	4	13
19	таким образом	5	13
20	то есть	9	13
21	так же	2	13
22	и не	14	13
23	все это	1	13
24	сказать что	3	13
25	самом деле	3	12
26	в самом	2	12
27	было бы	2	12
28	все то	2	12
29	к тому	9	12
30	и все	4	12
31	этого рассказа	2	12
32	он не	5	11
33	что все	1	11
34	на то	2	10
35	что она	2	10
36	если бы	4	10
37	в его	6	10
38	не может	8	10
39	то же	4	9
40	в этой	4	9
41	как раз	3	9
42	в конце	4	8
43	как будто	1	8
44	в рассказе	4	8
45	вместе с	1	8
46	характера и	3	8
47	в каком	1	8
48	в своем	6	7
49	раз в	2	7
50	не только	26	7
51	в нем	5	7
52	так что	1	7
53	когда он	1	7
54	для нас	2	7
55	и т	2	6
56	на самом	2	6
57	в ней	2	6
58	что они	3	6
59	перед нами	4	6
60	все эти	3	6
61	в себе	8	6
62	после этого	1	6
63	во время	2	6
64	точки зрения	5	6
65	всякий раз	2	6
66	но он	2	6
67	тому что	3	6
68	в самой	1	6
69	же самое	1	6
70	никак не	3	6
71	это не	3	6
72	у него	6	6
73	а не	17	6
74	что мы	1	6
75	мы должны	1	6
76	как на	2	6
77	это и	1	5
78	мы не	2	5
79	в целом	3	5
80	все же	6	5
81	и как	1	5
82	о ее	1	5
83	как он	2	5
84	ясно что	1	5
85	как и	4	5
86	никогда не	6	5
87	и его	3	5
88	мы будем	1	5
89	с ним	4	5
90	в какой	4	5
91	вовсе не	2	5
92	из этого	1	5
93	той же	2	4
94	в которой	1	4
95	я не	5	4
96	с совершенно	1	4
97	говорит о	2	4
98	не будет	2	4
99	это было	1	4
100	и уже	4	4
101	слова и	1	4
102	в своей	4	4
103	как все	1	4
104	с точки	2	4
105	одна из	3	4
106	на него	5	4
107	а в	9	4
108	у нас	2	4
109	как мы	1	4
110	и о	1	4
111	что у	2	4
112	можно было	2	4
113	жизнь и	1	4
114	об этом	4	4
115	о нем	3	4
116	утверждает что	1	4
