1	и т д	6	11
2	в то же	7	7
3	то же время	7	7
4	до сих пор	1	3
5	не может быть	14	3
6	по отношению к	3	3
7	и не может	4	2
8	так и в	2	2
9	и т п	5	2
10	так же как	1	2
11	в отличие от	2	2
12	и в то	2	2
13	в самом деле	4	2
14	во всяком случае	6	2
15	в одной из	1	2
16	именно в этом	1	2
17	в том что	3	2
18	в таком случае	1	2
19	в том же	1	2
20	о том что	1	2
21	с другой стороны	5	2
22	положение нуждается в	1	1
23	мы не можем	2	1
24	и в литературе	1	1
25	в литературу как	1	1
26	в том числе	1	1
27	может быть понята	1	1
28	дело в том	2	1
29	с самого начала	1	1
30	и между ними	2	1
31	отнюдь не сводится	1	1
32	в высшей степени	2	1
33	это не просто	1	1
34	в связи с	4	1
35	никогда не является	1	1
36	сами по себе	2	1
37	как и в	1	1
38	но при этом	1	1
39	художественного произведения как	1	1
40	нет и не	2	1
41	это связано с	1	1
42	в роман и	1	1
43	можно было бы	1	1
44	можно говорить лишь	1	1
45	в нем и	2	1
46	то или иное	2	1
47	в конце жизни	1	1
48	но отнюдь не	1	1
49	той или иной	1	1
50	хотя и не	1	1
51	том числе и	1	1
52	так и не	1	1
53	что он был	1	1
54	но уже в	2	1
55	и что в	1	1
56	потому что они	1	1
57	может быть определен	1	1
58	это не значит	1	1
59	именно потому что	2	1
60	о том как	2	1
61	не менее важна	1	1
62	том что этот	1	1
63	и в том	1	1
64	героя и его	1	1
65	и вообще все	1	1
66	в частности в	1	1
67	того или иного	1	1
68	в нем нет	1	1
69	в виду что	1	1
70	так сказать в	1	1
71	и никогда не	1	1
72	которые сами по	1	1
73	только то что	2	1
74	понять его в	1	1
75	со всех сторон	1	1
76	может и не	1	1
77	не сводится к	1	1
78	но в таком	1	1
79	другой стороны и	1	1
