N	2gram	Potebnia_M_3	Hudozhes
1	и в	30	28
2	том что	18	19
3	в ее	2	18
4	и не	15	18
5	в том	32	15
6	а не	15	14
7	в этом	10	13
8	не в	15	13
9	о том	2	12
10	перед нами	2	11
11	не только	21	11
12	при этом	3	11
13	как и	10	11
14	в его	4	11
15	уже не	6	10
16	в себе	16	9
17	но и	19	9
18	так и	11	8
19	между тем	9	8
20	что он	6	8
21	себя в	1	8
22	в жизни	1	8
23	в душе	10	8
24	может быть	28	8
25	по отношению	5	7
26	тогда как	2	7
27	что она	3	7
28	в мире	1	7
29	об этом	2	7
30	к тому	7	7
31	и все	3	7
32	с ним	6	7
33	жизни в	1	7
34	отношению к	5	7
35	я и	3	6
36	в котором	4	6
37	то же	23	6
38	не было	4	6
39	и с	2	6
40	в глазах	1	6
41	в своей	2	6
42	в то	10	6
43	тем что	7	6
44	для себя	3	6
45	если бы	12	6
46	сводится к	1	6
47	можно сказать	3	6
48	это не	1	6
49	человеческой жизни	3	6
50	а в	12	6
51	то что	18	6
52	жизни и	2	6
53	с его	1	5
54	в этой	2	5
55	как в	10	5
56	в самом	8	5
57	что это	4	5
58	не могла	2	5
59	в своем	5	5
60	не менее	5	5
61	у него	2	5
62	ничего не	1	5
63	и его	4	5
64	в детстве	1	5
65	она не	2	5
66	его жизни	2	5
67	только на	3	5
68	одно из	5	5
69	для него	9	5
70	как бы	3	5
71	да и	1	5
72	что в	17	5
73	а между	2	4
74	и т	5	4
75	но не	7	4
76	в художественном	1	4
77	то в	1	4
78	наш взгляд	1	4
79	подобно тому	2	4
80	на наш	1	4
81	он не	4	4
82	в других	2	4
83	тем не	3	4
84	тому что	3	4
85	же время	5	4
86	и сама	1	4
87	и о	2	4
88	того чтобы	3	4
89	вслед за	3	4
90	что они	2	4
91	только в	21	4
92	что и	13	4
93	для того	4	4
94	превращается в	1	4
95	то и	6	4
96	не может	6	4
97	тому как	5	4
98	была бы	4	3
99	чтобы не	1	3
100	человека и	5	3
101	по преимуществу	1	3
102	едва ли	1	3
103	по его	1	3
104	и он	1	3
105	в ней	8	3
106	еще не	5	3
107	и на	3	3
108	столь же	4	3
109	всякий раз	1	3
110	не все	4	3
111	со стороны	3	3
112	и читатель	1	3
113	бы не	4	3
114	как он	1	3
115	в нем	9	3
116	что все	3	3
117	мы уже	2	3
118	с другими	5	3
119	было бы	9	3
120	в них	5	3
121	несмотря на	2	3
