N	3gram	Ircho_Kome_3	Psycholo
1	для того чтобы	6	19
2	в том что	9	12
3	о том что	4	10
4	в самом деле	6	7
5	то же самое	3	6
6	на то что	1	6
7	к тому что	1	5
8	так же точно	1	5
9	с самого начала	4	5
10	с точки зрения	3	4
11	что он не	2	4
12	как раз в	1	4
13	друг с другом	1	4
14	здесь мы видим	1	3
15	в том чтобы	1	3
16	в конце концов	2	3
17	и в этом	1	3
18	о мести и	1	3
19	то что он	1	3
20	во всяком случае	3	3
21	и т п	3	3
22	до сих пор	9	3
23	за то что	1	3
24	с одной стороны	3	3
25	таким образом что	1	2
26	потому что он	1	2
27	все тот же	1	2
28	в какой мере	2	2
29	о том как	3	2
30	ни одно из	1	2
31	вместе с тем	3	2
32	и в частности	1	2
33	то время как	2	2
34	же самое что	1	2
35	с другой стороны	2	2
36	но столь же	1	2
37	в то время	2	2
38	и в самом	3	2
39	речь идет о	3	2
40	он нисколько не	1	2
41	до тех пор	3	2
42	но если бы	1	2
43	на то чтобы	1	2
44	к тому же	4	2
45	и т д	1	2
46	должно было бы	1	2
47	том что она	1	1
48	против его воли	1	1
49	сравнивает себя с	1	1
50	к этому вопросу	1	1
51	что ни одно	1	1
52	на поле битвы	1	1
53	по отношению к	3	1
54	и как раз	1	1
55	равно как и	1	1
56	ни малейшего сомнения	1	1
57	подобно тому как	1	1
58	бы он не	1	1
59	был ее брат	1	1
60	что речь идет	1	1
61	рассказывает о том	1	1
62	по самой своей	1	1
63	так как все	1	1
64	бы то ни	2	1
65	в третий раз	1	1
66	в другом контексте	1	1
67	то же время	4	1
68	и не может	1	1
69	том что его	1	1
70	образом и здесь	1	1
71	с этой точки	1	1
72	малейшего сомнения в	1	1
73	только для того	2	1
74	так как он	1	1
75	как и всякий	1	1
76	к этому что	1	1
77	один из них	1	1
78	является ли это	1	1
79	лишь бы не	1	1
80	то ни было	2	1
81	к прямо противоположному	1	1
82	говорит о своей	1	1
83	и в то	1	1
84	в которой мы	1	1
85	и к тому	1	1
86	это не так	1	1
87	и для этого	1	1
88	в свою очередь	6	1
89	из них не	1	1
90	как бы в	1	1
91	сомнения в том	1	1
92	можем заключить что	1	1
93	и всякий другой	1	1
94	нет ни одного	1	1
95	ставит нас перед	1	1
96	а то что	1	1
97	и в свою	1	1
98	сознательной или бессознательной	1	1
99	вместе с ним	2	1
100	сходятся в одной	1	1
101	на русский язык	1	1
102	то обстоятельство что	2	1
103	но об этом	1	1
104	одной стороны он	1	1
105	к которой мы	1	1
106	и ничем не	1	1
107	ничего общего с	1	1
108	и если бы	1	1
109	этой точки зрения	1	1
110	и никогда не	1	1
111	ставить вопрос о	1	1
112	в конечном счете	2	1
113	можно сказать что	1	1
114	в то же	4	1
115	самой своей природе	1	1
116	нет ничего более	1	1
117	в трагедии и	1	1
118	сих пор на	1	1
119	что и в	2	1
120	так или иначе	2	1
121	на одном из	1	1
122	он умер и	1	1
