N	3gram	Bakhtin_Fr_7	Psycholo
1	в том что	3	9
2	о том что	1	7
3	во всяком случае	1	6
4	как и в	2	4
5	не в состоянии	1	3
6	что в этом	1	3
7	в конце концов	4	3
8	ни в области	2	3
9	что у него	2	3
10	все то что	3	3
11	потому что он	1	2
12	более или менее	2	2
13	в этом смысле	1	2
14	в том и	1	2
15	то же самое	1	2
16	с точки зрения	3	2
17	имеет в виду	1	2
18	в этом отношении	2	2
19	в применении к	1	2
20	мы увидим что	1	2
21	так и в	3	2
22	в одном из	1	2
23	то есть в	4	2
24	и в самом	1	2
25	мы видим что	1	2
26	по этому поводу	1	2
27	на самом деле	1	2
28	при помощи которого	1	2
29	и в сущности	1	1
30	а следовательно и	2	1
31	только и может	1	1
32	все дело в	1	1
33	в чем же	1	1
34	его к жизни	1	1
35	дело в том	2	1
36	есть прежде всего	1	1
37	в том числе	4	1
38	в том же	1	1
39	это отношение к	1	1
40	в одной плоскости	1	1
41	в различных формах	1	1
42	выходит за пределы	1	1
43	а также в	1	1
44	мы найдем целый	1	1
45	в этом романе	1	1
46	в таком же	1	1
47	провести границу между	1	1
48	то что в	2	1
49	какую роль играет	1	1
50	проникать во все	1	1
51	в связи со	1	1
52	том или ином	1	1
53	конечно ни в	1	1
54	в это время	1	1
55	но к ним	1	1
56	в первом случае	1	1
57	не только в	1	1
58	мы не знаем	1	1
59	мы не в	1	1
60	во все тайны	1	1
61	и в этом	1	1
62	потому что это	1	1
63	таким образом те	1	1
64	он говорит что	1	1
65	в том или	1	1
66	это и есть	1	1
67	в связи с	1	1
68	один из самых	1	1
69	трудно провести границу	1	1
70	точка зрения не	1	1
71	к этому вопросу	1	1
72	то есть об	1	1
73	и во всяком	1	1
74	можно определить как	1	1
75	у него в	1	1
76	а не наоборот	1	1
77	то мы увидим	1	1
78	имел в виду	1	1
79	таким образом мы	1	1
80	в свою очередь	3	1
81	найдем целый ряд	1	1
82	к нему и	1	1
83	с самого начала	1	1
84	что иное как	1	1
85	таким образом это	2	1
86	что в каждом	1	1
87	было бы сказать	1	1
88	не что иное	1	1
89	что вместе с	1	1
90	и в том	1	1
91	именно потому что	1	1
92	к тому же	1	1
93	не знаем но	1	1
94	который должен быть	1	1
95	том числе и	2	1
