N	4gram	Nazirov_Tv_2	Problemy
1	и не может быть	2	5
2	в то же время	7	5
3	в том числе и	1	3
4	в преступлении и наказании	10	2
5	но в то же	1	2
6	нет и не может	1	2
7	видим след смеха в	1	1
8	сам приглушается до минимума	1	1
9	степанчиково и его обитатели	1	1
10	как бы видим след	1	1
11	дело в том что	1	1
12	минимума мы как бы	1	1
13	изображенной действительности но самого	1	1
14	но самого смеха не	1	1
15	след смеха в структуре	1	1
16	в структуре изображенной действительности	1	1
17	преступлении и наказании мы	1	1
18	образа но сам приглушается	1	1
19	определять структуру образа но	1	1
20	самого смеха не слышим	1	1
21	начиная с преступления и	1	1
22	мы как бы видим	1	1
23	с другой стороны и	1	1
24	с преступления и наказания	1	1
25	структуру образа но сам	1	1
26	структуре изображенной действительности но	1	1
27	действительности но самого смеха	1	1
28	смеха в структуре изображенной	1	1
29	одну и ту же	1	1
30	приглушается до минимума мы	1	1
31	село степанчиково и его	1	1
32	продолжает определять структуру образа	1	1
33	которые сами по себе	1	1
34	преступлении и наказании но	2	1
35	и в то же	2	1
36	он продолжает определять структуру	1	1
37	но сам приглушается до	1	1
38	бы видим след смеха	1	1
39	до минимума мы как	1	1
