N	4gram	Vygotskiy__1	Dialekti
1	одно и то же	2	4
2	в то время как	4	3
3	в то же время	1	3
4	или по крайней мере	1	2
5	в одно и то	1	1
6	в том что он	1	1
7	существу с точки зрения	1	1
8	с одной стороны и	1	1
9	и с точки зрения	1	1
10	между тем и другим	2	1
11	о том что в	1	1
12	точно так же как	1	1
13	приводит к тому что	1	1
14	и в то же	1	1
15	и то же время	1	1
16	говорить о том что	1	1
17	это одно и то	1	1
18	бы и не быть	1	1
19	так же как и	4	1
20	заключается в том что	4	1
21	то время как в	2	1
22	все более и более	2	1
23	это как мы уже	1	1
