N	3gram	Losev_Prob_4	Literetu
1	в том что	8	11
2	в то же	2	5
3	в данном случае	5	4
4	не только в	4	4
5	в связи с	3	4
6	русской классической литературы	1	3
7	прежде всего в	1	3
8	с этой точки	1	3
9	этой точки зрения	1	3
10	и прежде всего	2	3
11	дело в том	1	2
12	не говоря уже	2	2
13	с точки зрения	11	2
14	только в том	3	2
15	и то что	1	2
16	ту или иную	1	2
17	с одной стороны	1	2
18	во всяком случае	4	2
19	о том что	3	2
20	и тем самым	1	2
21	тем не менее	10	2
22	а иной раз	1	1
23	на том что	1	1
24	в чистом виде	2	1
25	о себе в	1	1
26	только потому что	1	1
27	в медном всаднике	1	1
28	в последнее время	1	1
29	иметь в виду	1	1
30	между прочим и	1	1
31	что перед нами	2	1
32	уже не является	1	1
33	на самом деле	3	1
34	не так просто	1	1
35	как и во	1	1
36	говоря уже об	1	1
37	на то что	1	1
38	том что он	1	1
39	как раз и	1	1
40	имеем дело в	1	1
41	в зависимости от	3	1
42	бы то ни	1	1
43	в третьем лице	1	1
44	перед ним и	1	1
45	несмотря на свою	1	1
46	можно было бы	4	1
47	тот или иной	2	1
48	по крайней мере	6	1
49	по этому поводу	1	1
50	жизни и в	2	1
51	эти и подобные	1	1
52	и в частности	2	1
53	в это время	1	1
54	на эту тему	1	1
55	достоевского но не	1	1
56	на первый взгляд	1	1
57	говоря уже о	1	1
58	а также и	2	1
59	только при условии	2	1
60	хотя бы на	1	1
61	с другой стороны	6	1
62	только то что	1	1
63	ничего общего с	2	1
64	в войне и	1	1
65	в свою очередь	1	1
66	и подобные им	1	1
67	до сих пор	1	1
68	существует только потому	1	1
69	с самого начала	1	1
70	войне и мире	1	1
71	но все же	1	1
72	то ни было	1	1
73	не выходит за	2	1
74	классической литературы как	1	1
75	в том числе	1	1
76	тех или иных	3	1
77	возникают прежде всего	1	1
78	мы имеем дело	3	1
79	здесь как и	2	1
80	к тому же	2	1
81	и тем более	2	1
