N	2gram	Vinokur_Ku_2	FransuaR
1	и в	23	40
2	и его	3	17
3	прежде всего	8	16
4	в этом	18	15
5	мы уже	1	13
6	не только	20	13
7	в его	5	13
8	и не	16	13
9	вовсе не	9	12
10	что в	10	12
11	как и	2	11
12	но и	7	11
13	таким образом	5	10
14	как мы	3	10
15	в сущности	9	9
16	он не	3	9
17	в них	4	9
18	может быть	15	9
19	и все	2	9
20	и до	2	8
21	той же	2	8
22	и на	6	8
23	отношение к	1	8
24	все эти	12	8
25	и с	7	8
26	в эпоху	1	8
27	в том	19	8
28	у него	3	8
29	но в	11	8
30	то же	6	7
31	в своем	2	7
32	он и	2	7
33	в виду	3	7
34	в одном	1	7
35	и др	1	7
36	в самом	12	6
37	в этих	1	6
38	в то	4	6
39	же время	3	6
40	связи с	3	6
41	связь с	1	6
42	до конца	3	6
43	в той	2	6
44	он говорит	1	6
45	в своей	2	6
46	к этому	4	6
47	в году	2	5
48	в нем	4	5
49	и для	2	5
50	в особенности	4	5
51	те же	3	5
52	для него	1	5
53	то что	9	5
54	не было	4	5
55	а не	10	5
56	в связи	4	5
57	как раз	3	5
58	в своих	2	5
59	смысле слова	2	4
60	также и	5	4
61	из всех	1	4
62	в ней	3	4
63	в нашем	7	4
64	было бы	15	4
65	ни в	4	4
66	том что	11	4
67	в их	2	4
68	даже в	1	4
69	того чтобы	11	4
70	в области	11	4
71	у нас	12	4
72	о том	1	4
73	и о	4	4
74	так в	3	4
75	роль в	2	4
76	и здесь	5	4
77	а также	3	4
78	один из	5	4
79	так как	15	4
80	за этим	2	4
81	и даже	2	4
82	до сих	1	4
83	и потому	2	4
84	в данном	4	4
85	сих пор	1	4
86	все это	5	4
87	самом деле	9	3
88	на самом	2	3
89	и есть	2	3
90	только для	2	3
91	он был	1	3
92	с его	1	3
93	по отношению	1	3
94	отличие от	2	3
95	в этой	6	3
96	кроме того	1	3
97	и как	1	3
98	и к	1	3
99	в себе	1	3
100	но ведь	1	3
101	связанные с	2	3
102	при этом	2	3
103	большей или	3	3
104	всех этих	3	3
105	но дело	1	3
106	об этом	5	3
107	на протяжении	1	3
108	мы видели	2	3
109	в отличие	2	3
110	не понимает	1	3
111	их в	1	3
112	для этого	3	3
113	в таких	3	3
114	дело не	2	3
115	одна из	1	3
116	во всем	1	3
117	но все	4	3
118	здесь не	3	3
119	в ее	1	3
120	можно было	9	3
121	если бы	12	3
122	в другом	2	3
123	никак не	3	3
124	в значительной	1	3
125	между тем	6	3
126	нуждается в	2	3
127	что и	3	3
128	в свете	1	3
129	и следовательно	2	3
130	или меньшей	3	3
131	еще не	5	3
132	только в	5	3
133	так и	4	3
134	же и	2	3
135	одно из	1	3
136	не так	1	3
137	мы находим	1	3
138	в конце	4	3
139	тем что	3	3
140	в других	1	3
141	для того	9	3
142	связан с	1	3
143	и прежде	1	3
144	сказать что	4	3
145	там где	5	3
146	жизнь в	1	3
147	для этой	2	3
148	в частности	2	3
149	не может	9	3
150	вместе с	5	3
151	как в	3	3
152	такого рода	1	3
153	как бы	4	3
154	и от	2	3
155	но это	3	3
156	а в	3	3
157	слово в	1	3
158	между ними	1	3
159	к этой	3	3
160	они не	1	3
161	в обычном	2	2
162	того же	3	2
163	это и	3	2
164	тем же	2	2
165	по преимуществу	2	2
166	мы не	1	2
167	большую роль	1	2
168	по адресу	1	2
169	на тему	1	2
170	хотя бы	9	2
171	меньшей степени	3	2
172	на них	1	2
173	не был	1	2
174	но конечно	1	2
175	но не	6	2
176	вот как	1	2
177	что он	5	2
178	все же	7	2
179	и той	1	2
180	его к	2	2
181	в которой	1	2
182	в целом	1	2
183	из этих	1	2
184	выражение в	3	2
185	эпохи и	1	2
186	кухни и	1	2
187	и если	2	2
188	к тем	1	2
189	и еще	2	2
190	в корне	2	2
191	и вот	5	2
192	свидетельствует о	1	2
193	одной и	1	2
194	на этом	3	2
195	значительной степени	1	2
196	здесь мы	2	2
197	лишь в	5	2
198	это вовсе	1	2
199	далеко не	1	2
200	характер и	2	2
201	только во	1	2
202	точки зрения	14	2
203	этой теме	1	2
204	в котором	1	2
205	своего рода	4	2
206	но он	1	2
207	устной и	2	2
208	том же	1	2
209	не менее	7	2
210	не раз	1	2
211	культурной жизни	1	2
212	ее не	1	2
213	дело в	1	2
214	я готов	1	2
215	о таких	1	2
216	значение этого	1	2
217	этом отношении	3	2
218	и далее	2	2
219	и такие	1	2
220	должны быть	2	2
221	этим словесным	1	2
222	и это	3	2
223	данном случае	2	2
224	на основе	1	2
225	ценный материал	1	2
226	нас даже	1	2
227	следовательно и	2	2
228	одного из	2	2
229	здесь нет	1	2
230	по сравнению	2	2
231	не исчерпывается	1	2
232	поэтому в	1	2
233	можно сказать	4	2
234	но здесь	2	2
235	своей книге	1	2
236	говорит об	1	2
237	образом в	2	2
238	с того	1	2
239	с другой	8	2
240	нас в	1	2
241	язык и	2	2
242	к борьбе	1	2
243	в языке	10	2
244	это не	6	2
245	в большей	3	2
246	к нему	2	2
247	но как	1	2
248	или же	2	2
249	конечно не	2	2
250	и у	2	2
251	уже в	3	2
252	слова в	6	2
253	в нашей	4	2
254	мы знаем	4	2
255	на их	1	2
256	в форме	3	2
257	даже и	2	2
258	рядом с	2	2
259	или иной	1	2
260	именно в	3	2
261	чем он	1	2
262	еще и	2	2
263	что для	2	2
264	очень часто	2	2
265	с помощью	7	2
266	находим и	1	2
267	с этим	3	2
268	сравнению с	1	2
269	этого слова	5	2
270	слова и	5	2
271	какой бы	1	2
272	в книге	1	2
273	и перед	1	2
274	речи так	1	2
275	же к	1	2
276	потому что	25	2
277	одной из	1	2
278	самое существенное	1	2
279	и другие	1	2
280	это в	2	2
281	широкое распространение	2	1
282	отношения к	2	1
283	и т	39	1
284	совершенно справедливо	1	1
285	предполагает что	1	1
286	совершенно новый	1	1
287	утверждение что	1	1
288	вряд ли	4	1
289	не хочет	2	1
290	почти всегда	2	1
291	исходит из	1	1
292	все те	1	1
293	элементы эти	1	1
294	объясняется и	1	1
295	но те	1	1
296	элементы в	1	1
297	есть не	1	1
298	мы имеем	5	1
299	первая попытка	1	1
300	на такие	2	1
301	в аналогичных	1	1
302	и новые	1	1
303	на эти	1	1
304	есть нечто	1	1
305	от просто	1	1
306	что иное	1	1
307	мало и	1	1
308	они связаны	1	1
309	вместо того	1	1
310	языке можно	1	1
311	но даже	2	1
312	конечно и	2	1
313	подчеркнуть что	1	1
314	и он	1	1
315	так давно	1	1
316	следовательно в	1	1
317	смысл и	3	1
318	данном очерке	1	1
319	меньше чем	2	1
320	принадлежит и	1	1
321	иное как	1	1
322	повсюду в	1	1
323	это действительно	1	1
324	бы то	1	1
325	это имеет	1	1
326	а следовательно	2	1
327	то он	1	1
328	не говорят	3	1
329	свою жизнь	1	1
330	к слову	2	1
331	в общем	1	1
332	и правда	2	1
333	слову в	1	1
334	нет и	1	1
335	что они	2	1
336	что два	1	1
337	относится к	1	1
338	и я	1	1
339	и выражения	2	1
340	далее мы	1	1
341	такова же	1	1
342	перед нами	4	1
343	смысле этого	2	1
344	явление это	1	1
345	когда он	1	1
346	говорит что	1	1
347	себе не	2	1
348	этой цели	2	1
349	от этого	2	1
350	характер как	1	1
351	помощью которого	1	1
352	бы и	4	1
353	что это	7	1
354	за это	1	1
355	сущности и	1	1
356	в известном	1	1
357	речи но	2	1
358	удельный вес	1	1
359	во многих	1	1
360	в ряду	1	1
361	в наших	1	1
362	не могла	1	1
363	частности и	1	1
364	все они	2	1
365	по словам	2	1
366	для народа	1	1
367	вышла интересная	1	1
368	эти рамки	1	1
369	он должен	1	1
370	не как	2	1
371	речи в	6	1
372	однако он	1	1
373	том чтобы	1	1
374	свое время	2	1
375	и по	3	1
376	так например	1	1
377	или иных	1	1
378	это конечно	2	1
379	больше всего	1	1
380	то ни	1	1
381	могла бы	2	1
382	главным образом	3	1
383	в совершенно	1	1
384	связанных с	1	1
385	на все	2	1
386	а как	1	1
387	заключается в	2	1
388	очерке в	1	1
389	бы нам	1	1
390	например с	1	1
391	и тем	5	1
392	совершенно иную	1	1
393	вам в	1	1
394	это положение	2	1
395	превращаются в	1	1
396	все равно	2	1
397	верхом и	1	1
398	этого не	3	1
399	с тем	2	1
400	и уже	1	1
401	несмотря на	5	1
402	значит не	1	1
403	чем в	3	1
404	должно быть	4	1
405	этом в	1	1
406	такой же	1	1
407	не употребляет	2	1
408	все элементы	1	1
409	этом случае	2	1
410	и при	1	1
411	и их	1	1
412	мысль и	2	1
413	таким же	2	1
414	можно найти	1	1
415	в отношении	2	1
416	с точки	8	1
417	бы привести	2	1
418	бы к	1	1
419	к одному	1	1
420	этой книге	3	1
421	языке но	1	1
422	в очерке	1	1
423	знаем что	3	1
424	них есть	1	1
425	несомненно что	1	1
426	это всего	2	1
427	которые в	1	1
428	не в	8	1
429	на минуту	1	1
430	и более	2	1
431	что этот	1	1
432	художественная литература	1	1
433	для нее	1	1
434	по себе	10	1
435	этой работы	1	1
436	это особенно	1	1
437	случае мы	1	1
438	и вся	1	1
439	тому что	1	1
440	роль играют	1	1
441	книги или	1	1
442	таких случаях	2	1
443	тем самым	2	1
444	о значении	2	1
445	носит здесь	1	1
446	самого начала	1	1
447	и прочие	2	1
448	ничего не	4	1
449	на себе	4	1
450	не нуждается	1	1
451	но только	4	1
452	они всегда	1	1
453	никогда не	2	1
454	на язык	1	1
455	эта сторона	1	1
456	под этим	2	1
457	выражения вроде	1	1
458	именно с	3	1
459	и специфическими	1	1
460	все дело	2	1
461	цели свои	1	1
462	ему и	1	1
463	прежде чем	1	1
464	что русский	1	1
465	так называемый	1	1
466	доказать что	2	1
467	как будто	2	1
468	что на	4	1
469	за ними	2	1
470	в стиле	1	1
471	здесь совершенно	1	1
472	речь эта	1	1
473	отличается от	3	1
474	всего в	3	1
475	что оно	3	1
476	за что	1	1
477	области изучения	1	1
478	все еще	1	1
479	и свое	2	1
480	полным правом	1	1
481	где он	1	1
482	речь не	1	1
483	всегда в	1	1
484	вообще во	1	1
485	свою очередь	2	1
486	связи со	1	1
487	с каким	1	1
488	языка и	8	1
489	они ни	1	1
490	какое же	1	1
491	но уж	1	1
492	только то	1	1
493	в себя	1	1
494	с самого	1	1
495	в пределах	4	1
496	примеров можно	1	1
497	смысле но	1	1
498	на том	2	1
499	например о	1	1
500	он так	1	1
501	не с	1	1
502	здесь как	1	1
503	в плоскости	2	1
504	отсюда и	2	1
505	во многом	1	1
506	именно этот	2	1
507	мы в	2	1
508	понятно что	1	1
509	разговорного языка	1	1
510	и вообще	2	1
511	с полным	1	1
512	можно объяснить	1	1
513	тех кто	1	1
514	внимание на	1	1
515	настоящее время	1	1
516	и что	8	1
517	все его	1	1
518	не выходит	1	1
519	что эта	2	1
520	и тщательно	1	1
521	которых в	1	1
522	от них	1	1
523	она здесь	1	1
524	который и	1	1
525	отметить что	1	1
526	и только	1	1
527	можно проследить	1	1
528	не надо	3	1
529	язык в	2	1
530	и где	2	1
531	вообще и	2	1
532	всего этого	1	1
533	только отрицательный	1	1
534	бы вполне	1	1
535	где ее	1	1
536	при котором	1	1
537	в него	1	1
538	на те	1	1
539	на почве	1	1
540	того что	3	1
541	в современной	2	1
542	что здесь	1	1
543	быть и	1	1
544	обе эти	1	1
545	что только	1	1
546	всякого рода	2	1
547	дело с	1	1
548	в узком	4	1
549	что даже	1	1
550	не имеет	4	1
551	в вопросе	1	1
552	и часто	1	1
553	те которые	1	1
554	и основные	1	1
555	которое мы	1	1
556	и оба	1	1
557	ее от	1	1
558	здесь с	1	1
559	этот способ	1	1
560	с одной	2	1
561	в качестве	8	1
562	устной речи	1	1
563	так что	1	1
564	следил за	1	1
565	примеры из	1	1
566	в виде	1	1
567	слова не	3	1
568	языка но	3	1
569	следует что	3	1
570	нашем смысле	2	1
571	всяком случае	5	1
572	ведь это	1	1
573	бы совершенно	1	1
574	не для	1	1
575	но что	2	1
576	много и	1	1
577	само по	5	1
578	к двум	1	1
579	дают в	1	1
580	значение которое	1	1
581	а именно	2	1
582	сказать несколько	1	1
583	от этих	1	1
584	с той	2	1
585	статье к	1	1
586	и америке	1	1
587	что не	6	1
588	в живом	2	1
589	превращается в	2	1
590	здесь дело	1	1
591	более того	1	1
592	не на	2	1
593	однако и	2	1
594	слов и	2	1
595	подобного рода	5	1
596	вопросе о	2	1
597	отнюдь не	4	1
598	того специфического	1	1
599	пословиц и	1	1
600	не всегда	2	1
601	и слово	1	1
602	но оно	2	1
603	ведь только	1	1
604	так же	4	1
605	как это	5	1
606	всего тем	1	1
607	книге о	1	1
608	и понимать	1	1
609	из которых	3	1
610	интересен и	1	1
611	не могут	5	1
612	для обозначения	2	1
613	не дают	1	1
614	характерно здесь	1	1
615	по содержанию	1	1
616	и двух	1	1
617	за рамки	2	1
618	быть только	2	1
619	да и	6	1
620	лет после	1	1
621	согласно которому	1	1
622	и богатство	1	1
623	в уже	1	1
624	в это	1	1
625	материал для	2	1
626	в свое	2	1
627	что между	2	1
628	отношению же	1	1
629	несколько слов	1	1
630	дошло до	1	1
631	но так	2	1
632	это выражение	1	1
633	ведь и	1	1
634	у вас	1	1
635	так ли	1	1
636	но для	3	1
637	здесь прежде	1	1
638	нисколько не	3	1
639	же значение	1	1
640	тех или	1	1
641	пор еще	1	1
642	новой эпохи	1	1
643	или в	4	1
644	вот его	1	1
645	имеет дело	1	1
646	узком смысле	2	1
647	в результате	4	1
648	о котором	2	1
649	это как	1	1
650	в настоящее	1	1
651	но также	4	1
652	на понимании	1	1
653	значение его	1	1
654	в литературной	1	1
655	ни к	15	1
656	будто бы	2	1
657	ни было	1	1
658	же в	3	1
659	этом примере	1	1
660	даже при	1	1
661	себе и	1	1
662	в целях	2	1
663	с ними	2	1
664	в свою	2	1
665	не знает	3	1
666	другой стороны	7	1
667	речи и	5	1
668	свое и	1	1
669	не что	1	1
670	который не	1	1
671	были и	1	1
672	целей и	1	1
673	и тема	1	1
674	речи как	1	1
675	в голову	1	1
676	заметить что	1	1
677	именно здесь	1	1
678	как на	1	1
679	во всяком	5	1
680	гораздо более	3	1
