N	3gram	Ircho_Kome_2	Myslijsy
1	в том что	5	16
2	по отношению к	3	5
3	то же время	3	5
4	в то же	3	5
5	вместе с тем	4	4
6	с другой стороны	1	4
7	но и в	1	4
8	в то время	3	4
9	не только в	1	4
10	более или менее	1	3
11	до сих пор	2	3
12	что он не	1	3
13	с одной стороны	2	3
14	в свою очередь	1	3
15	само по себе	1	3
16	только в том	1	3
17	тем не менее	1	3
18	для того чтобы	4	3
19	не может быть	1	3
20	что и в	2	3
21	только потому что	2	2
22	в том же	1	2
23	есть для нас	1	2
24	и т п	2	2
25	в первом случае	1	2
26	ответ на это	1	2
27	и в том	1	2
28	так и в	1	2
29	и в самом	1	2
30	но никак не	1	2
31	к тому что	2	2
32	и столь же	3	1
33	в чем же	1	1
34	потому что в	1	1
35	не говоря уже	2	1
36	одной из этих	1	1
37	в самом деле	1	1
38	говоря уже о	2	1
39	потому что по	1	1
40	и та же	1	1
41	а может быть	1	1
42	за то что	4	1
43	и не менее	1	1
44	до тех пор	3	1
45	в том случае	1	1
46	же что и	1	1
47	что и мы	1	1
48	сводится к тому	1	1
49	то время как	2	1
50	нечто такое что	1	1
51	в этих словах	1	1
52	но столь же	1	1
53	так или иначе	3	1
54	о котором речь	1	1
55	только после того	1	1
56	так и на	1	1
57	одна и та	1	1
58	со своей стороны	1	1
59	приходит в голову	1	1
60	и стало быть	1	1
61	у него в	1	1
62	а вместе с	1	1
63	о том что	4	1
64	что само по	1	1
65	друг от друга	1	1
66	тем более что	1	1
67	с другом и	1	1
68	после того как	2	1
69	таким образом и	1	1
70	друг с другом	2	1
71	и вслед за	1	1
72	легко представить себе	1	1
73	следует сказать о	1	1
74	к тому же	10	1
75	и серьезного человека	1	1
76	в двух других	2	1
77	как мы видели	1	1
