N	3gram	Potebnia_M_1	FransuaR
1	то же время	3	10
2	в то же	3	10
3	до сих пор	1	8
4	в том что	13	6
5	как и в	2	4
6	в связи с	1	3
7	мы видели что	1	3
8	более или менее	1	2
9	с точки зрения	3	2
10	бы то ни	2	2
11	как мы видели	1	2
12	с одной стороны	3	2
13	дело в том	2	2
14	в то время	1	2
15	о том что	1	2
16	не только не	2	2
17	с другой стороны	5	2
18	для того чтобы	2	2
19	не может быть	9	2
20	таким образом что	2	1
21	но и все	1	1
22	искать не в	1	1
23	а следовательно и	1	1
24	зрения на мир	1	1
25	и телесной жизни	1	1
26	и не могут	1	1
27	потому что в	4	1
28	по отношению к	13	1
29	на самом деле	1	1
30	подобно тому как	3	1
31	то время когда	1	1
32	одной стороны и	1	1
33	и там где	1	1
34	и их сочетаний	1	1
35	можно себе представить	2	1
36	но и в	4	1
37	же время не	1	1
38	в этом отношении	1	1
39	или наоборот как	1	1
40	потому что на	3	1
41	там где он	1	1
42	не потому что	1	1
43	если бы мы	1	1
44	то ни было	1	1
45	друг другу как	1	1
46	так и в	3	1
47	но при этом	1	1
48	и в отношении	1	1
49	все без исключения	1	1
50	и в этом	6	1
51	и при этом	2	1
52	и с этой	2	1
53	не в том	4	1
54	и эти отношения	1	1
55	потому что эти	1	1
56	только то что	1	1
57	в одном и	2	1
58	между этими двумя	1	1
59	таким образом в	1	1
60	мы не можем	1	1
61	и как бы	3	1
62	с самого начала	3	1
63	вопрос о том	1	1
64	заключается в том	1	1
65	как бы ни	2	1
66	как мы видим	1	1
67	том что все	1	1
68	извне то есть	1	1
69	в этом смысле	4	1
70	после того как	1	1
71	можно было бы	1	1
72	друг за другом	1	1
73	и в слове	1	1
74	литературного языка и	1	1
75	в полной силе	1	1
