N	2gram	Medvedev_F_3	KulturaY
1	и т	11	54
2	т п	5	41
3	т е	32	32
4	и в	27	23
5	точки зрения	16	23
6	в том	7	22
7	не только	9	17
8	в этом	18	16
9	было бы	6	16
10	с точки	14	16
11	самом деле	16	14
12	может быть	25	14
13	в области	2	14
14	в самом	11	13
15	что в	8	13
16	не менее	7	12
17	потому что	7	12
18	для того	4	12
19	том что	4	11
20	того чтобы	5	11
21	можно было	1	11
22	в его	7	11
23	того что	3	11
24	а не	17	11
25	можно говорить	4	10
26	у нас	3	10
27	и не	30	10
28	еще не	6	9
29	таким образом	18	9
30	тем не	2	9
31	хотя бы	6	9
32	так как	9	9
33	прежде всего	4	9
34	т д	6	8
35	лишь в	9	8
36	зависимости от	5	8
37	если бы	12	8
38	в виду	3	8
39	уже не	3	8
40	до сих	1	8
41	сих пор	1	8
42	как это	4	7
43	в зависимости	5	7
44	все эти	6	7
45	в нашем	1	7
46	должно быть	1	7
47	того как	1	7
48	если мы	7	7
49	те же	3	7
50	и что	3	7
51	с другой	6	7
52	в языке	2	7
53	или иной	2	7
54	на фоне	3	7
55	в данном	6	7
56	слова и	4	7
57	сказать что	3	7
58	то же	15	6
59	говорить о	2	6
60	в общем	2	6
61	с помощью	8	6
62	только в	8	6
63	так и	21	6
64	при этом	8	6
65	и тем	3	6
66	с тем	7	6
67	в их	1	6
68	о языке	1	6
69	ничего не	2	6
70	связи с	5	6
71	не может	24	6
72	могут быть	4	6
73	по себе	4	6
74	о том	4	6
75	что и	2	6
76	тот же	1	6
77	что он	6	6
78	для этого	2	6
79	в первом	1	5
80	как мы	8	5
81	независимо от	5	5
82	все же	6	5
83	хотя и	1	5
84	из этих	2	5
85	как бы	8	5
86	что она	2	5
87	как и	14	5
88	не значит	2	5
89	не в	12	5
90	вовсе не	28	5
91	от того	2	5
92	не могут	10	5
93	той или	1	5
94	и должно	1	5
95	слов и	4	5
96	в поэзии	3	5
97	тем что	5	5
98	в связи	4	5
99	что же	5	5
100	но это	2	5
101	а в	1	5
102	совершенно не	7	5
103	того же	3	4
104	тех же	1	4
105	отношения между	2	4
106	в сущности	2	4
107	столь же	3	4
108	как в	4	4
109	в своем	2	4
110	только тогда	1	4
111	в целом	4	4
112	языка как	2	4
113	лишь с	2	4
114	ясно что	3	4
115	этого слова	2	4
116	в своей	6	4
117	же мы	1	4
118	тому что	3	4
119	тем самым	1	4
120	тогда когда	4	4
121	учения о	1	4
122	как раз	8	4
123	и о	1	4
124	в ее	4	4
125	данном случае	4	4
126	для нас	3	4
127	между тем	7	4
128	один из	1	4
129	с одной	1	4
130	в нашей	1	4
131	о поэзии	2	4
132	слова в	1	4
133	не было	1	4
134	одной стороны	1	4
135	в той	3	4
136	этом случае	1	4
137	то что	8	4
138	в таком	2	4
139	в слове	4	4
140	я и	1	3
141	на самом	14	3
142	это и	2	3
143	то в	2	3
144	той же	3	3
145	есть не	1	3
146	мы не	4	3
147	сам по	1	3
148	в ней	5	3
149	время в	3	3
150	то мы	3	3
151	но не	5	3
152	то он	3	3
153	внутренняя форма	1	3
154	по отношению	3	3
155	очевидно что	2	3
156	отнюдь не	8	3
157	что именно	5	3
158	что как	1	3
159	бы и	3	3
160	что это	3	3
161	бы не	2	3
162	он не	1	3
163	в первую	1	3
164	и с	3	3
165	зрения на	1	3
166	с этой	1	3
167	мы видели	4	3
168	значит не	1	3
169	форма и	1	3
170	не так	1	3
171	но если	2	3
172	в которых	3	3
173	установка на	4	3
174	и более	3	3
175	как проблема	1	3
176	в отношении	2	3
177	она не	4	3
178	в то	7	3
179	как о	2	3
180	на него	1	3
181	в процессе	15	3
182	и именно	2	3
183	о материале	3	3
184	должна быть	3	3
185	которые и	1	3
186	п в	2	3
187	был бы	2	3
188	в каком	2	3
189	не потому	1	3
190	не есть	4	3
191	всего этого	1	3
192	только то	3	3
193	в результате	5	3
194	и содержание	2	3
195	но и	10	3
196	нас в	1	3
197	связь между	4	3
198	это не	3	3
199	и только	2	3
200	может иметь	2	3
201	в какой	3	3
202	и действительно	2	3
203	самый смысл	2	3
204	уже в	4	3
205	вопроса о	1	3
206	в данной	2	3
207	ни в	8	3
208	могло бы	1	3
209	то это	1	3
210	именно в	1	3
211	и пр	15	3
212	по существу	1	3
213	там где	7	3
214	того или	1	3
215	но для	2	3
216	к тому	4	3
217	формы и	3	3
218	мы должны	2	3
219	слово в	2	3
220	другой стороны	5	3
221	или иного	1	3
222	они не	4	3
223	смысле слова	2	2
224	также что	1	2
225	таком случае	1	2
226	чтобы не	2	2
227	и через	1	2
228	тем же	7	2
229	к другому	2	2
230	отношению к	3	2
231	собственном смысле	1	2
232	одним и	2	2
233	бы уже	1	2
234	мы имеем	1	2
235	уже что	1	2
236	содержания в	1	2
237	тема не	1	2
238	случаи когда	1	2
239	здесь не	2	2
240	он пишет	1	2
241	отличие от	2	2
242	не просто	1	2
243	или иное	2	2
244	за пределы	2	2
245	что они	5	2
246	связи и	2	2
247	сама по	1	2
248	языка и	1	2
249	смысле этого	2	2
250	и как	4	2
251	увидим что	2	2
252	но в	6	2
253	учение о	2	2
254	и тот	1	2
255	как он	2	2
256	так сказать	5	2
257	и самый	2	2
258	лишь что	1	2
259	если же	5	2
260	и если	1	2
261	в корне	4	2
262	в россии	2	2
263	на этом	2	2
264	но все	1	2
265	значение в	1	2
266	этих форм	1	2
267	его в	7	2
268	на протяжении	2	2
269	с другими	1	2
270	приходит в	1	2
271	не понимают	2	2
272	для меня	1	2
273	двух направлениях	1	2
274	становится и	1	2
275	чем в	1	2
276	такой же	2	2
277	как таковой	3	2
278	и того	1	2
279	смысл и	4	2
280	одного и	1	2
281	в этих	3	2
282	из того	1	2
283	и при	1	2
284	в котором	2	2
285	в отличие	2	2
286	не как	2	2
287	бы например	2	2
288	если это	1	2
289	однако в	2	2
290	раз и	3	2
291	не о	3	2
292	структурные моменты	1	2
293	дело не	2	2
294	проблема и	2	2
295	очень плохо	1	2
296	слова как	2	2
297	никак не	3	2
298	можно рассматривать	1	2
299	отличается от	2	2
300	к другой	1	2
301	а что	3	2
302	совершенно ясно	1	2
303	так в	2	2
304	то или	2	2
305	но мы	1	2
306	в пределах	8	2
307	в дальнейшем	5	2
308	к его	3	2
309	она есть	3	2
310	все те	1	2
311	и здесь	1	2
312	язык и	1	2
313	можно сказать	3	2
314	е к	1	2
315	путь к	1	2
316	а потому	1	2
317	и содержания	2	2
318	она может	1	2
319	эти последние	1	2
320	указывает что	1	2
321	моменты в	1	2
322	в двух	1	2
323	может оказаться	1	2
324	тот или	1	2
325	все они	1	2
326	именно на	2	2
327	в качестве	1	2
328	конечно не	4	2
329	то и	1	2
330	ни одного	1	2
331	е на	1	2
332	потому в	1	2
333	который как	1	2
334	а то	1	2
335	в одном	1	2
336	то у	1	2
337	быть совершенно	1	2
338	еще и	1	2
339	один и	1	2
340	именно так	5	2
341	о чем	1	2
342	понятие о	1	2
343	что мы	1	2
344	чем же	2	2
345	в частности	1	2
346	вместе с	6	2
347	так же	9	2
348	внутренней формы	3	2
349	он будет	1	2
350	ясной становится	2	2
351	тому как	5	2
352	быть не	1	2
353	как например	1	2
354	в условиях	3	2
355	только для	1	2
356	все это	7	2
357	кроме того	1	2
358	материалом поэзии	3	2
359	материале и	1	2
360	каждой из	1	2
361	мы найдем	1	2
362	не с	1	2
363	еще более	1	2
364	главным образом	2	2
365	е в	1	2
366	не знает	1	2
367	равно как	3	2
368	понимается как	1	2
369	является и	2	2
370	в кругу	1	2
371	это так	1	2
372	и иной	2	2
373	как слово	1	2
374	это в	1	2
375	во всяком	6	2
376	том числе	1	2
377	который должен	1	1
378	не иначе	1	1
379	ту же	2	1
380	новые способы	1	1
381	отношения к	2	1
382	языка с	1	1
383	же как	3	1
384	в движение	1	1
385	и то	1	1
386	форм есть	1	1
387	материал поэзии	1	1
388	мере в	1	1
389	между двумя	1	1
390	в чисто	2	1
391	не имеют	1	1
392	с таким	2	1
393	к созданию	1	1
394	от таких	1	1
395	или с	1	1
396	да еще	1	1
397	во-вторых с	1	1
398	способы выражения	1	1
399	этого нет	1	1
400	во времени	1	1
401	на место	1	1
402	язык как	2	1
403	нам в	1	1
404	которой может	1	1
405	и внутренние	1	1
406	так чтобы	2	1
407	на себе	1	1
408	в полной	2	1
409	в большом	1	1
410	и самой	1	1
411	конструктивного принципа	1	1
412	как не	2	1
413	одного слова	1	1
414	так называемые	2	1
415	п т	1	1
416	форм в	1	1
417	мы без	2	1
418	литературы и	3	1
419	и на	3	1
420	между собой	4	1
421	это действительно	1	1
422	бы то	4	1
423	роман и	2	1
424	то слово	1	1
425	еще одним	1	1
426	в отвлечении	2	1
427	а только	1	1
428	в сторону	2	1
429	не входит	1	1
430	значение и	1	1
431	к слову	1	1
432	менее всего	4	1
433	грамматических возможностей	1	1
434	нет и	3	1
435	значение имеет	1	1
436	протекающий в	1	1
437	конечно совершенно	1	1
438	литература может	1	1
439	в одной	5	1
440	с этим	1	1
441	языковым материалом	1	1
442	е она	1	1
443	в противном	1	1
444	все без	3	1
445	иным путем	2	1
446	и понимания	6	1
447	в круг	1	1
448	е с	2	1
449	в каком-то	1	1
450	именно эта	1	1
451	то убедимся	1	1
452	не связаны	1	1
453	роль играет	1	1
454	факт как	1	1
455	или иную	1	1
456	жанра и	3	1
457	ее целом	1	1
458	со своей	1	1
459	и конечно	1	1
460	это утверждает	1	1
461	на той	1	1
462	это утверждение	2	1
463	формы в	3	1
464	другой то	1	1
465	формальный метод	1	1
466	то я	1	1
467	им в	1	1
468	в общий	1	1
469	имеем в	1	1
470	и те	4	1
471	если он	1	1
472	не могла	1	1
473	жива еще	1	1
474	а вовсе	4	1
475	этот процесс	3	1
476	есть сложная	1	1
477	они пытаются	1	1
478	данного слова	1	1
479	всех этих	2	1
480	моменты которые	1	1
481	в принципе	1	1
482	ведь не	2	1
483	не к	1	1
484	переходит от	1	1
485	каких приемов	1	1
486	ни была	1	1
487	материала не	1	1
488	дает и	1	1
489	очевидным что	1	1
490	одной и	2	1
491	его от	2	1
492	смысле как	1	1
493	так например	1	1
494	или иных	1	1
495	без исключения	5	1
496	в основу	2	1
497	а вместе	1	1
498	форма у	1	1
499	в каждом	5	1
500	так называемым	1	1
501	не будет	1	1
502	же касается	1	1
503	к теме	1	1
504	сказать в	1	1
505	входит в	8	1
506	те или	1	1
507	искусства в	3	1
508	и иных	1	1
509	известно что	1	1
510	этом смысле	2	1
511	отца и	1	1
512	между смыслом	2	1
513	приемов которые	1	1
514	чаще всего	1	1
515	конкретности и	1	1
516	он является	2	1
517	поэтической структуры	2	1
518	для чего	2	1
519	строгом смысле	1	1
520	оно вполне	1	1
521	цель всех	1	1
522	можно считать	1	1
523	из нашего	1	1
524	для своих	1	1
525	зрения ее	1	1
526	он понимает	1	1
527	совершенно независимо	1	1
528	построение и	1	1
529	таким же	2	1
530	и ее	6	1
531	в такой	2	1
532	мы конечно	1	1
533	всяком случае	6	1
534	бы к	2	1
535	той мере	1	1
536	она в	1	1
537	то его	2	1
538	такие стороны	1	1
539	от его	3	1
540	значение для	1	1
541	и звук	1	1
542	и той	1	1
543	понимания и	1	1
544	для данного	4	1
545	из контекста	1	1
546	творчества и	3	1
547	друг другу	2	1
548	связано с	2	1
549	бы о	1	1
550	приемы как	1	1
551	оказалось бы	2	1
552	чтобы она	1	1
553	не должна	1	1
554	даже в	2	1
555	же такое	1	1
556	в степени	1	1
557	задачи и	1	1
558	слово как	3	1
559	случае в	3	1
560	а отсюда	1	1
561	поэтического произведения	1	1
562	дня и	1	1
563	меня не	1	1
564	правда в	2	1
565	первая часть	1	1
566	и продолжает	1	1
567	к этим	1	1
568	жизни из	1	1
569	как следует	2	1
570	в основе	3	1
571	тогда и	1	1
572	не могло	2	1
573	для всего	1	1
574	работы но	1	1
575	возможно и	1	1
576	в коем	1	1
577	в самой	2	1
578	же время	7	1
579	признаки как	1	1
580	таким путем	1	1
581	говорить как	1	1
582	того в	1	1
583	ровно ничего	2	1
584	такой случай	1	1
585	за исключением	1	1
586	убедиться в	1	1
587	и его	19	1
588	целом и	1	1
589	недаром ведь	1	1
590	в задачу	1	1
591	и другой	1	1
592	лежит в	1	1
593	в действительной	1	1
594	же самое	3	1
595	в наши	1	1
596	в технике	1	1
597	свое значение	1	1
598	в одну	1	1
599	когда они	1	1
600	ориентируясь на	2	1
601	теории образа	1	1
602	форм если	1	1
603	то ни	4	1
604	можно и	1	1
605	но только	1	1
606	но по	1	1
607	связи со	1	1
608	на основе	1	1
609	в собственном	1	1
610	последнее время	1	1
611	или для	1	1
612	не те	1	1
613	следовательно и	4	1
614	речи то	1	1
615	те случаи	1	1
616	никогда не	5	1
617	что каждый	2	1
618	и приеме	1	1
619	его структуре	1	1
620	можно только	2	1
621	это только	2	1
622	с литературным	1	1
623	форма но	1	1
624	жанра в	2	1
625	о котором	1	1
626	об искусстве	1	1
627	в словах	1	1
628	языковых форм	1	1
629	во-первых с	1	1
630	содержание этого	1	1
631	сводится к	5	1
632	о нем	3	1
633	именно потому	2	1
634	произведения как	6	1
635	искусства и	1	1
636	и возможно	1	1
637	в речи	1	1
638	противоположного характера	1	1
