N	4gram	Voloshinov_1	Problema
1	бы то ни было	1	2
2	ни в чем не	3	2
3	ни в коем случае	1	2
4	дело в том что	1	1
5	конечно не следует что	1	1
6	мы можем сказать что	1	1
7	дальше чем на один	1	1
8	конечно никакому сомнению что	1	1
9	подлежит конечно никакому сомнению	1	1
10	чтобы войти в историю	1	1
11	и с его помощью	1	1
12	в полном согласии с	1	1
13	плотно со всех сторон	1	1
14	во всех его моментах	1	1
15	и быть не может	1	1
16	не что иное как	1	1
17	и не нуждается в	1	1
18	не могут быть поняты	1	1
19	не имеют дела с	1	1
20	не подлежит конечно никакому	1	1
21	не чем иным как	1	1
22	чем на один шаг	1	1
23	нет и быть не	1	1
24	мы останавливаться не будем	1	1
25	все снова и снова	1	1
26	вообще не может иметь	1	1
