N	3gram	Tiupa_Disk_1	Myshleni
1	с точки зрения	1	21
2	в этом случае	1	14
3	в том что	13	13
4	с самого начала	1	7
5	по отношению к	9	5
6	то же самое	2	5
7	в данном случае	2	5
8	с одной стороны	9	5
9	между мыслью и	1	5
10	вместе с тем	1	4
11	не может быть	3	4
12	заключается в том	1	4
13	о том что	5	4
14	на то что	1	4
15	по мере развития	1	4
16	по своей природе	2	4
17	только потому что	1	3
18	состоит в том	2	3
19	в том и	1	3
20	одной стороны и	2	3
21	до сих пор	1	3
22	в этом отношении	1	3
23	одно и то	1	3
24	и то же	1	3
25	тем не менее	1	3
26	содержит в себе	1	3
27	можно сказать что	2	3
28	как и в	1	3
29	как мы видели	1	3
30	ситуации в которой	1	3
31	том что в	2	2
32	нет и не	1	2
33	прежде всего в	1	2
34	одним и тем	1	2
35	на самом деле	1	2
36	том что он	1	2
37	в известном смысле	1	2
38	в отличие от	4	2
39	из того что	1	2
40	в большинстве случаев	1	2
41	едва ли не	2	2
42	и тем же	1	2
43	в свою очередь	3	2
44	в конечном счете	1	2
45	развития человеческого сознания	1	1
46	в которой он	1	1
47	по сути дела	2	1
48	поэтому что не	1	1
49	не только о	1	1
50	подобно тому как	2	1
51	в том числе	2	1
52	также и в	1	1
53	в соответствии с	2	1
54	в этом смысле	1	1
55	только по отношению	1	1
56	только в том	2	1
57	как учение о	1	1
58	и не может	1	1
59	сам по себе	1	1
60	но в случае	1	1
61	что он не	1	1
62	что представляет собой	1	1
63	в первую очередь	1	1
64	как раз и	1	1
65	по аналогии с	1	1
66	можно сказать словами	1	1
67	что с помощью	1	1
68	том числе и	2	1
69	в равной мере	1	1
70	здесь как и	1	1
71	в целом и	1	1
72	не только в	2	1
73	а к другому	1	1
74	в одно и	1	1
75	в этом состоит	1	1
76	но при этом	3	1
77	представляет собой скорее	1	1
78	во всех этих	1	1
79	в одной из	2	1
80	потому что в	1	1
81	с другой стороны	3	1
82	одновременно с этим	1	1
83	таким же образом	1	1
84	в этом направлении	1	1
85	во всяком случае	1	1
86	можно говорить не	1	1
87	на этом пути	1	1
88	к той же	1	1
89	так например в	1	1
90	может и не	1	1
91	так и в	1	1
92	это и есть	1	1
93	как и всякий	1	1
94	это отнюдь не	1	1
95	той ситуации в	1	1
96	того положения что	1	1
97	той или иной	3	1
98	заключать в себе	1	1
99	и вследствие этого	1	1
100	внимание на то	1	1
101	слова в ходе	1	1
102	в силу своей	2	1
103	и во второй	1	1
104	но все же	1	1
105	в то же	3	1
106	тем что он	1	1
107	мы имеем дело	2	1
108	и пришел к	1	1
109	говорить не только	1	1
