N	2gram	Medvedev_F_2	Marksizm
1	может быть	23	28
2	и пр	21	25
3	и в	38	19
4	как бы	4	19
5	и не	20	19
6	в процессе	9	18
7	не может	14	18
8	точки зрения	8	17
9	то же	6	16
10	и его	21	16
11	как мы	7	15
12	в этом	27	15
13	языка и	12	15
14	в сущности	4	14
15	так сказать	3	14
16	таким образом	20	14
17	лишь в	7	14
18	не только	9	13
19	с точки	7	13
20	связи с	13	13
21	речи и	3	13
22	речевого общения	6	12
23	в нем	13	11
24	если бы	5	11
25	вовсе не	11	11
26	не в	15	10
27	речи в	1	10
28	так и	8	10
29	но и	13	10
30	в пределах	12	10
31	том что	2	10
32	самом деле	8	9
33	при этом	9	9
34	как и	9	9
35	для него	7	9
36	языка как	11	9
37	в основе	5	9
38	а не	6	9
39	на почве	9	9
40	с его	11	8
41	высказывание в	1	8
42	в то	5	8
43	же время	5	8
44	только в	6	8
45	слова в	3	8
46	отнюдь не	8	8
47	не является	3	8
48	на самом	3	7
49	его в	3	7
50	высказывания как	1	7
51	и более	2	7
52	высказывания в	1	7
53	никогда не	2	7
54	в том	11	7
55	в языке	6	7
56	прежде всего	15	7
57	в связи	10	7
58	и для	5	7
59	но в	4	7
60	в таком	2	7
61	язык как	8	6
62	во всех	5	6
63	и как	3	6
64	в самом	16	6
65	если мы	5	6
66	слова и	7	6
67	ни в	2	6
68	в смысле	1	6
69	того чтобы	3	6
70	в направлении	1	6
71	к тому	4	6
72	для того	3	6
73	и следовательно	1	6
74	быть и	3	6
75	и значением	3	6
76	между тем	2	6
77	более того	5	6
78	речевых выступлений	2	6
79	с помощью	10	6
80	и все	3	6
81	хотя бы	6	6
82	речевое общение	1	6
83	в свою	1	6
84	того же	1	5
85	к другому	2	5
86	и на	3	5
87	все же	8	5
88	выражение в	1	5
89	является не	2	5
90	то ни	2	5
91	в данном	1	5
92	в их	6	5
93	самого начала	2	5
94	свою очередь	1	5
95	с самого	2	5
96	и здесь	3	5
97	к нему	3	5
98	в его	10	5
99	мы ни	2	5
100	в форме	1	5
101	в большинстве	4	5
102	большинстве случаев	3	5
103	значения в	2	5
104	системе языка	1	5
105	в той	2	5
106	этого слова	1	5
107	в контексте	1	5
108	значения слова	1	5
109	совершенно не	4	5
110	к этому	4	5
111	так же	1	5
112	тем же	3	4
113	все те	1	4
114	должна быть	5	4
115	а как	3	4
116	и ее	6	4
117	систему языка	1	4
118	бы то	1	4
119	конечно не	1	4
120	является лишь	1	4
121	только на	3	4
122	в себе	1	4
123	на то	1	4
124	в единстве	2	4
125	значение в	1	4
126	это не	2	4
127	было бы	6	4
128	и тем	2	4
129	в слове	5	4
130	мы видели	4	4
131	его формы	1	4
132	тому что	2	4
133	ничего не	4	4
134	следует что	3	4
135	той или	1	4
136	для себя	1	4
137	в русском	1	4
138	того что	3	4
139	с ними	2	4
140	что он	5	4
141	речь в	1	4
142	и их	3	4
143	как раз	6	4
144	пр и	4	4
145	связь с	1	4
146	смысле этого	1	4
147	к пониманию	1	4
148	бы в	5	4
149	то что	6	4
150	сказать что	2	4
151	контекста и	1	4
152	таком случае	1	3
153	основная тенденция	2	3
154	и то	2	3
155	в котором	2	3
156	и до	3	3
157	исходит из	1	3
158	высшей степени	4	3
159	ни взяли	1	3
160	на материале	1	3
161	общения в	3	3
162	в ней	6	3
163	столь же	2	3
164	в ее	2	3
165	менее всего	3	3
166	иногда и	1	3
167	отличие от	2	3
168	за пределы	1	3
169	чем же	3	3
170	в истории	6	3
171	и выражения	1	3
172	с этим	5	3
173	перед нами	2	3
174	все эти	6	3
175	в этой	6	3
176	но ведь	3	3
177	в конкретном	1	3
178	слово в	2	3
179	язык не	1	3
180	он не	6	3
181	не к	2	3
182	не как	4	3
183	в корне	7	3
184	какой бы	1	3
185	не будет	2	3
186	в другом	1	3
187	той же	1	3
188	с другими	10	3
189	от одного	2	3
190	по себе	7	3
191	в этих	2	3
192	в своей	7	3
193	в отличие	2	3
194	лингвистические категории	1	3
195	какое бы	1	3
196	не имеет	2	3
197	для всего	2	3
198	в каком	1	3
199	у нас	1	3
200	языка в	9	3
201	могут быть	6	3
202	для его	1	3
203	не есть	3	3
204	и это	2	3
205	значения и	2	3
206	направлении к	1	3
207	о том	1	3
208	высказывание является	1	3
209	и лишь	2	3
210	что и	8	3
211	же является	2	3
212	жизненной речи	1	3
213	слов и	1	3
214	слова для	1	3
215	одной из	1	3
216	в какой	3	3
217	с одной	1	3
218	в качестве	2	3
219	установлено на	1	3
220	социального общения	4	3
221	его из	2	3
222	характерно что	2	3
223	так как	4	3
224	в высшей	4	3
225	до сих	1	3
226	с другой	3	3
227	всякое высказывание	2	3
228	речи а	1	3
229	не было	6	3
230	методы и	1	3
231	одной стороны	1	3
232	языка не	2	3
233	подхода к	2	3
234	именно для	1	3
235	как целого	1	3
236	со всею	2	3
237	да и	1	3
238	для понимания	6	3
239	должно быть	2	3
240	всякое слово	1	3
241	и от	2	3
242	сих пор	1	3
243	слово для	1	3
244	не существует	1	3
245	как система	1	3
246	что оно	4	3
247	в различных	1	3
248	а в	6	3
249	всецело определяется	1	3
250	конкретного высказывания	1	3
251	слово и	2	3
252	во всяком	5	3
253	ощущение слушателя	1	2
254	литературной жизни	1	2
255	одним из	1	2
256	совершенно справедливо	1	2
