N	2gram	Tiupa_Anal_2	Problema
1	то есть	9	39
2	то что	7	38
3	вовсе не	2	37
4	и не	12	37
5	и в	16	35
6	не есть	2	33
7	не только	16	24
8	сказать что	2	24
9	том что	12	19
10	у нас	1	18
11	о том	7	18
12	может быть	6	18
13	в этом	18	17
14	но и	12	16
15	такого рода	2	15
16	только в	4	14
17	не менее	4	13
18	потому что	1	13
19	не может	4	13
20	и что	1	13
21	также и	1	12
22	тем не	3	12
23	того что	2	12
24	в том	12	12
25	хотя бы	1	12
26	никак не	2	11
27	значения и	1	11
28	и даже	9	11
29	так что	3	11
30	прежде всего	3	11
31	что в	2	11
32	в таком	2	11
33	таком случае	2	10
34	и то	3	10
35	говорить о	6	10
36	еще не	2	10
37	ничего не	9	10
38	а не	10	10
39	в данном	8	10
40	да и	1	10
41	тем более	1	10
42	едва ли	3	9
43	в этой	9	9
44	для себя	1	9
45	только на	3	9
46	что же	1	9
47	для нас	1	9
48	тут же	1	8
49	по себе	2	8
50	в виду	1	8
51	было бы	3	8
52	уже не	4	8
53	как раз	4	8
54	совсем не	1	7
55	бы и	1	7
56	все эти	1	7
57	того или	3	7
58	тем самым	4	7
59	некоторого рода	2	7
60	не имеет	2	7
61	не является	1	7
62	в конце	4	7
63	так и	15	7
64	казалось бы	3	7
65	в его	2	7
66	так как	1	7
67	этом случае	4	7
68	и т	1	6
69	есть не	1	6
70	с другой	6	6
71	но в	6	6
72	так или	1	6
73	на то	2	6
74	что все	2	6
75	по крайней	3	6
76	не о	2	6
77	как будто	3	6
78	крайней мере	3	6
79	же самое	1	6
80	можно сказать	4	6
81	ни в	1	6
82	или иначе	1	6
83	о чем	2	6
84	но это	1	6
85	при условии	1	6
86	и для	2	6
87	в то	2	6
88	то же	4	5
89	отнюдь не	8	5
90	в самом	6	5
91	в себе	7	5
92	этом смысле	2	5
93	как и	14	5
94	и уж	1	5
95	и более	1	5
96	раз и	1	5
97	связи с	1	5
98	будто бы	1	5
99	той или	3	5
100	указывает на	1	5
101	как мы	3	5
102	данном случае	5	5
103	языка и	2	5
104	можно было	3	5
105	и на	6	5
106	с одной	5	5
107	одной стороны	4	5
108	или иной	3	5
109	еще и	1	5
110	своего собственного	2	5
111	другой стороны	2	5
112	в частности	16	5
113	так же	2	5
114	в связи	1	5
115	и все	3	5
116	или иного	3	5
117	есть то	1	5
118	самом деле	1	4
119	не вполне	1	4
120	и самого	1	4
121	не был	3	4
122	но не	4	4
123	не все	1	4
124	в общем	2	4
125	сама по	1	4
126	в своем	4	4
127	и как	1	4
128	более или	1	4
129	вообще не	2	4
130	что она	2	4
131	всех этих	1	4
132	таким образом	2	4
133	заключается в	1	4
134	и тем	4	4
135	далеко не	1	4
136	которой он	1	4
137	или менее	1	4
138	в этих	2	4
139	но если	1	4
140	в отношении	1	4
141	но только	1	4
142	что на	3	4
143	стороны и	1	4
144	что при	1	4
145	и о	1	4
146	если бы	3	4
147	и здесь	1	4
148	значение в	1	4
149	тот же	1	4
150	есть в	3	4
151	то и	1	4
152	представить себе	1	4
153	тем что	3	4
154	ни о	3	4
155	если не	1	4
156	как бы	10	4
157	слова и	1	4
158	все это	4	4
159	в результате	3	4
160	а в	3	4
161	и должны	1	3
162	в их	3	3
163	мы уже	1	3
164	что иное	1	3
165	но даже	1	3
166	в нашем	3	3
167	а тем	1	3
168	и речи	1	3
169	хотя и	4	3
170	и к	5	3
171	только то	1	3
172	в целом	8	3
173	бы не	1	3
174	из этих	1	3
175	но ведь	1	3
176	и тот	1	3
177	в случае	2	3
178	быть только	1	3
179	при этом	10	3
180	функционирует как	1	3
181	и по	1	3
182	лишь в	9	3
183	его в	2	3
184	все равно	1	3
185	несмотря на	3	3
186	сосредоточиться на	1	3
187	или точнее	2	3
188	к предмету	2	3
189	но эта	2	3
190	тому что	1	3
191	в таких	2	3
192	как о	3	3
193	тогда когда	1	3
194	одна из	1	3
195	только не	4	3
196	только и	1	3
197	слова как	1	3
198	и является	4	3
199	языка в	1	3
200	не знает	3	3
201	если же	1	3
202	она не	2	3
203	он вообще	1	3
204	с самим	3	3
205	это только	2	3
206	имеется в	1	3
207	иное как	1	3
208	внимание на	2	3
209	но мы	1	3
210	в значительной	2	3
211	том или	2	3
212	и наконец	1	3
213	один из	2	3
214	ли он	1	3
215	и всякий	1	3
216	уже в	1	3
217	или даже	2	3
218	и их	2	3
219	пока не	1	3
