N	2gram	Losev_Prob_4	EvropaiC
1	таким образом	8	32
2	в том	20	31
3	и в	20	24
4	том что	12	20
5	все эти	16	19
6	не может	5	18
7	то что	15	17
8	может быть	9	15
9	все же	2	15
10	точки зрения	14	13
11	самом деле	3	12
12	в своем	3	12
13	до сих	1	12
14	в этом	9	12
15	сих пор	1	12
16	с этим	4	11
17	все это	9	11
18	во всех	4	10
19	так и	10	10
20	из себя	2	10
21	как бы	4	10
22	того же	2	9
23	на то	1	9
24	при этом	6	9
25	как и	6	9
26	в результате	8	9
27	что в	3	9
28	в самом	2	8
29	с точки	11	8
30	мы говорили	1	8
31	не в	13	8
32	идет речь	2	8
33	ясно что	7	8
34	если бы	8	8
35	так же	5	8
36	и все	8	8
37	на самом	5	7
38	из этих	1	7
39	в силу	1	7
40	о которых	2	7
41	или менее	2	7
42	не менее	10	7
43	того чтобы	2	7
44	по своей	1	7
45	к тому	3	7
46	для этого	2	7
47	о том	5	7
48	и что	2	7
49	что он	8	7
50	для того	3	7
51	но и	14	7
52	и не	28	7
53	более или	2	7
54	о котором	1	7
55	из этого	3	7
56	начало и	1	6
57	еще не	7	6
58	и на	3	6
59	в этой	4	6
60	в сознании	3	6
61	несмотря на	4	6
62	и при	1	6
63	с ним	4	6
64	что и	3	6
65	того что	1	6
66	говорили выше	1	6
67	только в	23	6
68	все они	3	6
69	так что	6	6
70	так как	5	6
71	мы можем	3	6
72	с другой	7	6
73	вместе с	5	6
74	отличается от	4	6
75	как на	1	6
76	бороться с	1	5
77	столь же	2	5
78	как к	1	5
79	и к	3	5
80	но в	8	5
81	в которой	2	5
82	что это	2	5
83	в целом	1	5
84	в себе	12	5
85	тому же	2	5
86	не только	24	5
87	и если	5	5
88	но все	3	5
89	не будет	2	5
90	что все	1	5
91	и с	7	5
92	на все	2	5
93	его в	2	5
94	между собою	2	5
95	и без	6	5
96	в то	4	5
97	как будто	11	5
98	что при	1	5
99	по сравнению	1	5
100	в его	3	5
101	потому что	15	5
102	у него	1	5
103	именно в	7	5
104	далеко не	2	5
105	другой стороны	6	5
106	по своему	6	5
107	сравнению с	1	5
108	быть и	1	5
109	и для	4	5
110	и от	6	5
111	одним из	1	4
112	в такой	1	4
113	и то	2	4
114	то же	7	4
115	между собой	2	4
116	что его	4	4
117	отношение к	1	4
118	хотя и	5	4
119	ни один	1	4
120	чем больше	1	4
121	он не	2	4
122	всех этих	6	4
123	из них	3	4
124	должно быть	1	4
125	и конец	1	4
126	в их	1	4
127	оказывается что	1	4
128	признать что	1	4
129	выше мы	1	4
130	тем не	10	4
131	том же	1	4
132	этой области	1	4
133	из которых	3	4
134	что эта	1	4
135	связи с	3	4
136	никогда не	1	4
137	все прочие	1	4
138	сильнее чем	1	4
139	и у	1	4
140	если мы	5	4
141	не есть	12	4
142	в виде	22	4
